EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
610,6.3064093589782715,252400,-81.45068,15.56218,0.82499,0.00160,2.89494,3.40981,570.60470,-722.22169,-0.10692,0.01992,-0.06752,-0.17310,0.02757,0.00014,0.02779,0.02736,0.04036,0.00007,0.04047,0.04021,-0.00774,0.67962,2.05270,-1.95485,13.13445,0.06920,13.33010,12.92763,0.72336,0.04383,0.85899,0.62492,0.69108,0.04414,0.81940,0.58463,3.83509,0.19369,4.69264,3.40555,11.35707,1.18994,17.54862,8.96523,10.85706,1.29625,17.50041,8.83335,-2.17446,0.03428,-2.08257,-2.28152,0.73603,0.01269,0.77019,0.70887,-0.06584,0.28233,1.20316,-0.46658,-3.83897,0.09138,-3.61745,-4.12297,5.97346,0.21579,6.54543,5.46314,6.02477,0.23252,6.66821,5.38181,5.99911,0.20029,6.60682,5.42248,4.29346,0.09094,4.56329,4.10365,15.77542,1.12098,23.96471,13.89768,-6.12851,1.29916,-3.91108,-11.55051,-0.07011,0.00977,-0.04294,-0.09434,0.50693,0.00923,0.53336,0.48398,2.76235,0.48888,5.09554,2.07473,-2.89093,0.35935,-2.39605,-5.03824
611,4.616468906402588,252800,-24.58997,-40.12663,1.13981,0.00156,2.84148,1.77339,880.36192,-376.79083,-0.10431,0.02180,-0.04377,-0.16447,0.02755,0.00007,0.02770,0.02744,0.04047,0.00009,0.04063,0.04026,-0.02782,0.62780,2.00400,-1.42642,13.16040,0.07955,13.34405,12.92720,0.71959,0.04410,0.85200,0.62816,0.68398,0.04054,0.79006,0.58233,3.82910,0.18054,4.41154,3.27884,11.83473,1.48347,17.40378,9.34646,10.83916,1.18129,14.50502,8.30495,-2.17276,0.02971,-2.09332,-2.24965,0.73123,0.00972,0.75807,0.70648,-0.04295,0.31022,2.00000,-0.47241,-3.82566,0.07804,-3.69622,-4.07494,6.00512,0.20793,6.50382,5.52914,5.97685,0.22711,6.68584,5.49417,5.99099,0.18522,6.59483,5.57542,4.27109,0.07442,4.45650,4.10755,15.70061,1.34266,29.82433,14.46006,-6.49512,1.53339,-3.57237,-11.77660,-0.06761,0.00906,-0.03375,-0.08894,0.50809,0.01051,0.53830,0.47422,2.70512,0.34055,4.58629,2.04455,-2.85811,0.41001,-2.34070,-5.75909
612,5.772073745727539,253200,-25.23876,-49.10156,0.88049,0.00155,2.39769,3.37275,911.10817,-1097.79566,-0.10595,0.02104,-0.03749,-0.16985,0.02733,0.00009,0.02753,0.02720,0.04024,0.00005,0.04033,0.04010,-0.08451,0.62001,1.95160,-1.60468,13.20098,0.07930,13.40273,13.03142,0.71484,0.04597,0.83911,0.61688,0.68513,0.04353,0.78884,0.55373,3.83302,0.21621,4.55513,3.36723,11.74929,1.49848,16.42186,8.80219,10.94890,1.43241,16.47472,8.18597,-2.17003,0.03084,-2.09653,-2.26446,0.72902,0.01059,0.76534,0.69807,-0.06230,0.24965,1.27554,-0.46726,-3.86033,0.12316,-3.60938,-4.32422,5.96997,0.21196,6.70583,5.48441,5.98097,0.20941,6.51435,5.37024,5.97547,0.18182,6.56451,5.52687,4.25725,0.08062,4.50512,4.01900,15.72860,1.22106,27.89874,14.66918,-6.16619,1.26894,-3.74243,-11.60582,-0.06698,0.01046,-0.04125,-0.09359,0.50718,0.01025,0.53742,0.48133,2.75602,0.44735,4.84115,2.13513,-2.86711,0.31721,-2.34928,-4.81234
613,4.473142385482788,253600,14.13888,188.71753,0.89702,0.00153,2.89964,1.57193,560.55400,-373.57539,-0.10453,0.02023,-0.05213,-0.15581,0.02726,0.00004,0.02734,0.02721,0.04001,0.00006,0.04011,0.03989,0.00358,0.52517,1.58745,-1.72005,13.22563,0.08324,13.47592,13.02899,0.71771,0.04108,0.81372,0.62061,0.68622,0.04485,0.81992,0.58246,3.83449,0.18141,4.44349,3.36249,11.57440,1.30278,16.08410,9.22721,11.06110,1.40659,15.90703,8.47395,-2.17855,0.02580,-2.10022,-2.24364,0.73308,0.01079,0.76046,0.69633,-0.05715,0.26353,1.36946,-0.43410,-3.87445,0.08933,-3.66640,-4.15425,5.99562,0.17925,6.38938,5.37313,6.00709,0.20275,6.62777,5.44288,6.00136,0.15468,6.47274,5.50291,4.28607,0.07537,4.49001,4.04166,15.79967,0.68096,19.76493,14.59305,-6.33983,1.55458,-3.56600,-11.87097,-0.06944,0.00796,-0.05092,-0.09943,0.50345,0.00913,0.52759,0.47278,2.71259,0.43918,5.22326,2.12184,-2.90361,0.34653,-2.33454,-4.67162
614,8.926181554794312,254000,-35.64250,-47.56444,-1.32724,0.00151,2.65606,6.26856,370.17367,-1078.84387,-0.10399,0.02206,-0.04194,-0.15961,0.02732,0.00006,0.02742,0.02723,0.04031,0.00015,0.04059,0.04011,0.10528,0.56149,1.45972,-1.17464,13.25685,0.07365,13.45559,13.06654,0.71248,0.04295,0.84959,0.61111,0.68373,0.03922,0.78322,0.58605,3.86106,0.19637,4.51153,3.42511,11.46331,1.42553,15.53455,8.85789,10.75652,1.08938,14.62954,8.65071,-2.18189,0.02677,-2.11786,-2.25644,0.73584,0.01028,0.75981,0.70945,-0.02853,0.31860,1.43284,-0.45578,-3.92039,0.11999,-3.69304,-4.35411,6.02217,0.18786,6.51061,5.61635,6.04068,0.20644,6.61751,5.45457,6.03143,0.16540,6.42329,5.64375,4.30287,0.07942,4.51901,4.07826,16.03746,1.33941,28.29845,14.48360,-6.39466,1.55917,-3.48399,-16.66428,-0.06809,0.00987,-0.04168,-0.09275,0.50774,0.00981,0.53136,0.48575,2.83315,0.41590,5.26386,2.13583,-2.90680,0.38850,-2.22359,-5.16415
615,4.986570835113525,254400,-58.56854,175.50115,0.73155,0.00155,2.57964,2.40526,563.43683,-944.31423,-0.10489,0.01805,-0.06098,-0.15808,0.02720,0.00013,0.02742,0.02701,0.04056,0.00005,0.04064,0.04043,-0.06186,0.55265,1.59266,-1.52367,13.28252,0.08161,13.55537,13.06737,0.72129,0.04458,0.83716,0.60872,0.68588,0.04086,0.83140,0.58242,3.84922,0.18744,4.38735,3.46124,11.55797,1.38723,16.27204,8.67453,11.05320,1.29861,16.09167,8.59697,-2.17343,0.02734,-2.10423,-2.26089,0.73443,0.01203,0.75822,0.70149,-0.04406,0.24505,1.27787,-0.48184,-3.85103,0.09935,-3.64199,-4.21760,5.96957,0.19169,6.64599,5.56467,5.99552,0.19545,6.65464,5.48015,5.98255,0.16230,6.47350,5.54832,4.30179,0.08195,4.50801,4.08897,15.73488,0.91586,21.62909,14.18833,-6.27554,1.42120,-3.59456,-11.50699,-0.06635,0.00947,-0.04172,-0.08723,0.50540,0.00940,0.53292,0.48337,2.72876,0.38718,4.44021,2.09143,-2.86914,0.33971,-2.32069,-4.74349
616,5.486371278762817,254800,-130.81620,-59.78429,0.85520,0.00159,2.65751,2.82722,891.86977,-1110.77533,-0.10370,0.02248,-0.03067,-0.15776,0.02754,0.00023,0.02793,0.02715,0.04036,0.00011,0.04056,0.04017,0.10407,0.54240,1.73641,-1.15542,13.31712,0.07310,13.55074,13.15650,0.71536,0.04005,0.84930,0.62720,0.68439,0.04341,0.79862,0.58807,3.86809,0.20006,5.04031,3.40892,11.42549,1.20647,15.90275,8.80363,10.92885,1.35004,16.22654,8.55497,-2.17974,0.02629,-2.10766,-2.24622,0.73361,0.01190,0.76302,0.70118,-0.05126,0.21655,0.93276,-0.37565,-3.87165,0.09858,-3.66241,-4.16573,6.09083,0.18004,6.57979,5.62041,5.96313,0.21125,6.57662,5.49259,6.02698,0.16038,6.50544,5.65631,4.28205,0.08850,4.60710,4.07887,15.77170,0.87891,23.35914,14.32025,-6.29489,1.36601,-3.64084,-12.04420,-0.06736,0.00904,-0.04236,-0.09134,0.50763,0.01081,0.53683,0.48242,2.71081,0.28792,3.75602,2.08616,-2.88781,0.34831,-2.38287,-4.42734
617,3.958057403564453,255200,-95.81329,-44.82738,-1.17800,0.00160,2.47913,1.47729,898.80151,-735.45988,-0.10171,0.01838,-0.04253,-0.15943,0.02788,0.00006,0.02802,0.02775,0.04005,0.00006,0.04019,0.03994,-0.01985,0.61558,1.67796,-1.76897,13.34945,0.07126,13.55041,13.13314,0.72405,0.04385,0.87023,0.62001,0.68610,0.03947,0.78127,0.56872,3.82683,0.18892,4.36700,3.33473,11.41524,1.22073,16.01569,9.33602,10.68266,1.06539,14.35301,8.63643,-2.17581,0.03078,-2.09159,-2.24675,0.72985,0.01307,0.76415,0.68614,-0.08660,0.28895,1.51065,-0.54678,-3.89011,0.12197,-3.63154,-4.21918,5.98032,0.18802,6.55662,5.43988,6.00950,0.23208,6.61687,5.38143,5.99491,0.18243,6.50015,5.47502,4.28057,0.08987,4.48796,3.99791,15.81002,1.06110,27.17139,14.25910,-6.27372,1.32017,-3.97790,-11.22292,-0.06278,0.00878,-0.03632,-0.08253,0.50614,0.00948,0.53151,0.47996,2.76377,0.32990,4.62525,2.17591,-2.87967,0.40055,-2.26899,-5.58475
618,6.893624305725098,255600,-126.86892,-280.35759,-0.14065,0.00157,2.53739,4.35462,249.28516,-372.86288,-0.10479,0.02130,-0.04654,-0.16739,0.02757,0.00009,0.02776,0.02745,0.04002,0.00012,0.04018,0.03982,-0.10002,0.52174,1.21004,-1.40908,13.38033,0.06910,13.55247,13.19631,0.72220,0.04793,0.90048,0.61684,0.69401,0.04333,0.82539,0.57976,3.86586,0.20368,4.60453,3.42650,11.36279,1.10681,14.60338,8.75789,10.91907,1.26501,15.26322,8.57273,-2.17392,0.02580,-2.09322,-2.23639,0.73253,0.01352,0.76987,0.69441,-0.03150,0.30039,1.27404,-0.41773,-3.88243,0.08487,-3.69306,-4.14311,5.96351,0.17546,6.52129,5.53735,5.97849,0.19958,6.42476,5.41350,5.97100,0.15393,6.34538,5.58673,4.29348,0.09025,4.56413,4.07928,15.93558,1.32617,25.34084,14.66177,-6.45407,1.46881,-3.59625,-11.52594,-0.06420,0.00900,-0.04438,-0.08611,0.50227,0.01002,0.53008,0.47865,2.74494,0.39797,6.01043,2.01629,-2.94753,0.44081,-2.31901,-5.09816
619,3.8843181133270264,256000,-70.71278,-54.02491,-1.09230,0.00155,2.72131,1.16139,574.63586,-721.74458,-0.10520,0.01954,-0.05537,-0.16025,0.02756,0.00007,0.02766,0.02746,0.04013,0.00016,0.04040,0.03994,0.08226,0.55780,1.54901,-1.45111,13.40971,0.08118,13.65242,13.20842,0.72564,0.04609,0.84281,0.59869,0.69032,0.04434,0.83682,0.57028,3.83773,0.19225,4.33264,3.36906,11.48086,1.25938,16.07031,8.65250,10.88182,1.22496,17.11937,8.50163,-2.17988,0.02681,-2.10464,-2.24256,0.73644,0.01185,0.76389,0.69495,-0.06411,0.23989,0.78015,-0.44899,-3.88378,0.10597,-3.65158,-4.22388,6.01010,0.19020,6.54765,5.55363,6.03983,0.21236,6.71165,5.58633,6.02497,0.16452,6.46872,5.57437,4.29782,0.08324,4.49659,4.01660,15.83678,0.82429,21.03187,14.32157,-6.23331,1.24750,-3.54357,-11.55107,-0.06508,0.00856,-0.04523,-0.08614,0.50775,0.01023,0.54329,0.48262,2.83134,0.35115,4.42580,2.27145,-2.84571,0.32098,-2.24310,-4.79107
620,7.8477864265441895,256400,-12.07981,-60.74451,0.72220,0.03870,2.74927,5.05976,568.47435,-363.02213,-0.10704,0.01981,-0.05517,-0.15389,0.02745,0.00004,0.02753,0.02737,0.04038,0.00010,0.04052,0.04017,-0.06156,0.48084,1.23704,-1.42096,13.45489,0.07784,13.69393,13.26102,0.72479,0.04529,0.85537,0.61034,0.69420,0.04026,0.81422,0.57114,3.84342,0.17800,4.36772,3.38985,11.94754,1.86426,19.54691,8.85799,10.93227,1.25586,16.71352,8.59686,-2.17188,0.02374,-2.10440,-2.24387,0.73205,0.01393,0.76963,0.70345,-0.05470,0.26116,1.20121,-0.43821,-3.84407,0.08216,-3.69817,-4.13241,5.98769,0.16641,6.40005,5.56622,5.97542,0.18479,6.62726,5.46227,5.98155,0.14185,6.37311,5.57677,4.28186,0.08504,4.51692,4.10637,15.83597,0.93069,22.62836,14.49244,-6.22472,1.41079,-3.73898,-12.90119,-0.06097,0.00904,-0.03774,-0.08750,0.50751,0.01025,0.53301,0.47667,2.81522,0.39151,4.91019,2.23216,-2.88004,0.39331,-2.24777,-4.98264
621,4.063941717147827,256800,-105.31256,-16.16364,0.91703,0.00159,2.49036,1.57192,-65.15254,-1086.08045,-0.10390,0.02021,-0.05170,-0.15607,0.02744,0.00009,0.02759,0.02729,0.04007,0.00007,0.04023,0.03996,0.04214,0.59699,1.49800,-1.79227,13.48402,0.07540,13.69036,13.29598,0.72573,0.04052,0.82488,0.60296,0.69360,0.03915,0.81610,0.57989,3.82796,0.19393,4.47094,3.40184,11.45952,1.14718,16.16858,8.94807,10.94117,1.18822,16.17978,8.40200,-2.17938,0.02823,-2.07681,-2.24836,0.73760,0.01433,0.77721,0.70558,-0.10720,0.23055,1.00027,-0.47011,-3.85659,0.07733,-3.63546,-4.09569,6.02173,0.20722,6.52000,5.41301,6.00185,0.20916,6.45457,5.38190,6.01179,0.17521,6.43759,5.46885,4.31331,0.09748,4.60073,4.05191,15.77689,0.63075,19.82386,14.74946,-6.35819,1.39760,-3.83378,-11.13947,-0.06363,0.01064,-0.04174,-0.09263,0.50463,0.00977,0.53111,0.47698,2.75007,0.27926,4.49132,2.15651,-2.81598,0.30992,-2.29062,-4.19254
622,4.426384687423706,257200,-129.04326,190.81702,-0.07786,0.02955,2.52537,1.87142,-64.53197,-9.43340,-0.10556,0.02042,-0.05504,-0.16784,0.02777,0.00010,0.02788,0.02752,0.04024,0.00011,0.04040,0.04009,-0.00592,0.54001,1.48354,-1.80063,13.51966,0.07331,13.74147,13.33847,0.71858,0.03919,0.83587,0.62968,0.68521,0.04309,0.79090,0.58364,3.84715,0.18997,4.33644,3.30876,11.13205,1.05311,15.13989,8.79942,10.88488,1.20111,14.41645,8.64695,-2.17666,0.02730,-2.09684,-2.24987,0.73449,0.01231,0.76361,0.70139,-0.12553,0.20215,1.01339,-0.45778,-3.89579,0.09846,-3.70512,-4.27048,5.98233,0.19969,6.54815,5.29153,6.01601,0.19820,6.49253,5.52159,5.99917,0.15871,6.43695,5.48000,4.30170,0.08077,4.51507,4.05387,15.86026,0.68141,20.27675,14.46751,-6.44357,1.47813,-3.86085,-12.02807,-0.06222,0.00889,-0.03841,-0.08115,0.50527,0.01003,0.53805,0.48279,2.74954,0.28948,4.36229,2.11035,-2.82072,0.32896,-2.37358,-4.52530
623,5.329030990600586,257600,-163.16430,193.19099,-0.09517,0.02723,2.76452,2.53723,240.17265,-704.96078,-0.10435,0.01937,-0.05270,-0.16536,0.02725,0.00013,0.02752,0.02708,0.04039,0.00005,0.04046,0.04027,-0.01254,0.53548,1.33884,-1.38148,13.55264,0.06789,13.76658,13.39851,0.71782,0.04255,0.87027,0.61230,0.68577,0.03901,0.78967,0.57653,3.84849,0.18661,4.39749,3.39360,11.37245,1.13247,15.42874,8.46058,10.81349,1.02402,14.17228,8.47841,-2.17741,0.02570,-2.10093,-2.24317,0.73156,0.01166,0.76155,0.70304,-0.03159,0.34132,1.81734,-0.50421,-3.90695,0.11113,-3.68343,-4.26827,5.98386,0.19050,6.44283,5.53312,6.01022,0.20523,6.52385,5.42968,5.99704,0.15761,6.39020,5.59001,4.29582,0.07718,4.47088,4.09439,15.85169,0.81387,20.21822,14.56819,-6.23676,1.44807,-3.64079,-11.19504,-0.06262,0.01067,-0.03773,-0.09114,0.50484,0.01061,0.54875,0.47959,2.76138,0.40206,4.68104,2.00927,-2.95845,0.48373,-2.33323,-5.23282
624,3.2852401733398438,258000,-158.77567,-39.35617,-0.24012,0.00158,2.79567,0.48791,255.22873,-358.45116,-0.10208,0.01874,-0.03622,-0.15091,0.02745,0.00005,0.02754,0.02732,0.04050,0.00005,0.04070,0.04044,0.09042,0.56928,1.67881,-1.72056,13.58103,0.07843,13.80329,13.38916,0.71825,0.03903,0.81920,0.63089,0.68690,0.03843,0.78954,0.59005,3.87108,0.20310,4.46611,3.41758,11.69955,1.38170,15.74357,9.26433,10.90997,1.21962,14.88862,8.10194,-2.18122,0.02832,-2.09960,-2.26669,0.73610,0.01184,0.76962,0.70120,-0.00149,0.32030,1.54839,-0.48884,-3.91815,0.09349,-3.72527,-4.16243,6.02759,0.18142,6.52009,5.56634,6.02543,0.21404,6.58602,5.41292,6.02651,0.16838,6.49165,5.48963,4.30645,0.08177,4.52179,4.05700,15.92850,0.95931,22.61470,14.54415,-6.33858,1.36367,-3.56587,-11.00386,-0.06044,0.01022,-0.03503,-0.08385,0.50716,0.01102,0.53648,0.47832,2.81834,0.37733,4.87271,2.14594,-2.95435,0.43541,-2.38502,-5.02313
625,3.0874719619750977,258400,-184.92068,-20.47931,-1.11030,0.00156,2.67896,0.40690,-65.13694,9.13908,-0.10012,0.01985,-0.05212,-0.15288,0.02737,0.00010,0.02755,0.02720,0.04059,0.00017,0.04088,0.04033,-0.07913,0.54979,1.23394,-1.49265,13.60981,0.07917,13.81717,13.36671,0.72068,0.04170,0.89706,0.64496,0.69039,0.03693,0.82201,0.60258,3.85146,0.19220,4.36730,3.35684,11.61244,1.46913,17.66444,9.45418,10.83220,1.17397,14.68147,8.62637,-2.17562,0.02762,-2.09206,-2.23780,0.73355,0.01077,0.76024,0.71064,-0.07600,0.26771,1.71240,-0.48018,-3.85407,0.09130,-3.65018,-4.15890,5.98743,0.19535,6.56018,5.48722,5.96464,0.20773,6.57439,5.41107,5.97603,0.16196,6.35397,5.55243,4.30920,0.07338,4.48437,4.11370,15.75839,0.62296,18.56688,14.60708,-6.47508,1.45323,-4.03088,-13.25571,-0.06239,0.00946,-0.03686,-0.08708,0.50114,0.00858,0.52491,0.47322,2.71294,0.31319,3.97334,1.97728,-2.84109,0.33275,-2.30805,-5.29461
626,4.486806154251099,258800,-12.96553,164.66825,0.89607,0.00156,3.12260,1.36260,568.29718,0.02133,-0.10140,0.01945,-0.03851,-0.15189,0.02744,0.00004,0.02750,0.02733,0.04038,0.00006,0.04052,0.04029,0.00413,0.54029,1.73342,-1.40262,13.64727,0.08568,13.95941,13.40221,0.72277,0.04653,0.87193,0.59939,0.68665,0.03878,0.84213,0.58843,3.85124,0.18429,4.41538,3.35382,11.90583,1.71115,21.07382,8.83215,10.85895,1.32347,15.52166,8.36141,-2.18073,0.02564,-2.11217,-2.25566,0.73155,0.01073,0.75971,0.70496,-0.07592,0.24942,1.01308,-0.50811,-3.86711,0.09117,-3.69911,-4.26017,5.98753,0.17194,6.45476,5.50077,6.01653,0.20816,6.60213,5.37013,6.00203,0.15990,6.51425,5.58574,4.29366,0.07861,4.47479,4.08331,16.01520,1.39556,27.13963,14.77194,-6.42088,1.29060,-3.11114,-10.50625,-0.06158,0.00973,-0.03367,-0.09119,0.50272,0.01080,0.53136,0.47174,2.73470,0.38466,4.37739,2.15482,-2.90350,0.34534,-2.16839,-4.23445
627,7.3201494216918945,259200,16.51564,-3.18821,-0.07485,0.00165,2.63496,4.68349,244.04661,-23.20036,-0.10029,0.01924,-0.03068,-0.14770,0.02724,0.00011,0.02749,0.02712,0.04041,0.00011,0.04055,0.04022,-0.01667,0.59448,1.63334,-1.44005,13.66661,0.07936,13.93219,13.48333,0.71462,0.04259,0.84561,0.61146,0.67753,0.04036,0.83356,0.58563,3.81812,0.16767,4.40660,3.45647,11.56361,1.32163,15.54277,9.56753,10.74458,1.23155,15.36478,8.48052,-2.17591,0.02753,-2.09696,-2.25694,0.73455,0.01258,0.76807,0.70004,-0.04103,0.27962,1.55619,-0.43930,-3.87335,0.09672,-3.67668,-4.25803,6.01844,0.21159,6.62169,5.52458,5.96888,0.20739,6.51407,5.38432,5.99366,0.17426,6.47387,5.57194,4.30735,0.09051,4.58511,4.09645,16.01067,0.76106,20.43017,14.81032,-6.31066,1.52337,-3.32490,-11.44402,-0.06069,0.00912,-0.03429,-0.08334,0.50642,0.01045,0.52742,0.47114,2.80636,0.37248,4.39194,2.15480,-2.88806,0.35069,-2.30598,-4.32629
628,3.897503137588501,259600,56.47841,168.01284,0.91210,0.00156,3.07959,0.81630,-68.68444,3.52404,-0.10170,0.01888,-0.04488,-0.15420,0.02746,0.00005,0.02756,0.02736,0.04012,0.00005,0.04022,0.04003,-0.00862,0.61931,1.42184,-1.75594,13.69807,0.07955,13.94788,13.41144,0.71824,0.04943,0.92006,0.61050,0.67934,0.03966,0.78772,0.59551,3.88003,0.18429,4.47297,3.42653,11.72633,1.85956,19.61810,8.94151,10.77219,1.21804,15.86264,8.37277,-2.17668,0.02934,-2.10339,-2.25581,0.73925,0.01157,0.76453,0.69966,-0.07784,0.24450,1.01654,-0.43684,-3.86455,0.08684,-3.66278,-4.19483,5.99902,0.18356,6.39999,5.44400,5.99568,0.23231,6.57127,5.44192,5.99735,0.18332,6.42540,5.48629,4.32490,0.08570,4.51999,4.06432,15.78269,0.65993,20.20775,14.60020,-6.26994,1.37612,-3.61265,-11.33599,-0.05719,0.01024,-0.03169,-0.08952,0.50682,0.01060,0.53306,0.47774,2.80899,0.30936,4.10945,2.26592,-2.78724,0.34201,-2.21943,-4.45010
629,5.055682182312012,260000,61.36324,-45.82003,-0.01155,0.00158,2.67153,2.38253,-65.19009,10.81595,-0.10179,0.02077,-0.03983,-0.16083,0.02760,0.00012,0.02782,0.02747,0.04011,0.00005,0.04019,0.04002,0.07360,0.54241,1.33288,-1.40139,13.71916,0.07365,13.93220,13.55276,0.70458,0.03700,0.80603,0.60990,0.67034,0.04164,0.81229,0.57241,3.83997,0.17219,4.31388,3.33829,11.32590,1.32812,18.09838,8.90230,10.67732,1.24052,15.57446,8.03739,-2.17697,0.02704,-2.10410,-2.24862,0.74527,0.01144,0.77123,0.71811,-0.04574,0.23505,0.79365,-0.40743,-3.90528,0.11172,-3.68533,-4.24113,6.03788,0.17541,6.44129,5.48858,6.00348,0.20541,6.49687,5.39461,6.02068,0.16029,6.38923,5.57772,4.34996,0.07772,4.52911,4.14095,15.97887,0.68612,20.05928,14.87146,-6.38304,1.29667,-3.90957,-10.91521,-0.05656,0.01189,-0.02243,-0.08468,0.50938,0.00984,0.53821,0.48598,2.81462,0.29651,4.33777,2.21590,-2.86812,0.35795,-2.26827,-4.44596
630,5.599764585494995,260400,76.58142,-19.61983,-0.02989,0.00157,2.56194,3.03619,136.93666,-40.75274,-0.10248,0.02135,-0.02637,-0.16114,0.02784,0.00009,0.02795,0.02767,0.04037,0.00014,0.04059,0.04017,-0.01196,0.64486,1.45092,-1.66198,13.74398,0.07692,13.97187,13.49403,0.71408,0.04134,0.84354,0.59464,0.67841,0.03986,0.79786,0.56612,3.88011,0.17476,4.33384,3.43530,11.25986,1.29051,15.68074,8.86351,11.01062,1.36199,15.22853,8.33529,-2.17689,0.03142,-2.08991,-2.24711,0.74381,0.00951,0.76865,0.71537,-0.02393,0.30113,2.00000,-0.49227,-3.87406,0.08665,-3.71048,-4.15233,5.98333,0.20737,6.46687,5.45557,6.01107,0.23561,6.59222,5.40939,5.99720,0.19074,6.43028,5.51082,4.34394,0.07082,4.55273,4.14785,15.90619,0.90111,26.13008,14.69423,-6.25385,1.33134,-3.28552,-11.60289,-0.05285,0.00785,-0.03096,-0.07186,0.50447,0.01051,0.53823,0.47806,2.72648,0.37372,4.55557,2.18160,-2.80869,0.33054,-2.32899,-4.77243
631,5.246137857437134,260800,14.59092,163.81772,0.73337,0.00165,2.60977,2.63466,-57.81720,6.23074,-0.09786,0.02021,-0.03825,-0.14746,0.02770,0.00007,0.02783,0.02753,0.04033,0.00009,0.04057,0.04020,0.00204,0.60559,2.12034,-1.59569,13.76970,0.07553,13.98006,13.56430,0.71110,0.03895,0.81243,0.62271,0.67959,0.04086,0.80002,0.57120,3.88129,0.18177,4.45443,3.44912,11.63963,1.32618,16.92603,9.05332,10.75331,1.14945,14.99164,8.17042,-2.17568,0.02965,-2.08870,-2.26967,0.74213,0.01527,0.77906,0.70046,0.00870,0.35530,2.00000,-0.42849,-3.85947,0.09229,-3.69896,-4.21398,5.97827,0.19260,6.51958,5.51087,6.02552,0.22648,6.74099,5.29714,6.00190,0.17920,6.63029,5.51799,4.35870,0.10005,4.67585,4.12784,15.95878,0.84992,21.23529,14.66492,-6.37497,1.36610,-3.78056,-11.34890,-0.05162,0.00892,-0.02941,-0.07344,0.51027,0.01175,0.53967,0.48209,2.87625,0.36731,4.74333,2.20722,-2.85997,0.34008,-2.27298,-4.67348
632,5.738800764083862,261200,-15.14366,-30.47016,0.00958,0.00159,2.50693,3.23023,-66.28672,-10.21280,-0.10230,0.02017,-0.04594,-0.14922,0.02741,0.00006,0.02753,0.02727,0.04045,0.00012,0.04064,0.04025,-0.05427,0.54733,1.34938,-1.41634,13.80062,0.07525,13.97956,13.59139,0.70921,0.04062,0.81812,0.62173,0.67211,0.03829,0.79235,0.60139,3.88340,0.17711,4.29331,3.42195,11.43499,1.31092,16.89129,9.05767,10.65655,1.12157,14.74178,8.12138,-2.16854,0.02590,-2.08919,-2.24327,0.74932,0.01179,0.78687,0.72175,0.01337,0.36934,2.00000,-0.48724,-3.89135,0.09868,-3.67844,-4.30585,5.99529,0.19053,6.40712,5.49325,5.97139,0.21099,6.62602,5.42022,5.98334,0.16143,6.40398,5.57510,4.37954,0.07889,4.56249,4.15349,16.03369,0.89093,21.15163,14.64432,-6.35521,1.36296,-3.44804,-11.26151,-0.04947,0.01037,-0.01881,-0.08234,0.51534,0.01096,0.53921,0.47995,2.90108,0.38810,5.28419,2.32845,-2.88339,0.31289,-2.35437,-4.26410
