EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
257,4.733423948287964,111200,-50.94849,-74.95310,-0.07028,0.00155,2.55621,2.17561,97.26144,-844.62881,-0.16935,0.01978,-0.11069,-0.23727,0.01397,0.00006,0.01406,0.01389,0.01737,0.00005,0.01750,0.01726,-0.03932,0.69703,1.64374,-1.96366,-0.70812,0.07847,-0.47834,-0.89808,0.55525,0.03336,0.66205,0.48479,0.54740,0.03498,0.65492,0.45808,3.23870,0.16939,3.72895,2.85821,10.00754,1.18125,14.65122,8.00800,9.66611,1.14005,14.75503,7.08858,-1.99954,0.02965,-1.92577,-2.07529,0.59593,0.01513,0.62560,0.56068,0.57453,0.28585,1.64011,0.05299,-3.63707,0.10634,-3.38201,-3.97788,6.02049,0.20155,6.40202,5.44104,5.95895,0.18726,6.39432,5.37212,5.98972,0.16727,6.39481,5.52413,3.20275,0.09164,3.45115,2.94741,17.57463,2.91818,31.31771,13.69886,-5.09820,1.39715,-2.48877,-10.43728,-0.02964,0.01937,0.03085,-0.07759,0.71329,0.01289,0.74655,0.68072,3.91883,0.57990,6.04979,2.83603,-3.81672,0.47408,-2.94887,-5.19524
258,3.627095937728882,111600,-88.10518,-244.23923,-0.21405,0.00157,2.44359,1.18188,840.12495,-1056.51945,-0.16912,0.01906,-0.11297,-0.21146,0.01425,0.00006,0.01433,0.01405,0.01739,0.00011,0.01758,0.01725,0.27377,0.58722,1.52527,-1.50215,-0.68758,0.06791,-0.50805,-0.87726,0.55227,0.03296,0.65323,0.47966,0.53945,0.03053,0.64094,0.46482,3.24995,0.17207,3.69076,2.77282,9.97793,1.01463,13.24719,7.89784,9.44159,0.89934,12.32497,7.75657,-2.02097,0.02483,-1.95260,-2.08788,0.59918,0.01122,0.63300,0.56918,0.55096,0.32585,1.80689,-0.06821,-3.69488,0.11386,-3.50583,-4.01958,6.06581,0.17972,6.48496,5.49273,6.06600,0.17025,6.62556,5.70173,6.06590,0.14127,6.37030,5.64054,3.22337,0.08442,3.50700,2.99446,17.39080,3.00776,33.15322,13.84728,-5.17983,1.54435,-2.33490,-11.86611,-0.03144,0.01536,0.01681,-0.07080,0.70471,0.01676,0.75481,0.66700,3.93441,0.60826,5.87969,2.59235,-3.75846,0.52303,-2.96200,-5.70304
259,3.1538496017456055,112000,-87.30799,-98.00328,-0.06389,0.00161,2.68291,0.46928,843.40862,-692.90345,-0.16521,0.01925,-0.11394,-0.23306,0.01439,0.00005,0.01446,0.01431,0.01770,0.00009,0.01788,0.01756,0.09175,0.73189,1.93605,-1.95409,-0.65726,0.05290,-0.52347,-0.81933,0.55266,0.03553,0.72884,0.48271,0.54792,0.03676,0.71234,0.45009,3.20157,0.18310,3.73619,2.64807,9.89464,0.93139,13.32369,7.81995,9.71048,1.20391,14.45577,7.45348,-2.02025,0.03023,-1.91899,-2.09205,0.59890,0.01297,0.63105,0.55534,0.56786,0.33348,1.62367,-0.04601,-3.67952,0.11256,-3.40317,-4.03508,5.99275,0.20702,6.50673,5.35551,6.05306,0.19707,6.70377,5.62216,6.02291,0.17670,6.46924,5.53202,3.21246,0.08378,3.42974,2.92878,17.61227,3.00000,29.28162,13.68224,-5.08880,1.42428,-2.31464,-12.35169,-0.03660,0.01444,-0.00097,-0.07581,0.69711,0.01489,0.74410,0.65941,3.84352,0.69171,6.55402,2.73866,-3.83453,0.55788,-2.92552,-5.90350
260,2.869988203048706,112400,-7.07983,150.49007,0.88855,0.00177,2.47233,0.39585,823.80070,-622.74525,-0.16501,0.01773,-0.11859,-0.21441,0.01424,0.00003,0.01433,0.01421,0.01779,0.00005,0.01788,0.01770,-0.08990,0.63567,1.92033,-2.08934,-0.62645,0.06118,-0.46595,-0.78991,0.55531,0.03152,0.64718,0.48153,0.55577,0.03461,0.68700,0.47214,3.21264,0.16505,3.73975,2.85040,10.01537,1.00930,15.34014,7.83284,9.75197,1.11183,15.33175,7.80514,-2.01528,0.02613,-1.93608,-2.09210,0.59362,0.00961,0.62019,0.56627,0.56986,0.35183,2.00000,-0.08511,-3.61420,0.10301,-3.38191,-3.93393,5.97999,0.17866,6.52373,5.51117,5.97643,0.17490,6.42527,5.34400,5.97821,0.15344,6.46189,5.49169,3.19674,0.07835,3.48099,2.99370,17.39324,3.53637,37.45238,13.32468,-5.03587,1.36409,-2.20660,-9.41424,-0.03912,0.01919,-0.00029,-0.08125,0.69337,0.01250,0.73388,0.66496,3.83490,0.62704,6.36435,2.87492,-3.71568,0.50365,-2.91227,-5.87739
261,2.883181571960449,112800,-46.36547,-54.62780,-1.04209,0.01652,2.53268,0.33394,829.39294,-680.84637,-0.16280,0.02002,-0.09978,-0.21493,0.01431,0.00003,0.01435,0.01423,0.01774,0.00006,0.01785,0.01762,0.08781,0.56901,1.57496,-1.50602,-0.59947,0.07148,-0.42051,-0.76940,0.55270,0.03568,0.72309,0.47484,0.55202,0.03155,0.65208,0.48236,3.16651,0.16648,3.69390,2.70368,10.08165,1.16522,16.81422,8.11391,9.59411,0.94829,12.72285,7.54016,-2.03162,0.02437,-1.97362,-2.09822,0.60784,0.01119,0.63976,0.57512,0.51063,0.30295,1.36509,-0.10364,-3.64500,0.09006,-3.49179,-3.91734,6.02040,0.15872,6.44454,5.54503,6.02203,0.18397,6.40013,5.58091,6.02121,0.13782,6.38037,5.63868,3.25143,0.06809,3.44342,3.02204,16.86169,2.84987,31.29688,13.56746,-5.05555,1.36094,-2.27234,-9.32678,-0.04490,0.01569,-0.00183,-0.08260,0.68293,0.01482,0.73161,0.64515,3.82843,0.63162,6.27726,2.79839,-3.63207,0.48485,-2.73885,-5.40110
262,7.066555976867676,113200,36.67407,-38.50399,0.88595,0.00155,3.01813,4.04684,827.55336,-744.52535,-0.16367,0.01811,-0.11284,-0.20908,0.01427,0.00005,0.01435,0.01418,0.01779,0.00008,0.01793,0.01767,-0.00434,0.75831,1.84551,-1.65677,-0.57817,0.07855,-0.32021,-0.80910,0.54050,0.03289,0.67571,0.46790,0.54062,0.03229,0.64805,0.46646,3.17323,0.17278,3.62026,2.78761,9.91846,1.13663,15.33328,7.97716,9.64476,1.13227,14.10406,7.28568,-2.03184,0.02919,-1.96009,-2.10124,0.59902,0.01219,0.63106,0.56258,0.52844,0.32214,1.63639,-0.02493,-3.63639,0.10408,-3.40713,-3.90412,5.98652,0.19666,6.57491,5.50420,6.01197,0.21983,6.52788,5.45551,5.99925,0.18354,6.44175,5.59755,3.23132,0.07525,3.41332,3.00426,16.89781,2.72066,26.62470,13.41072,-5.08253,1.41514,-2.31165,-11.39584,-0.04311,0.02141,0.01877,-0.09897,0.67925,0.01404,0.71879,0.64038,3.78711,0.62039,5.71480,2.79549,-3.59325,0.48841,-2.82353,-5.55502
263,4.743955850601196,113600,62.83068,157.96841,-0.29973,0.00158,2.77079,1.97154,481.06704,-435.89545,-0.16502,0.01695,-0.12397,-0.21144,0.01424,0.00004,0.01430,0.01419,0.01785,0.00002,0.01791,0.01782,-0.06724,0.74037,2.31360,-1.90569,-0.55548,0.06753,-0.41394,-0.72241,0.53849,0.02963,0.64409,0.46492,0.53924,0.03035,0.64267,0.46025,3.15828,0.15515,3.56036,2.78344,9.75812,1.10251,15.61516,7.46610,9.45207,0.99293,13.31640,7.63899,-2.03789,0.03060,-1.96884,-2.14347,0.60007,0.01140,0.62658,0.57522,0.49152,0.32046,1.46542,-0.09544,-3.64079,0.09133,-3.36272,-3.93505,5.98101,0.21557,6.61486,5.37302,5.98658,0.19591,6.66973,5.45614,5.98379,0.17854,6.55710,5.54067,3.23493,0.07460,3.39388,3.06226,16.96396,3.31086,36.96142,13.53337,-5.17880,1.36584,-2.39285,-10.49833,-0.04146,0.01895,0.01160,-0.10134,0.67019,0.01403,0.70736,0.63646,3.76151,0.60785,6.42431,2.78868,-3.61102,0.46975,-2.65582,-5.15420
264,6.345947504043579,114000,58.22271,158.43004,0.97478,0.02286,2.69249,3.63053,805.27320,-700.84770,-0.16317,0.01936,-0.11433,-0.22118,0.01417,0.00003,0.01423,0.01413,0.01803,0.00010,0.01815,0.01783,0.13629,0.70344,2.00689,-1.88313,-0.55029,0.06592,-0.37790,-0.71192,0.54288,0.03318,0.66399,0.45653,0.53870,0.03421,0.67807,0.46427,3.16992,0.16021,3.62053,2.82556,9.89438,1.08647,13.50016,7.77734,9.55478,1.06295,13.04739,7.67236,-2.05389,0.02886,-1.97714,-2.12275,0.59840,0.01117,0.62792,0.56017,0.47549,0.28235,1.42887,-0.05068,-3.65922,0.08624,-3.43096,-3.91004,6.00650,0.18750,6.46811,5.49695,6.06090,0.20521,6.63254,5.53227,6.03370,0.17030,6.48520,5.54563,3.24962,0.07983,3.47065,3.00651,16.83319,3.15862,38.18014,13.16765,-5.19575,1.45886,-2.07752,-10.71849,-0.04386,0.02095,0.00602,-0.10237,0.66323,0.01302,0.69721,0.62440,3.70490,0.63366,6.12327,2.50935,-3.62717,0.48662,-2.81647,-5.35800
265,3.873587131500244,114400,19.41840,-44.46301,-0.95375,0.00159,2.54373,1.32822,477.18803,-664.17574,-0.16248,0.01994,-0.09265,-0.21356,0.01411,0.00007,0.01432,0.01402,0.01815,0.00004,0.01829,0.01809,0.13477,0.88692,2.12897,-2.40656,-0.54783,0.07030,-0.32366,-0.73835,0.54987,0.03481,0.66887,0.45434,0.54244,0.03337,0.63203,0.47069,3.16335,0.15659,3.51380,2.75110,9.96721,1.08494,15.13592,7.25746,9.67452,1.19646,14.02905,7.22296,-2.05008,0.03513,-1.95573,-2.12595,0.59657,0.01342,0.63470,0.56089,0.47739,0.31111,2.00000,-0.10892,-3.65292,0.10856,-3.43955,-3.98809,6.03949,0.25038,6.65197,5.39519,6.02528,0.22537,6.53147,5.32463,6.03239,0.21406,6.51008,5.41494,3.22493,0.07828,3.44210,3.05594,16.87039,3.11231,39.72300,13.27888,-5.18254,1.61819,-2.18508,-15.71424,-0.04732,0.01916,0.00467,-0.09219,0.66646,0.01221,0.69677,0.62549,3.70528,0.65952,6.64814,2.77153,-3.65628,0.46438,-2.69923,-5.70271
266,5.175919771194458,114800,-45.66853,-33.02237,-1.06224,0.00159,2.90511,2.26917,495.92644,-998.24914,-0.16196,0.02033,-0.09065,-0.22071,0.01433,0.00003,0.01438,0.01430,0.01826,0.00007,0.01840,0.01815,0.04465,0.59766,1.80592,-2.09808,-0.53729,0.06303,-0.33385,-0.69144,0.54203,0.03102,0.62976,0.46560,0.53608,0.02860,0.60660,0.46088,3.13280,0.15523,3.63742,2.80149,9.75124,0.91164,12.35787,8.15907,9.24142,0.80540,11.76475,7.68100,-2.05508,0.02396,-1.97645,-2.10895,0.60421,0.01168,0.62927,0.56748,0.47853,0.31258,1.43342,-0.04344,-3.69118,0.12241,-3.39273,-3.95762,6.00272,0.15861,6.51502,5.54286,6.01940,0.18564,6.49643,5.42088,6.01106,0.14536,6.43533,5.48911,3.27306,0.07480,3.51872,3.07903,16.79466,3.24463,36.08842,13.59644,-5.19513,1.36684,-2.38449,-10.62082,-0.04534,0.02016,0.00681,-0.09435,0.65789,0.01369,0.69134,0.62730,3.71721,0.62959,6.16257,2.75619,-3.64203,0.48572,-2.69587,-5.36330
267,4.047086000442505,115200,-103.55761,-44.67012,-0.89604,0.00162,2.54599,1.49942,504.79845,-1000.66125,-0.15950,0.01862,-0.11606,-0.21175,0.01437,0.00003,0.01443,0.01432,0.01857,0.00011,0.01873,0.01840,0.14336,0.66772,2.07537,-1.42516,-0.54328,0.06881,-0.36550,-0.73426,0.54745,0.03022,0.64062,0.47767,0.54100,0.03169,0.64458,0.46824,3.13040,0.14631,3.53931,2.77011,9.88553,1.09628,14.29694,7.81676,9.39012,0.95500,13.77132,7.44417,-2.05305,0.02698,-1.98148,-2.12269,0.60170,0.01232,0.63325,0.56071,0.53381,0.31979,1.47874,-0.01465,-3.61877,0.08834,-3.43648,-3.88343,6.01491,0.17358,6.49312,5.58102,6.05601,0.20678,6.61076,5.45255,6.03546,0.16286,6.50423,5.65136,3.25042,0.08284,3.48423,2.99111,16.86569,3.70213,36.91577,13.45423,-5.12269,1.45184,-2.18272,-10.19123,-0.05355,0.01547,-0.01558,-0.09552,0.66402,0.01337,0.70270,0.62581,3.77461,0.69003,6.51434,2.68516,-3.66633,0.51170,-2.82088,-5.67751
268,4.258158206939697,115600,-127.33248,-38.89880,-0.96659,0.00159,2.33836,1.91816,836.41164,-1028.98872,-0.15958,0.02058,-0.10328,-0.21167,0.01450,0.00009,0.01464,0.01437,0.01884,0.00006,0.01893,0.01870,0.11999,0.72943,2.02080,-1.88823,-0.52511,0.06360,-0.32716,-0.70727,0.54933,0.03607,0.65848,0.46248,0.54363,0.03294,0.62826,0.45421,3.12936,0.16933,3.69178,2.76487,9.85696,1.05048,13.10609,7.69701,9.31241,0.93832,12.89448,7.67762,-2.05288,0.03100,-1.95497,-2.13616,0.60784,0.01288,0.64403,0.57443,0.60163,0.36182,1.59815,-0.03215,-3.59897,0.07885,-3.38390,-3.83166,6.03319,0.20066,6.57245,5.50240,6.02496,0.19756,6.70797,5.43239,6.02908,0.17774,6.49981,5.53859,3.25404,0.08013,3.47073,3.02644,16.56580,2.60387,31.27324,13.01933,-5.35737,1.55647,-2.74586,-11.27920,-0.05360,0.01577,-0.01197,-0.08922,0.66369,0.01300,0.69952,0.63152,3.89371,0.79780,6.77402,2.67384,-3.63942,0.55246,-2.86874,-5.89776
269,3.3429362773895264,116000,-152.66426,-26.40679,-0.93237,0.00157,2.77219,0.56912,575.96660,-724.85888,-0.16067,0.01813,-0.10943,-0.21712,0.01463,0.00004,0.01467,0.01457,0.01880,0.00005,0.01889,0.01871,-0.04335,0.64318,1.80807,-2.33360,-0.51059,0.06892,-0.30034,-0.71997,0.55607,0.03671,0.71557,0.47756,0.55139,0.03363,0.66072,0.47855,3.12701,0.15951,3.62214,2.75822,10.06673,1.20090,14.43924,7.73800,9.47332,1.02928,13.05707,7.57785,-2.04760,0.02752,-1.97167,-2.11715,0.60196,0.01069,0.63059,0.57409,0.57968,0.36565,2.00000,-0.07993,-3.59110,0.09275,-3.36019,-3.89922,5.99553,0.18435,6.57131,5.38778,5.98290,0.18491,6.44194,5.44110,5.98921,0.15690,6.43681,5.43107,3.24269,0.07694,3.45893,3.07329,16.90729,3.68946,38.50211,13.47674,-5.18900,1.47645,-2.57141,-13.47803,-0.05331,0.01973,0.01095,-0.10648,0.66102,0.01432,0.70234,0.62791,3.85752,0.83621,7.21301,2.79346,-3.69447,0.57917,-2.73673,-6.12468
270,3.076951265335083,116400,-152.68496,-42.80329,0.85436,0.00196,2.67630,0.39864,780.11644,-967.31120,-0.15899,0.01850,-0.10581,-0.20401,0.01472,0.00011,0.01487,0.01457,0.01892,0.00009,0.01904,0.01876,0.18293,0.67629,1.81385,-1.41469,-0.50967,0.07177,-0.30437,-0.66419,0.55017,0.03398,0.64550,0.46716,0.54490,0.03436,0.65364,0.46816,3.12774,0.14711,3.55922,2.78101,10.07382,1.25703,16.54510,7.16340,9.55693,1.04531,12.54534,7.40726,-2.05676,0.02639,-1.98364,-2.13383,0.60411,0.01334,0.64490,0.57434,0.57072,0.34786,1.66607,-0.03729,-3.59527,0.09457,-3.39888,-3.84087,6.06863,0.18227,6.49850,5.51579,6.01914,0.20069,6.58505,5.48415,6.04388,0.16549,6.44576,5.65526,3.24436,0.08450,3.50969,3.06157,16.75355,2.91923,37.95257,13.20921,-5.38306,1.54541,-2.22264,-9.75015,-0.05758,0.01691,-0.01778,-0.10190,0.66174,0.01337,0.70564,0.62161,3.85520,0.65449,6.36412,2.79796,-3.66444,0.51788,-2.77083,-6.34755
271,7.729356288909912,116800,-118.64833,-50.59180,0.70319,0.00162,2.61337,5.11430,767.17229,-929.12870,-0.16101,0.02032,-0.09054,-0.21373,0.01488,0.00007,0.01505,0.01477,0.01886,0.00004,0.01893,0.01879,0.06321,0.70545,1.52551,-1.98574,-0.48930,0.07338,-0.30085,-0.65447,0.55068,0.03398,0.64901,0.45562,0.54030,0.03092,0.62690,0.45570,3.11397,0.17099,3.65307,2.67181,9.98857,1.37605,15.50315,7.42135,9.31873,1.06253,13.26447,7.31686,-2.04952,0.02869,-1.96843,-2.11135,0.60277,0.01168,0.63151,0.56869,0.53468,0.37706,1.59246,-0.12904,-3.59137,0.08880,-3.33768,-3.85807,6.03692,0.20353,6.46651,5.34917,5.99269,0.19336,6.49103,5.46737,6.01481,0.17233,6.37304,5.51334,3.25142,0.08417,3.45470,3.05122,16.95637,3.44712,44.14356,13.25024,-5.14714,1.41357,-2.60918,-9.76042,-0.05625,0.01503,-0.01516,-0.09022,0.66421,0.01469,0.70254,0.63008,3.86120,0.74172,6.97820,2.73995,-3.66025,0.51479,-2.85188,-6.01007
272,4.4962334632873535,117200,-87.68542,-33.16645,0.73219,0.00159,2.89742,1.59718,790.78413,-977.01779,-0.16020,0.01797,-0.11719,-0.20890,0.01520,0.00007,0.01529,0.01505,0.01891,0.00003,0.01896,0.01884,0.12477,0.71328,1.67605,-1.61420,-0.49505,0.07324,-0.27555,-0.70287,0.54922,0.03531,0.68894,0.47427,0.53806,0.03134,0.61572,0.46250,3.13027,0.15537,3.67745,2.68493,9.86641,1.16036,14.62566,7.70534,9.21203,0.90884,12.01269,7.29457,-2.05050,0.03019,-1.96215,-2.12561,0.61140,0.01014,0.63890,0.58192,0.59847,0.37019,1.86711,-0.02173,-3.61120,0.09226,-3.43401,-3.90430,6.03617,0.18694,6.54021,5.68506,6.02461,0.20122,6.55521,5.48728,6.03039,0.17516,6.41257,5.60135,3.28144,0.07992,3.49407,3.03764,16.60827,2.40886,27.88578,13.33902,-5.12792,1.38319,-2.11586,-9.50580,-0.05279,0.01571,-0.01455,-0.09268,0.66595,0.01268,0.69659,0.63445,3.87385,0.65538,6.16091,2.77623,-3.65756,0.54636,-2.75819,-6.21346
273,6.079648017883301,117600,-87.46585,-57.27693,0.77073,0.00162,2.23894,3.83903,805.99330,-996.37469,-0.15704,0.01879,-0.10575,-0.20930,0.01503,0.00013,0.01523,0.01483,0.01900,0.00006,0.01912,0.01890,-0.11211,0.78844,2.04362,-1.96059,-0.48835,0.06910,-0.34099,-0.67649,0.55828,0.03129,0.64504,0.48167,0.54686,0.03264,0.67694,0.45191,3.15969,0.15790,3.64871,2.74853,9.99283,1.10249,13.55973,7.92584,9.38328,1.06829,12.51404,7.49306,-2.03831,0.03096,-1.97282,-2.14014,0.61104,0.01164,0.64503,0.57855,0.60957,0.38785,1.91929,-0.01192,-3.58769,0.11220,-3.32064,-3.94990,5.91413,0.19782,6.40847,5.41172,6.03432,0.23600,6.72842,5.48404,5.97423,0.19379,6.50692,5.51831,3.24197,0.07501,3.43621,3.04757,16.96671,3.31266,43.62156,13.23168,-5.16818,1.37322,-2.59490,-10.95092,-0.05611,0.02292,0.00418,-0.10406,0.66738,0.01246,0.70340,0.63800,3.94226,0.73764,7.17037,2.68924,-3.67999,0.55537,-2.82131,-6.13188
274,2.686065435409546,118000,-91.68973,-54.38654,-0.99589,0.00157,2.68350,0.00095,722.48800,-913.61911,-0.15692,0.01925,-0.11192,-0.20963,0.01488,0.00004,0.01494,0.01481,0.01910,0.00012,0.01926,0.01886,-0.07552,0.61943,1.42330,-1.95812,-0.47788,0.07040,-0.30649,-0.65862,0.55243,0.03129,0.65794,0.48495,0.54305,0.03178,0.67092,0.47304,3.13695,0.15257,3.53941,2.76822,9.72208,0.89116,13.16608,7.94800,9.13426,0.89844,12.13515,7.01257,-2.04590,0.02621,-1.96313,-2.10286,0.60978,0.01079,0.63347,0.58035,0.51400,0.31985,1.54011,-0.10236,-3.56274,0.09465,-3.36163,-3.93672,6.01788,0.17398,6.42436,5.57049,5.94283,0.19807,6.54637,5.43805,5.98036,0.15212,6.34716,5.51838,3.27422,0.07733,3.49467,3.08079,16.90180,3.41702,35.47882,13.00164,-5.44595,1.64713,-2.47951,-13.66419,-0.05038,0.01894,0.00995,-0.10535,0.66190,0.01304,0.69785,0.62733,3.84737,0.65763,7.07940,2.89131,-3.63849,0.58617,-2.71977,-5.96574
275,3.505525827407837,118400,-120.09724,-35.86994,0.80809,0.00147,2.87742,0.62657,433.48882,-904.75866,-0.16079,0.01871,-0.11740,-0.21157,0.01479,0.00006,0.01492,0.01469,0.01877,0.00006,0.01886,0.01866,-0.10912,0.66966,1.35577,-2.12382,-0.46215,0.07448,-0.23753,-0.68857,0.55481,0.03137,0.65041,0.49457,0.54543,0.03322,0.64235,0.47871,3.18017,0.17054,3.78187,2.78198,9.70374,0.96529,13.47302,7.61684,9.26213,0.96831,12.70247,7.57103,-2.03920,0.02760,-1.95705,-2.10513,0.60856,0.01105,0.63728,0.57629,0.49528,0.34565,2.00000,-0.06980,-3.58550,0.10508,-3.38945,-3.98487,5.96882,0.20337,6.51684,5.38746,5.97805,0.18323,6.39889,5.35371,5.97343,0.16321,6.33315,5.47896,3.26899,0.07389,3.49603,3.10849,16.90664,4.09636,44.27782,13.27996,-5.33161,1.54402,-2.01669,-12.13894,-0.04975,0.02040,0.00252,-0.10947,0.66766,0.01451,0.71838,0.63420,3.88732,0.75836,7.61635,2.73227,-3.50676,0.43934,-2.79786,-5.80907
276,5.9477458000183105,118800,-123.32949,-36.30058,0.74794,0.00155,2.81611,3.13002,749.22352,-943.50246,-0.15896,0.01892,-0.11280,-0.21174,0.01481,0.00005,0.01492,0.01474,0.01881,0.00004,0.01886,0.01871,0.08407,0.53687,1.60559,-1.03532,-0.46312,0.07643,-0.29939,-0.66059,0.55887,0.03319,0.68722,0.48202,0.54269,0.03349,0.66969,0.46254,3.17014,0.15916,3.80000,2.78240,9.92276,1.14117,13.97486,7.91649,9.09572,0.74843,11.15453,7.30926,-2.03970,0.02367,-1.98644,-2.12430,0.61321,0.01048,0.63683,0.59169,0.51101,0.32450,1.95515,0.00416,-3.61795,0.10523,-3.38650,-3.93629,6.03373,0.16123,6.41056,5.51422,6.00653,0.17304,6.48663,5.61726,6.02013,0.13133,6.39450,5.74965,3.29063,0.07936,3.53372,3.04129,17.54425,4.28888,49.19622,13.24533,-5.31613,1.44220,-2.56258,-9.66639,-0.04705,0.01955,0.01334,-0.09535,0.67643,0.01562,0.72020,0.63228,3.99929,0.72133,6.55310,2.82666,-3.65838,0.42681,-2.72722,-6.00386
277,4.934629440307617,119200,-125.61266,-36.86371,0.78125,0.00160,3.21080,1.72219,707.76493,-916.83023,-0.15865,0.01844,-0.11275,-0.22051,0.01504,0.00006,0.01510,0.01491,0.01872,0.00003,0.01879,0.01867,0.06984,0.76187,2.15319,-1.69267,-0.45204,0.08166,-0.21951,-0.65135,0.55702,0.03136,0.64637,0.46805,0.54520,0.03206,0.63917,0.46156,3.20791,0.16919,3.87641,2.80103,9.57176,0.89512,12.52068,7.71183,9.27976,1.17665,13.98692,7.34585,-2.03770,0.03114,-1.96740,-2.12500,0.61780,0.01232,0.64970,0.58871,0.59171,0.41022,2.00000,-0.07637,-3.60282,0.09794,-3.40529,-3.93356,6.03589,0.20189,6.53146,5.53330,5.99716,0.21647,6.57666,5.44633,6.01652,0.18655,6.52590,5.58219,3.29613,0.08367,3.61178,3.06634,18.08025,4.83849,47.60478,13.35670,-5.37617,1.41951,-2.81319,-9.54688,-0.05053,0.01671,-0.01092,-0.09264,0.67725,0.01415,0.71273,0.63803,4.02071,0.85788,7.80747,2.71793,-3.79251,0.59411,-2.80411,-5.91695
278,4.563188552856445,119600,-126.82800,-34.87167,0.73993,0.00157,2.99434,1.56723,695.47519,-898.00999,-0.15978,0.01765,-0.10705,-0.20512,0.01509,0.00002,0.01512,0.01505,0.01874,0.00009,0.01889,0.01860,0.06131,0.68125,1.54805,-1.65924,-0.43202,0.08430,-0.23380,-0.67003,0.56359,0.03220,0.67356,0.47737,0.54636,0.03242,0.62477,0.47749,3.18674,0.15661,3.69690,2.86744,9.81350,1.03807,13.99208,7.59915,9.35165,1.10606,12.74551,7.30194,-2.03511,0.02706,-1.94284,-2.09587,0.61780,0.01327,0.65472,0.58979,0.61424,0.37212,1.96669,-0.01776,-3.60551,0.11142,-3.37203,-3.91599,6.00734,0.17133,6.41788,5.58349,6.02306,0.21318,6.50772,5.38816,6.01520,0.16735,6.37827,5.59428,3.27891,0.07833,3.52934,3.08242,17.21747,2.51553,25.95311,13.33659,-5.31651,1.55381,-2.17947,-9.92838,-0.05170,0.01570,-0.00681,-0.09052,0.68016,0.01306,0.71202,0.63914,3.99841,0.64023,5.63263,2.75877,-3.73304,0.50502,-2.98742,-5.47409
279,7.42423677444458,120000,-128.25906,-59.68486,-0.88130,0.00155,2.68240,4.74023,660.44547,-865.88716,-0.15544,0.01845,-0.10240,-0.19251,0.01522,0.00005,0.01528,0.01512,0.01876,0.00006,0.01888,0.01868,-0.00416,0.59459,1.65945,-1.28467,-0.42062,0.07094,-0.21113,-0.59803,0.55779,0.03136,0.66445,0.48179,0.54391,0.03176,0.67163,0.45413,3.18687,0.16656,3.71859,2.82798,9.46645,0.87644,12.10935,7.72806,8.95050,0.86269,11.86681,6.72698,-2.03084,0.02539,-1.96977,-2.10141,0.61750,0.01608,0.64866,0.58620,0.57991,0.39667,2.00000,-0.07686,-3.61849,0.09363,-3.41081,-3.93664,6.00566,0.17853,6.45556,5.58672,5.99188,0.18246,6.51226,5.41938,5.99877,0.14576,6.40657,5.68710,3.30243,0.08512,3.52549,3.10960,17.51142,3.30736,41.49143,13.51833,-5.47383,1.41548,-2.78352,-10.44621,-0.04906,0.01486,-0.01777,-0.08491,0.68182,0.01588,0.73205,0.64214,4.02027,0.63499,6.62834,2.81639,-3.77437,0.58277,-2.99241,-5.90929
