EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
187,470.44937682151794,237600,-2548.12347,-3763.75092,-1.20539,0.10187,9.86608,460.40737,-4046.75235,-1226.46366,-1899.81105,-2241.45388,-2658.58336,-3345.21980,-5.00691,0.10419,-4.69617,-5.27249,0.04864,0.00009,0.04880,0.04847,0.05272,0.00010,0.05289,0.05251,0.05446,0.00019,0.05493,0.05421,0.06111,0.00015,0.06137,0.06088,0.06480,0.00021,0.06527,0.06431,0.07853,0.00011,0.07873,0.07834,-0.04456,0.49415,1.25287,-1.22128,380.61343,2.81227,389.11871,372.48666,4.63345,1.63275,12.60409,2.65543,5.05799,1.75309,13.07738,2.77229,5.22736,2.42422,15.73207,1.80228,3715.01839,1221.14078,7335.38721,619.17603,3837.96121,1321.00370,7794.37891,926.02808,-1.19398,0.01985,-1.14549,-1.24202,0.49020,0.00593,0.50605,0.47591,0.17951,0.12804,0.55668,-0.05335,-3.07263,0.07822,-2.91767,-3.27603,6.01000,0.23055,6.74322,5.45111,6.01144,0.24010,6.79526,5.30037,5.95131,0.25113,6.54204,5.26381,6.00155,0.25817,6.60099,5.36200,5.93067,0.27705,6.60870,5.17332,5.99812,0.25197,6.64633,5.30121,5.98385,0.17495,6.44204,5.56874,3.39462,0.09200,3.71832,3.15894,25.80028,5.70895,44.39126,16.02230,-6.11651,1.49000,-3.21164,-13.52344,0.03917,0.03168,0.13310,-0.02497,1.30393,0.01817,1.35811,1.24934,4.35526,0.65220,6.51049,3.28785,-4.40655,0.54752,-3.45815,-6.00305
188,464.8667371273041,238800,-2845.46930,-3751.05474,-1.26591,0.08646,10.07141,454.70881,-4315.02487,-1186.39610,-1899.44049,-2334.91691,-2824.80360,-3602.10164,-5.00160,0.10848,-4.69099,-5.26589,0.04884,0.00013,0.04909,0.04865,0.05251,0.00015,0.05286,0.05228,0.05451,0.00030,0.05495,0.05412,0.06109,0.00009,0.06124,0.06090,0.06413,0.00011,0.06430,0.06397,0.07882,0.00021,0.07914,0.07852,0.01009,0.38613,1.17842,-0.88607,380.51014,2.88101,387.36407,372.41589,5.39903,1.97551,12.79889,2.82773,7.07360,3.94957,30.12377,2.70453,5.16737,2.61115,15.79151,1.58815,4020.94543,1355.17499,12788.70605,1483.00281,4891.73842,1962.01933,12791.84375,1102.49780,-1.19524,0.01579,-1.15870,-1.23657,0.49260,0.00631,0.50887,0.47795,0.18346,0.13305,0.64501,-0.07808,-3.12140,0.07667,-2.95782,-3.34091,6.00247,0.19809,6.51533,5.55471,5.98268,0.21866,6.52678,5.35441,6.05024,0.22743,6.77727,5.54202,5.98568,0.24127,6.65371,5.35842,5.98345,0.23729,6.62385,5.36012,6.01686,0.22924,6.58829,5.50570,6.00356,0.13689,6.41634,5.69415,3.38795,0.08409,3.60248,3.15033,25.67875,5.36344,47.71164,15.84400,-6.28318,1.40791,-3.30106,-11.63795,0.04622,0.03206,0.12127,-0.04092,1.30578,0.01670,1.34788,1.25743,4.36170,0.60218,6.72826,3.30050,-4.39479,0.57431,-3.40751,-6.27558
189,451.6302533149719,240000,-2589.51761,-3681.01847,-1.74887,0.02633,10.20035,441.31294,-4066.95669,-1139.05482,-1804.80980,-2290.04152,-2702.17016,-3230.88048,-4.97949,0.09818,-4.73353,-5.24399,0.04839,0.00020,0.04879,0.04817,0.05291,0.00040,0.05373,0.05244,0.05492,0.00011,0.05529,0.05478,0.06092,0.00009,0.06124,0.06079,0.06394,0.00013,0.06429,0.06378,0.07930,0.00017,0.07961,0.07893,0.09191,0.48499,1.19561,-1.11405,379.90185,2.53971,386.85849,371.88205,5.11112,2.13219,13.05091,2.34783,4.83696,2.06157,17.45806,2.75009,5.46621,2.75360,22.75211,1.82441,4085.48053,1339.16917,8749.91211,1407.28052,3984.68323,1444.51933,13815.47070,764.54749,-1.19379,0.01424,-1.16138,-1.22925,0.49548,0.00547,0.50841,0.48077,0.21717,0.13592,0.72611,-0.04111,-3.12479,0.07853,-2.94335,-3.42081,5.96909,0.23560,6.72272,5.31978,6.09067,0.25837,6.79310,5.43493,6.03610,0.23730,6.60321,5.36786,6.03229,0.24297,6.77031,5.52382,6.02775,0.26617,6.69560,5.41485,6.04224,0.25723,6.71580,5.26269,6.03302,0.17165,6.43095,5.61081,3.40251,0.09633,3.70720,3.19591,26.26254,6.22185,50.68865,17.34668,-6.17439,1.52164,-2.87114,-11.25585,0.03908,0.02648,0.10964,-0.02307,1.31104,0.01795,1.35771,1.27483,4.25427,0.64135,6.59176,3.26598,-4.50863,0.64609,-3.29548,-6.88097
190,442.9590299129486,241200,-2334.64082,-3808.32052,-3.77029,0.00964,10.11812,432.83122,-4147.10701,-1163.98916,-1816.76432,-2139.28341,-2683.85795,-3459.33004,-4.97231,0.11657,-4.58372,-5.24535,0.04832,0.00012,0.04852,0.04807,0.05377,0.00014,0.05394,0.05334,0.05585,0.00023,0.05617,0.05531,0.06179,0.00026,0.06210,0.06126,0.06464,0.00018,0.06491,0.06430,0.08000,0.00021,0.08033,0.07962,-0.01886,0.43189,0.80423,-1.00433,379.53772,3.05539,387.01776,369.93246,4.15468,1.64315,15.17700,2.80340,5.94814,5.04016,46.68528,2.67678,4.99835,2.48964,28.78700,1.91830,3713.90084,1150.99376,7374.90771,1338.21838,4189.00378,2217.89513,14213.36914,747.50781,-1.19340,0.01643,-1.15028,-1.23636,0.49256,0.00658,0.50685,0.47796,0.14924,0.11932,0.63886,-0.08067,-3.13669,0.09814,-2.91948,-3.39437,5.97641,0.21238,6.62284,5.46688,5.95777,0.22547,6.52832,5.25271,6.01159,0.24316,6.66442,5.29266,6.03067,0.23089,6.64013,5.53984,5.99782,0.25822,6.58977,5.31438,5.98747,0.25166,6.58553,5.29864,5.99362,0.15409,6.29527,5.64018,3.37279,0.08488,3.70361,3.16988,24.22377,5.03628,46.17139,15.99400,-6.13022,1.41651,-2.88596,-10.93639,0.04738,0.02697,0.11410,-0.02821,1.30573,0.01647,1.34871,1.27016,4.06510,0.48994,6.42789,3.28516,-4.27636,0.62294,-3.18539,-7.10901
191,453.82864141464233,242400,-2462.55954,-3831.20142,-3.56368,0.14699,10.05954,443.57701,-3982.84029,-1251.25884,-1896.99865,-2194.55564,-2491.12245,-2997.10105,-4.97774,0.10928,-4.67422,-5.27017,0.04819,0.00013,0.04836,0.04798,0.05349,0.00021,0.05372,0.05312,0.05604,0.00024,0.05631,0.05564,0.06195,0.00015,0.06218,0.06173,0.06448,0.00015,0.06470,0.06418,0.07952,0.00015,0.07971,0.07920,0.02154,0.43081,1.21279,-1.12342,379.70473,2.89565,388.05145,373.04529,4.73794,1.80799,14.76555,2.62411,5.07427,2.14702,14.75450,2.74342,5.52690,3.49473,32.58191,1.67802,4088.91191,1635.31283,11527.65723,1355.36072,4017.63812,1298.18837,10558.84082,1427.75647,-1.19094,0.02012,-1.13216,-1.24452,0.49278,0.00640,0.51005,0.47794,0.16547,0.14059,0.60545,-0.10982,-3.10553,0.08451,-2.91843,-3.37468,5.99240,0.21229,6.67682,5.52076,6.02542,0.22329,6.60983,5.51467,6.04029,0.22589,6.72160,5.46538,5.99550,0.24458,6.79105,5.36385,5.98533,0.24386,6.57943,5.31847,6.00544,0.25192,6.82612,5.42037,6.00740,0.15282,6.43720,5.59615,3.39312,0.08315,3.66268,3.17240,25.44947,5.72934,50.10093,16.60291,-6.38790,1.65810,-3.49609,-12.97723,0.04218,0.02167,0.09818,-0.01675,1.30894,0.01560,1.34799,1.25815,4.18143,0.63690,6.63485,3.34556,-4.53087,0.71330,-3.20217,-6.86935
192,448.9342610836029,243600,-2372.02623,-3758.23148,-2.87900,0.00501,10.23695,438.69225,-4200.99317,-1182.79726,-1774.90192,-2169.87316,-2689.14234,-3066.07341,-4.97516,0.10849,-4.64255,-5.27387,0.04779,0.00007,0.04798,0.04766,0.05342,0.00012,0.05360,0.05317,0.05597,0.00010,0.05614,0.05583,0.06139,0.00014,0.06174,0.06115,0.06396,0.00010,0.06417,0.06381,0.07976,0.00015,0.07998,0.07953,-0.04553,0.41092,0.84478,-1.62891,379.89780,2.86728,387.45441,373.31934,6.34217,2.70855,16.24512,2.82707,5.65414,2.37311,20.26449,2.62749,5.69332,2.70681,22.53054,1.93639,4500.83434,1608.42566,10594.77441,911.08594,4100.35753,1592.50748,14875.87598,981.01971,-1.19035,0.01482,-1.14818,-1.22060,0.49264,0.00542,0.50783,0.47936,0.19636,0.19641,1.24721,-0.10279,-3.08030,0.07471,-2.90058,-3.30719,5.98269,0.19798,6.39683,5.30718,5.97482,0.23659,6.63219,5.06750,5.98033,0.23731,6.52625,5.29732,5.96079,0.22945,6.51254,5.35605,5.99401,0.26531,6.82020,5.27809,6.01396,0.23587,6.72911,5.12759,5.98443,0.14597,6.30125,5.43524,3.41459,0.09026,3.67677,3.11099,26.59408,5.68717,41.73755,16.55744,-6.20995,1.48278,-3.46612,-13.15177,0.03575,0.02792,0.10070,-0.03311,1.30769,0.01489,1.34395,1.26894,4.44926,0.66692,6.45185,3.46453,-4.46839,0.66831,-3.33085,-6.90400
193,466.7280249595642,244800,-2634.92567,-3714.93871,-2.34660,0.01461,9.65630,457.01912,-4004.30521,-1125.99700,-1691.05703,-2101.62852,-2589.78755,-3105.37057,-4.95121,0.10592,-4.67453,-5.27440,0.04800,0.00022,0.04852,0.04771,0.05331,0.00014,0.05361,0.05312,0.05546,0.00018,0.05586,0.05525,0.06088,0.00013,0.06116,0.06071,0.06392,0.00008,0.06404,0.06380,0.07944,0.00023,0.07986,0.07914,-0.00570,0.34098,0.82409,-0.86676,379.22351,2.65132,386.13120,370.99832,5.39760,3.14757,27.10301,2.61709,5.03989,1.78093,14.18469,2.72300,5.25511,2.19405,14.08054,1.58957,4012.06563,1347.08825,10912.34766,1301.58582,4303.19813,1795.70849,12145.25391,1437.84497,-1.19700,0.01307,-1.16403,-1.23284,0.49376,0.00539,0.51393,0.47800,0.17030,0.19291,1.11679,-0.09930,-3.10453,0.07572,-2.93756,-3.37126,6.05563,0.20303,6.58857,5.35011,6.02897,0.18844,6.52079,5.44882,5.95297,0.19667,6.46506,5.38209,5.98064,0.23479,6.77010,5.28803,6.00011,0.22111,6.53548,5.38438,5.96113,0.23984,6.60063,5.38636,5.99658,0.12139,6.29010,5.69051,3.41282,0.09140,3.62363,3.14770,25.69011,4.16390,36.51171,17.34331,-5.87835,1.40450,-3.32631,-13.21491,0.03010,0.03049,0.10672,-0.03016,1.30472,0.01454,1.34336,1.27165,4.32035,0.65131,7.04638,3.41906,-4.28443,0.51144,-3.26160,-5.84832
194,453.131712436676,246000,-2552.82101,-3744.56277,-3.07818,0.00333,9.87780,443.25053,-4040.38862,-1135.24037,-1737.33470,-2146.13666,-2508.45361,-3135.19579,-4.93421,0.11261,-4.66549,-5.26395,0.04865,0.00010,0.04885,0.04846,0.05356,0.00004,0.05363,0.05345,0.05504,0.00013,0.05527,0.05481,0.06119,0.00014,0.06137,0.06088,0.06438,0.00018,0.06461,0.06399,0.07909,0.00013,0.07932,0.07884,-0.00271,0.32537,0.89542,-0.82924,378.78080,2.96306,388.12952,371.50583,5.83375,3.35558,26.70921,2.54365,5.10071,2.09160,15.31965,2.62370,5.01524,2.52702,16.19783,2.10402,4151.05421,1581.15610,10287.90137,994.35577,4623.09397,2000.61242,13197.12012,1172.89001,-1.19570,0.01914,-1.15186,-1.24001,0.49499,0.00681,0.51139,0.47777,0.13145,0.15781,0.97745,-0.15819,-3.13578,0.07880,-2.98071,-3.54378,6.00690,0.18403,6.53767,5.58280,5.98686,0.20743,6.50845,5.39424,5.97334,0.21311,6.68277,5.45866,6.01532,0.22124,6.60669,5.46057,6.02660,0.21642,6.65326,5.49301,5.98518,0.23057,6.76946,5.39759,5.99903,0.11590,6.31510,5.70520,3.40205,0.09191,3.70049,3.18256,26.05826,4.87076,38.45003,17.15669,-6.36561,1.64177,-3.46325,-12.84339,0.04459,0.02979,0.13173,-0.03793,1.30504,0.01486,1.35170,1.26951,4.35618,0.66159,6.75102,3.28959,-4.38997,0.55163,-3.22802,-6.39719
195,455.5746669769287,247200,-2574.24796,-3682.57401,-3.73567,0.03419,10.16629,445.37414,-3977.55731,-1287.85700,-1912.31792,-2273.51948,-2619.22905,-3215.03735,-4.93807,0.10641,-4.69705,-5.30754,0.04848,0.00007,0.04860,0.04837,0.05334,0.00012,0.05354,0.05315,0.05456,0.00016,0.05484,0.05437,0.06111,0.00010,0.06126,0.06091,0.06441,0.00014,0.06464,0.06418,0.07860,0.00046,0.07913,0.07769,-0.02628,0.43609,1.18728,-1.33833,378.74999,2.91591,387.31323,370.45151,5.00122,3.45579,33.19981,2.71917,5.52877,5.21953,55.73657,2.77175,5.36760,2.71176,18.02418,1.59042,3697.52684,1457.16379,12060.14746,904.94519,3991.09629,1650.82157,15044.71680,1162.14685,-1.19478,0.01872,-1.14698,-1.23167,0.49157,0.00503,0.50731,0.47817,0.14467,0.14731,0.78742,-0.13078,-3.13155,0.10072,-2.86826,-3.43497,6.00364,0.20263,6.69187,5.48355,5.99194,0.21408,6.66715,5.52602,5.99207,0.24719,6.72340,5.47612,6.00602,0.23301,6.60300,5.00218,6.00506,0.25625,6.70672,5.07949,5.93983,0.25998,6.65031,5.23381,5.98976,0.15462,6.41449,5.52199,3.42294,0.09576,3.66064,3.16624,24.69604,4.64060,43.02923,17.09013,-6.12145,1.34451,-3.25073,-11.99827,0.04010,0.02945,0.11048,-0.01965,1.30591,0.01970,1.35967,1.24070,4.06981,0.52722,6.01171,3.35031,-4.50779,0.73674,-3.27379,-7.55177
196,455.8061697483063,248400,-2708.84270,-3724.75931,-2.43103,0.05277,10.37074,445.38261,-4325.52152,-1299.13217,-1840.16328,-2162.17100,-2732.27608,-3629.48223,-4.93553,0.11166,-4.61353,-5.23259,0.04844,0.00012,0.04858,0.04822,0.05365,0.00024,0.05401,0.05330,0.05511,0.00018,0.05535,0.05464,0.06139,0.00007,0.06148,0.06112,0.06467,0.00009,0.06484,0.06445,0.07767,0.00007,0.07777,0.07752,0.05512,0.34710,0.96622,-0.77527,378.84807,2.80309,388.48132,370.08810,4.54549,1.94482,11.38012,2.74162,5.93694,2.83319,16.90278,2.71169,5.15475,2.44819,16.84821,1.98062,3865.10966,938.58713,6199.45312,1481.27673,4492.88390,1816.65723,10548.65332,970.32666,-1.19287,0.01280,-1.16100,-1.23190,0.49376,0.00460,0.50269,0.48096,0.13143,0.13712,0.54151,-0.13388,-3.16054,0.08545,-2.95327,-3.40015,5.97799,0.17115,6.42180,5.56984,6.05267,0.20947,6.61534,5.32480,6.04025,0.21501,6.62945,5.34253,6.01704,0.21773,6.61378,5.30872,6.02323,0.22070,6.64871,5.45299,6.00586,0.25738,6.62349,5.37799,6.01951,0.12334,6.34339,5.73101,3.41079,0.09658,3.74699,3.12806,23.93831,4.29746,40.93595,16.80794,-6.37740,1.48796,-3.35198,-12.29672,0.03188,0.02909,0.11110,-0.04757,1.30965,0.01589,1.34903,1.26710,4.09895,0.51609,6.03944,3.36934,-4.24355,0.56703,-3.31231,-6.60415
197,460.4517168998718,249600,-2456.29517,-3736.99412,-4.33995,0.02781,10.01984,450.40402,-4080.68894,-1182.04541,-1821.91877,-2124.51947,-2580.40931,-3272.31606,-4.93154,0.10922,-4.50461,-5.22596,0.04829,0.00006,0.04840,0.04819,0.05395,0.00010,0.05414,0.05381,0.05494,0.00019,0.05528,0.05466,0.06105,0.00016,0.06144,0.06089,0.06463,0.00015,0.06487,0.06444,0.07790,0.00019,0.07823,0.07764,-0.02879,0.30315,0.73871,-0.87802,378.88744,2.91853,388.68927,369.04358,5.00558,2.13878,14.68403,2.27736,6.76774,3.85543,40.24738,2.73986,4.81242,2.46155,18.44386,1.81052,4292.70616,2114.44825,12866.76953,589.09320,4077.58643,1572.73592,13655.97949,917.92194,-1.18576,0.01245,-1.15123,-1.22197,0.49248,0.00544,0.51045,0.47918,0.12420,0.12571,0.60011,-0.11400,-3.15786,0.09859,-2.94369,-3.43331,6.00144,0.18378,6.56993,5.52411,5.98628,0.18868,6.50683,5.41442,5.99854,0.22683,6.63476,5.41833,5.96189,0.21014,6.53421,5.39644,5.97341,0.20446,6.70661,5.36864,6.01808,0.21328,6.54056,5.38760,5.98994,0.10740,6.26212,5.68826,3.41187,0.09387,3.66553,3.17079,24.19032,3.91271,36.97243,16.47126,-6.16945,1.37063,-3.25232,-11.96498,0.03062,0.02934,0.11038,-0.05530,1.31085,0.01457,1.34916,1.26922,4.12161,0.47660,5.68639,3.26697,-4.17582,0.50700,-3.39315,-5.99826
198,470.70473527908325,250800,-2479.42034,-3805.42286,-1.32359,0.05660,9.79083,460.78635,-3966.37071,-1038.74494,-1710.69643,-1990.70692,-2325.62849,-3102.48599,-4.91167,0.10491,-4.65217,-5.21322,0.04831,0.00010,0.04845,0.04807,0.05357,0.00022,0.05393,0.05328,0.05514,0.00014,0.05539,0.05494,0.06075,0.00015,0.06098,0.06052,0.06426,0.00021,0.06454,0.06397,0.07833,0.00014,0.07860,0.07807,-0.01743,0.36747,1.19537,-1.12081,377.99531,2.67795,385.67233,371.37061,4.91163,2.01612,13.33254,2.58590,4.41215,1.61850,12.02363,2.46288,5.34998,2.56124,18.36694,1.84656,3792.59338,1198.32840,7853.75732,663.96539,3560.13557,1108.01685,6653.34619,534.59650,-1.19442,0.01450,-1.16194,-1.22964,0.49211,0.00706,0.50745,0.47473,0.12925,0.16528,0.67195,-0.14766,-3.13721,0.08131,-2.93122,-3.38324,6.01308,0.20474,6.56362,5.49330,5.96763,0.21709,6.49669,5.38182,6.00767,0.22238,6.60101,5.40985,5.98083,0.22941,6.61574,5.38273,5.96953,0.22404,6.47157,5.30711,6.02560,0.24357,6.72182,5.43553,5.99406,0.13009,6.41665,5.60734,3.41474,0.09147,3.65689,3.19440,23.86080,4.47339,37.66646,16.67113,-6.03245,1.51596,-2.92270,-11.59923,0.03842,0.03191,0.12107,-0.04579,1.30574,0.01572,1.34916,1.27063,4.06549,0.52073,6.68373,3.27091,-4.29214,0.54586,-3.30899,-6.20134
199,452.63275361061096,252000,-2373.84021,-3700.07408,-2.64624,0.02043,9.95595,442.65633,-3980.96722,-1089.71432,-1715.71313,-2079.75408,-2398.76141,-3152.04084,-4.89629,0.11233,-4.56263,-5.18804,0.04862,0.00006,0.04870,0.04846,0.05351,0.00004,0.05359,0.05337,0.05579,0.00018,0.05607,0.05530,0.06087,0.00015,0.06110,0.06054,0.06414,0.00012,0.06433,0.06393,0.07916,0.00032,0.07958,0.07861,0.07378,0.34959,0.92832,-0.85601,377.59857,2.81437,387.14346,370.17960,4.13091,1.63438,14.66511,2.39699,4.30297,1.51064,11.11511,2.61824,5.42911,3.03505,22.64420,1.68513,3619.05931,1108.24023,6778.38232,807.42542,3726.38307,1060.16209,6171.40039,1206.83728,-1.19103,0.01450,-1.15595,-1.23096,0.49227,0.00597,0.51462,0.48076,0.15610,0.16384,0.94144,-0.14985,-3.16099,0.08357,-2.96447,-3.47043,6.00397,0.18415,6.49165,5.55129,6.00704,0.19501,6.49145,5.35362,6.05223,0.21889,6.54390,5.45233,6.03522,0.22884,6.80839,5.46047,6.01973,0.22051,6.66485,5.40065,6.04182,0.23206,6.69873,5.48869,6.02667,0.12461,6.33790,5.69596,3.39607,0.09169,3.64817,3.15750,25.30308,5.66357,43.00859,15.89143,-6.28320,1.49613,-3.38830,-11.65473,0.03392,0.02765,0.09768,-0.04182,1.31143,0.01636,1.35124,1.26929,4.24771,0.59282,6.35217,3.30601,-4.33184,0.57578,-3.34039,-6.74061
200,460.18719959259033,253200,-2498.60770,-3570.52002,-1.74311,0.04852,10.22996,449.90863,-3959.19589,-1196.45323,-1786.06319,-2097.19344,-2512.08529,-3259.89007,-4.89758,0.09998,-4.63794,-5.17451,0.04845,0.00015,0.04863,0.04812,0.05341,0.00008,0.05355,0.05321,0.05634,0.00011,0.05652,0.05608,0.06120,0.00006,0.06131,0.06108,0.06433,0.00004,0.06443,0.06424,0.07965,0.00016,0.07994,0.07943,-0.00767,0.36049,1.25239,-1.05068,377.61868,2.49929,385.55899,371.82996,4.88272,2.57441,18.93045,2.48054,4.48978,2.06209,17.06956,2.51347,5.29662,2.99321,24.32999,1.72099,3827.52558,1531.15685,11348.63672,1342.24341,3705.04329,1343.13642,7826.58301,964.01331,-1.18509,0.01459,-1.14258,-1.23267,0.48973,0.00549,0.50793,0.47672,0.15493,0.15824,0.76720,-0.13508,-3.16654,0.09559,-2.94927,-3.44728,5.96773,0.17889,6.58492,5.45704,5.98149,0.20749,6.49195,5.35041,6.01716,0.20665,6.55613,5.48586,5.99344,0.22048,6.60159,5.51694,6.01211,0.24118,6.92489,5.34248,6.01634,0.25971,6.84175,5.28225,5.99805,0.12952,6.45457,5.62459,3.42083,0.09102,3.71137,3.15249,24.65966,5.12297,48.19713,16.09636,-6.27921,1.56034,-3.15058,-11.64510,0.04021,0.03044,0.10644,-0.04459,1.31166,0.01574,1.35763,1.26999,4.25049,0.66824,7.14569,3.35469,-4.36827,0.62361,-3.19379,-6.58105
201,463.3435277938843,254400,-2562.65371,-3623.82398,-1.89028,0.11828,10.02346,453.16306,-4141.82587,-1019.95818,-1593.43508,-1977.59487,-2287.93493,-3088.55377,-4.87653,0.10429,-4.61191,-5.18110,0.04811,0.00006,0.04822,0.04799,0.05362,0.00023,0.05397,0.05322,0.05669,0.00031,0.05718,0.05628,0.06123,0.00026,0.06169,0.06093,0.06486,0.00040,0.06554,0.06440,0.08010,0.00023,0.08049,0.07973,0.09630,0.40832,1.74249,-0.90148,377.20363,2.52351,383.87204,369.42807,4.68431,1.99811,16.44569,2.40924,5.41500,3.07342,23.15663,2.55378,5.55797,3.74599,33.31778,1.83691,4314.71766,2003.57841,13351.50000,636.96332,4093.13473,1782.01597,10963.06934,1066.06079,-1.18286,0.01878,-1.12993,-1.22993,0.49244,0.00671,0.50708,0.47579,0.17366,0.14761,0.95604,-0.12179,-3.10159,0.08152,-2.94158,-3.33771,6.01064,0.19974,6.57696,5.53048,6.04044,0.22591,6.75107,5.51403,6.04333,0.25656,6.87128,5.41084,6.03429,0.25574,6.93550,5.38971,6.06253,0.24227,6.82948,5.45498,6.01402,0.23033,6.63141,5.42619,6.03421,0.14525,6.61715,5.68730,3.44133,0.08910,3.73436,3.10701,25.73462,4.52550,37.96256,16.98336,-6.11262,1.62312,-2.75158,-15.30059,0.04578,0.03175,0.14176,-0.06878,1.31735,0.01905,1.38436,1.26976,4.33248,0.56411,6.27032,3.41360,-4.30061,0.55040,-3.41186,-6.29487
202,462.1676380634308,255600,-2374.57117,-3599.06434,-1.98533,0.00714,10.04172,452.11873,-4161.98444,-1098.00777,-1751.08374,-2037.88545,-2453.27851,-3200.31769,-4.86917,0.11018,-4.54935,-5.15340,0.04811,0.00006,0.04822,0.04802,0.05373,0.00007,0.05386,0.05357,0.05671,0.00012,0.05708,0.05655,0.06114,0.00015,0.06156,0.06094,0.06523,0.00011,0.06553,0.06509,0.07926,0.00039,0.08012,0.07875,-0.08174,0.36538,1.00551,-1.11431,377.06841,2.81061,383.17834,368.93448,5.15391,2.50215,17.85419,2.55612,5.25053,2.18900,14.89064,2.44687,5.33487,2.86264,17.38961,1.68361,4270.44055,1612.91823,10301.70508,1075.21118,3759.32591,1352.81208,8519.31250,932.59967,-1.18484,0.01388,-1.14642,-1.22414,0.49256,0.00679,0.51098,0.47588,0.13012,0.15026,0.56558,-0.16333,-3.13986,0.07744,-2.93111,-3.35540,5.98886,0.18855,6.48175,5.48531,5.98035,0.18330,6.49859,5.52328,5.97957,0.22312,6.59332,5.39388,5.96774,0.23640,6.70159,5.26944,5.97208,0.23958,6.73132,5.24964,5.93102,0.20997,6.61934,5.46774,5.96994,0.13003,6.36198,5.60403,3.41596,0.08285,3.67696,3.18100,25.33812,4.87371,43.36558,17.04438,-6.28720,1.48980,-3.51680,-11.23068,0.04054,0.02834,0.12094,-0.02938,1.30748,0.01397,1.34219,1.26393,4.19635,0.63682,7.04343,3.31212,-4.27181,0.52001,-3.30803,-6.07741
