EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
58,459.5970845222473,82800,-5481.32458,-6759.55131,-5.18877,0.01083,9.40528,450.18091,-8287.54876,-3128.21100,-3912.71493,-4579.68728,-5296.22517,-6476.58925,-7.21528,0.04220,-7.09018,-7.32165,0.03969,0.00049,0.04054,0.03887,0.03957,0.00047,0.04039,0.03877,0.03990,0.00045,0.04068,0.03914,0.03980,0.00044,0.04057,0.03906,0.03972,0.00043,0.04047,0.03899,0.03952,0.00044,0.04029,0.03877,-8.83863,0.50026,-7.71364,-10.35622,281.44215,1.55516,285.19669,277.55963,3.32754,0.82847,6.29997,2.14737,3.66347,0.75193,5.92395,2.18493,1.51594,0.26592,2.76587,1.01411,1627.67385,431.52326,2946.70166,761.34888,1760.97625,386.37326,2725.15015,450.40384,-1.06857,0.01402,-1.03366,-1.10028,0.32316,0.00659,0.33945,0.31025,-0.21591,0.07043,0.03835,-0.32574,-2.43960,0.09366,-2.25712,-2.71088,3.08741,0.18322,3.57955,2.52819,3.12046,0.19687,3.64358,2.51946,3.33996,0.21770,3.85752,2.74790,3.35382,0.23463,3.92810,2.70122,3.37898,0.24673,4.04813,2.62119,3.28026,0.26455,3.91007,2.63823,3.26015,0.16023,3.62235,2.77390,2.88266,0.07826,3.07360,2.68724,13.87990,1.09823,17.09542,11.66885,-7.65401,1.35603,-4.94540,-13.88319,-0.04152,0.03321,0.03659,-0.13075,1.06451,0.01770,1.10709,1.00163,3.08104,0.14795,3.69103,2.80770,-3.45129,0.26011,-2.90430,-4.24189
59,463.08858251571655,84000,-4884.66897,-6699.79097,-8.15426,0.02423,9.97452,453.04157,-7245.39482,-3056.17198,-3800.63706,-4721.39740,-5332.59013,-6593.29585,-7.18980,0.04022,-7.07348,-7.29503,0.03807,0.00045,0.03886,0.03729,0.03800,0.00044,0.03876,0.03725,0.03841,0.00042,0.03913,0.03770,0.03834,0.00041,0.03905,0.03765,0.03830,0.00039,0.03898,0.03763,0.03806,0.00040,0.03877,0.03738,-8.14632,0.46894,-7.12212,-9.44111,284.60916,1.66263,288.32587,280.51389,3.69411,0.82537,6.11828,2.19324,3.37419,0.79304,6.43807,2.12359,1.56053,0.25543,2.30991,1.00600,1792.50986,425.64303,2798.94629,529.71716,1654.12032,401.18660,2827.94727,647.55243,-1.08516,0.01508,-1.04773,-1.11945,0.33278,0.00486,0.34525,0.32172,-0.20157,0.07892,0.12636,-0.35646,-2.45986,0.08092,-2.29951,-2.70165,3.28414,0.16305,3.71891,2.80979,3.35719,0.18501,3.74240,2.86217,3.57423,0.21349,4.20524,3.03370,3.59411,0.24380,4.14371,2.98007,3.66102,0.23955,4.20209,2.87491,3.55822,0.26774,4.14553,2.75666,3.50482,0.14632,3.81645,3.11092,2.92818,0.08064,3.16341,2.74784,14.41422,1.18160,19.91347,11.60899,-7.40058,1.35104,-5.01993,-11.98338,-0.05911,0.04629,0.08190,-0.16295,1.08417,0.01864,1.13172,1.03827,3.17243,0.14551,3.74493,2.88278,-3.58284,0.32965,-2.93808,-4.72274
60,466.3255088329315,85200,-5236.76622,-6592.91399,-7.76787,0.05801,10.42842,455.83903,-8311.63091,-3019.04728,-3520.81508,-4436.95162,-5324.79177,-7398.87121,-7.17368,0.04724,-6.97663,-7.28088,0.03654,0.00042,0.03728,0.03581,0.03653,0.00040,0.03724,0.03585,0.03702,0.00039,0.03770,0.03636,0.03698,0.00038,0.03764,0.03634,0.03698,0.00037,0.03762,0.03635,0.03672,0.00037,0.03737,0.03608,-7.45588,0.46807,-6.26725,-8.64966,287.94576,1.45608,291.72266,283.01089,3.34749,0.94704,7.06974,2.14114,3.42026,1.00071,7.16470,2.18967,1.62523,0.25700,2.48975,1.14253,1684.14966,516.68992,3144.17041,455.35916,1694.31463,514.11815,3330.13330,709.22455,-1.10521,0.01355,-1.05813,-1.13744,0.34257,0.00627,0.35681,0.32699,-0.18358,0.08593,0.13869,-0.32799,-2.49962,0.09078,-2.32175,-2.77799,3.50268,0.16364,3.89952,3.07770,3.61109,0.18767,4.19248,3.15937,3.80849,0.21189,4.41875,3.24208,3.84092,0.20668,4.37381,3.32774,3.89076,0.23762,4.55450,3.18860,3.79938,0.26051,4.63195,3.14803,3.74222,0.14530,4.10059,3.37028,2.94830,0.07013,3.28620,2.77013,14.61284,1.02545,17.40827,12.32605,-7.48614,1.50492,-5.18270,-15.60947,-0.05719,0.03776,0.03441,-0.16227,1.10454,0.01682,1.14679,1.06190,3.22866,0.13807,3.58054,2.93875,-3.55716,0.31088,-2.95577,-4.85727
61,455.5640890598297,86400,-5314.62991,-6538.11418,-7.95637,0.02586,9.92622,445.50959,-7810.31548,-3084.46700,-3677.94492,-4186.12811,-5052.06928,-6168.87333,-7.14664,0.04785,-7.03683,-7.28337,0.03511,0.00040,0.03581,0.03443,0.03518,0.00038,0.03584,0.03454,0.03574,0.00036,0.03636,0.03514,0.03574,0.00035,0.03633,0.03514,0.03577,0.00034,0.03635,0.03519,0.03546,0.00035,0.03608,0.03485,-6.81036,0.48186,-5.51819,-7.98856,291.28793,1.62070,295.34958,287.82742,3.97544,1.09037,11.76648,2.09506,3.70963,1.09352,7.03090,2.23708,1.61765,0.29433,2.64569,1.03987,1976.07800,504.47915,5032.24365,675.48688,1810.80281,524.22008,3072.36743,728.37122,-1.12108,0.01663,-1.08163,-1.16182,0.35196,0.00503,0.36854,0.33757,-0.17311,0.07918,0.18297,-0.32615,-2.54704,0.09364,-2.35058,-2.83623,3.69112,0.16264,4.20985,3.34458,3.81554,0.18842,4.42296,3.20884,4.05635,0.21349,4.83591,3.59837,4.09355,0.23892,4.65441,3.38494,4.13052,0.22224,4.71776,3.57667,3.97337,0.26829,4.81208,3.37524,3.96008,0.14562,4.35489,3.60659,2.98201,0.08025,3.24152,2.71253,14.97333,1.23190,19.76283,12.32528,-7.49984,1.45110,-4.69707,-12.35071,-0.04551,0.04031,0.04044,-0.14105,1.12242,0.01768,1.17164,1.07009,3.26491,0.13805,3.79832,2.95342,-3.58638,0.36361,-2.99251,-5.33700
62,452.61987352371216,87600,-5271.46003,-6389.94051,-6.89399,0.04676,9.92498,442.64808,-8098.02915,-2993.72346,-3683.09885,-4122.42662,-5033.96354,-6074.15566,-7.12176,0.04524,-7.00472,-7.26041,0.03376,0.00038,0.03442,0.03312,0.03390,0.00036,0.03453,0.03330,0.03454,0.00034,0.03513,0.03397,0.03456,0.00033,0.03514,0.03399,0.03464,0.00031,0.03518,0.03410,0.03428,0.00032,0.03485,0.03373,-6.29684,0.47645,-5.15639,-7.69042,294.18678,1.54158,297.82025,290.27713,3.90515,0.76947,6.28237,2.36698,4.04047,0.82834,6.65079,2.57094,1.73624,0.36609,3.34245,1.07835,1906.05242,397.00427,2956.85254,804.42059,1946.44816,391.76943,2936.86865,946.43372,-1.14941,0.01455,-1.11812,-1.18221,0.36028,0.00525,0.37588,0.34623,-0.18662,0.07947,0.13926,-0.31609,-2.55422,0.07469,-2.40508,-2.78332,3.86467,0.17649,4.32148,3.37047,3.98926,0.18113,4.52176,3.54811,4.20382,0.18873,4.64874,3.71719,4.21543,0.21846,4.74271,3.74172,4.31432,0.22644,4.91790,3.68536,4.21342,0.26577,4.92086,3.53419,4.13349,0.14315,4.47590,3.71252,2.97167,0.07950,3.21550,2.79514,15.18826,1.37503,19.70453,12.73519,-7.04444,1.38043,-4.20473,-13.89143,-0.05083,0.03161,0.01195,-0.11980,1.12659,0.01793,1.16822,1.08067,3.28566,0.17361,4.01601,2.91154,-3.63958,0.37861,-3.03972,-5.44319
63,460.26778984069824,88800,-4516.25768,-6363.78038,-5.24712,0.08781,10.12620,449.97141,-7371.72636,-2843.33090,-3715.49266,-4347.10997,-5079.65142,-5972.05303,-7.10246,0.04668,-6.96357,-7.20386,0.03251,0.00035,0.03312,0.03192,0.03272,0.00033,0.03329,0.03216,0.03343,0.00031,0.03396,0.03290,0.03346,0.00030,0.03399,0.03295,0.03359,0.00029,0.03409,0.03309,0.03318,0.00031,0.03373,0.03265,-5.66394,0.56633,-3.85428,-7.21919,297.27515,1.40656,300.57660,292.62717,3.65667,0.69160,5.53493,2.40391,3.62015,1.09710,8.62804,2.19179,1.69805,0.32018,2.85004,1.12366,1835.66494,371.01422,2726.04980,799.29010,1819.13504,541.24283,3584.71265,765.77148,-1.17062,0.01489,-1.13179,-1.20841,0.37082,0.00577,0.38879,0.35836,-0.17065,0.08176,0.17012,-0.30913,-2.55237,0.07184,-2.38831,-2.75669,4.07863,0.16190,4.54243,3.55375,4.20668,0.22001,4.76122,3.60533,4.42332,0.22373,4.99268,3.79662,4.45130,0.27308,5.33705,3.89915,4.51875,0.27032,5.27661,3.73533,4.34836,0.26566,4.98041,3.61321,4.33784,0.16716,4.87118,3.88527,3.00677,0.07775,3.28468,2.80043,15.56384,1.36841,21.13417,12.69831,-6.97698,1.56623,-4.06952,-13.37022,-0.04615,0.03940,0.05446,-0.16530,1.13946,0.02075,1.18594,1.08045,3.34239,0.16272,3.98795,2.92896,-3.68124,0.39120,-3.18643,-5.45678
64,455.60441637039185,90000,-4949.09459,-6842.89126,-4.67836,0.00353,8.78630,446.74792,-7178.91103,-2766.13519,-3575.35092,-4160.03649,-5236.65195,-6039.64009,-7.07218,0.04586,-6.96055,-7.19239,0.03134,0.00033,0.03192,0.03078,0.03163,0.00030,0.03215,0.03112,0.03240,0.00028,0.03290,0.03192,0.03247,0.00027,0.03294,0.03201,0.03264,0.00025,0.03309,0.03221,0.03216,0.00028,0.03264,0.03169,-5.01677,0.47544,-3.67291,-6.19087,300.02805,1.59928,304.30496,295.73505,3.74897,0.92324,6.70038,2.11204,4.19509,0.87392,7.51185,2.37397,1.73987,0.33518,2.83419,1.00368,1879.52447,479.52604,3157.15698,682.52142,2039.18862,426.43487,3379.56177,872.70203,-1.19234,0.01734,-1.15554,-1.24087,0.37911,0.00529,0.39192,0.36730,-0.16000,0.09402,0.23226,-0.31057,-2.57868,0.06992,-2.44407,-2.81780,4.21231,0.18744,4.75500,3.53930,4.40815,0.17755,4.82607,4.02490,4.61080,0.19438,5.24564,4.05506,4.66644,0.23255,5.47466,4.09203,4.76562,0.23183,5.30045,4.07235,4.58707,0.25304,5.44708,3.94043,4.54173,0.13944,4.93792,4.19686,3.02563,0.06705,3.24938,2.87422,15.71271,1.28545,20.66473,13.23586,-7.00263,1.49810,-3.82162,-13.22074,-0.05393,0.03937,0.07942,-0.14942,1.15209,0.01586,1.19240,1.11684,3.32928,0.15924,4.05450,3.02930,-3.60448,0.31780,-3.02965,-5.15231
65,463.9751715660095,91200,-4682.39312,-6171.52297,-2.92081,0.00331,10.24823,453.67805,-7172.74063,-2681.60292,-3326.38212,-3792.80590,-4863.49308,-5975.22707,-7.04733,0.04625,-6.91695,-7.17425,0.03021,0.00032,0.03077,0.02967,0.03061,0.00029,0.03111,0.03013,0.03144,0.00028,0.03192,0.03097,0.03155,0.00026,0.03200,0.03110,0.03177,0.00025,0.03221,0.03136,0.03124,0.00025,0.03168,0.03081,-4.62612,0.53281,-3.16135,-5.94957,302.98213,1.60291,306.50693,298.81876,4.08203,0.84488,6.91744,2.41924,3.92187,0.94669,10.06909,2.39662,1.77502,0.32846,3.02393,1.15127,2013.48849,433.93516,3215.65601,659.16986,2004.23186,589.36062,5663.58740,768.68762,-1.20779,0.01222,-1.17932,-1.23519,0.38752,0.00521,0.40170,0.37371,-0.14218,0.09076,0.14755,-0.30921,-2.61252,0.07768,-2.46111,-2.83853,4.32006,0.17598,4.80055,3.84337,4.55076,0.21256,5.20518,3.92994,4.71158,0.20910,5.24033,4.15971,4.78237,0.23052,5.46742,4.12351,4.87047,0.24367,5.68682,4.29236,4.76892,0.24498,5.42162,4.10352,4.66736,0.15479,5.09278,4.28094,3.04240,0.07396,3.30362,2.85517,15.94905,1.31087,21.05891,13.75503,-6.83024,1.58591,-4.00521,-13.69837,-0.05017,0.04145,0.07763,-0.14165,1.15834,0.01829,1.20466,1.10699,3.38555,0.15693,3.96949,3.08471,-3.56898,0.30414,-3.09769,-5.39444
66,467.8402063846588,92400,-4714.66560,-6309.47770,-2.63960,0.00342,10.22798,457.60876,-8756.38052,-2770.80785,-3553.22314,-4125.90962,-5108.38648,-5985.24319,-7.02386,0.04989,-6.87589,-7.15173,0.02916,0.00029,0.02967,0.02868,0.02967,0.00026,0.03012,0.02923,0.03052,0.00025,0.03097,0.03011,0.03069,0.00024,0.03110,0.03029,0.03098,0.00022,0.03136,0.03062,0.03040,0.00023,0.03080,0.03000,-4.02825,0.58453,-2.28987,-5.32766,305.71577,1.44583,310.89566,302.27762,3.29836,0.70711,6.80097,2.31979,3.67148,1.09835,7.85171,2.30575,1.78685,0.35737,3.25578,1.16665,1867.23476,386.89340,3139.77295,827.58722,1902.76476,611.31812,3570.48901,575.71765,-1.21928,0.01530,-1.17663,-1.25636,0.39412,0.00624,0.41098,0.38025,-0.12017,0.08229,0.14482,-0.28121,-2.63381,0.08522,-2.48285,-2.91898,4.54301,0.18322,5.03453,4.10984,4.73799,0.22631,5.40563,4.07740,4.88325,0.23649,5.63306,4.26603,4.94659,0.26691,5.63697,4.23782,5.06136,0.24210,5.57628,4.46611,4.92494,0.24605,5.54464,4.25306,4.84952,0.16802,5.34859,4.48375,3.09744,0.08262,3.31372,2.87902,16.27323,1.24122,20.92368,13.23458,-6.81187,1.53924,-3.95195,-12.59832,-0.04924,0.03858,0.05326,-0.15137,1.17366,0.01961,1.22552,1.12823,3.43300,0.15542,3.96689,3.10964,-3.67765,0.39803,-3.16268,-5.96415
67,453.6132094860077,93600,-4504.99418,-6116.47603,-2.87917,0.03916,9.78418,443.78981,-7313.27296,-2702.30160,-3416.76890,-4209.03768,-4992.14548,-6858.08808,-7.00901,0.05358,-6.86347,-7.13383,0.02821,0.00026,0.02868,0.02777,0.02881,0.00024,0.02923,0.02840,0.02973,0.00022,0.03011,0.02936,0.02992,0.00021,0.03029,0.02956,0.03028,0.00019,0.03062,0.02994,0.02964,0.00020,0.03000,0.02929,-3.47289,0.53895,-2.23365,-4.83369,308.82029,1.57596,311.90149,304.06461,3.98158,0.97669,6.77377,2.45230,4.14316,1.22286,8.93382,2.44192,1.81640,0.35036,3.57369,1.15915,2016.11607,481.30587,3302.74072,837.07959,2119.06845,593.43856,3778.87500,871.77136,-1.22842,0.01152,-1.19510,-1.25542,0.40180,0.00628,0.42178,0.38726,-0.11103,0.08493,0.15882,-0.25829,-2.65452,0.08075,-2.49365,-2.90888,4.70399,0.16075,5.12959,4.28946,4.87955,0.20005,5.40913,4.40222,5.08160,0.21694,5.51096,4.46804,5.11434,0.24694,5.65178,4.37179,5.20478,0.27145,6.04954,4.50491,5.11239,0.26937,5.82814,4.16849,5.01611,0.15360,5.36795,4.62883,3.12008,0.08553,3.37459,2.91024,16.53593,1.35250,20.97197,13.71643,-6.75381,1.52549,-4.06582,-14.23682,-0.04440,0.04534,0.06900,-0.12815,1.18880,0.01926,1.23382,1.13405,3.47878,0.16880,4.03507,3.12520,-3.57539,0.25869,-3.18864,-5.42965
68,470.37621688842773,94800,-4727.40299,-6058.09598,-4.17730,0.11860,10.12773,460.12983,-7831.73423,-2680.62470,-3321.71533,-4055.55017,-4849.15406,-5773.67856,-6.97610,0.05739,-6.84228,-7.14035,0.02734,0.00024,0.02776,0.02693,0.02802,0.00021,0.02840,0.02766,0.02901,0.00020,0.02936,0.02867,0.02926,0.00017,0.02955,0.02895,0.02965,0.00016,0.02994,0.02937,0.02897,0.00018,0.02929,0.02865,-2.95719,0.41618,-1.59818,-4.03366,311.54241,1.52856,315.29337,306.97318,4.23678,1.01653,8.35810,2.51014,4.29172,1.01673,8.02780,2.45243,1.86471,0.39424,3.28845,1.18346,2108.59543,491.34559,3710.05249,873.83026,2129.47889,496.18272,3487.41406,798.05072,-1.23786,0.01820,-1.19975,-1.28496,0.41095,0.00704,0.43086,0.39270,-0.07653,0.08319,0.16523,-0.23781,-2.66628,0.06134,-2.52466,-2.84032,4.85802,0.14913,5.34124,4.49242,5.04638,0.18912,5.63927,4.65362,5.20323,0.19209,5.75746,4.76307,5.30124,0.22255,6.05827,4.74412,5.35624,0.21642,6.02004,4.86388,5.24563,0.25397,5.95165,4.58854,5.16846,0.11752,5.55320,4.86756,3.15629,0.07694,3.35590,2.92054,16.97539,1.33975,21.30877,14.54411,-6.48231,1.43814,-3.82759,-12.48514,-0.04052,0.03624,0.05385,-0.12814,1.20319,0.01790,1.24709,1.14750,3.47507,0.16157,3.94278,3.11498,-3.65505,0.28695,-3.23861,-5.69455
69,457.8094551563263,96000,-4830.31142,-6049.47253,-3.44925,0.12050,10.12340,447.50010,-7104.46781,-2570.10593,-3305.02190,-4036.84083,-4469.14833,-5834.85109,-6.95194,0.05411,-6.80591,-7.12682,0.02654,0.00022,0.02693,0.02616,0.02730,0.00020,0.02765,0.02696,0.02835,0.00019,0.02867,0.02804,0.02865,0.00017,0.02894,0.02837,0.02910,0.00014,0.02936,0.02887,0.02837,0.00016,0.02865,0.02811,-2.51403,0.54442,-1.36015,-4.01209,313.97307,1.51011,317.85522,308.62735,3.42756,0.63721,5.72291,2.41749,4.55783,0.94379,7.53641,2.81614,1.95555,0.41156,3.80787,1.23946,1782.94562,477.87288,3290.93726,649.52997,2210.74885,440.95591,3472.29883,1261.71558,-1.25752,0.01374,-1.21954,-1.28775,0.41761,0.00545,0.43451,0.40543,-0.08757,0.09233,0.27148,-0.25067,-2.67858,0.06621,-2.54181,-2.93645,4.99946,0.18472,5.54235,4.47715,5.16184,0.19386,5.76583,4.64372,5.32325,0.23158,5.87012,4.74429,5.39751,0.25190,5.94835,4.77004,5.49785,0.25411,6.15447,4.91184,5.40792,0.29020,6.18430,4.69220,5.29797,0.15307,5.62168,4.87643,3.16567,0.08226,3.45912,2.94221,17.18537,1.38778,22.29612,13.92496,-6.49181,1.44490,-3.80986,-11.29363,-0.04345,0.04051,0.03921,-0.14548,1.20708,0.01652,1.24459,1.16862,3.49515,0.16072,3.98408,3.18310,-3.63360,0.36172,-3.22192,-5.61658
70,462.0342164039612,97200,-4524.05143,-5858.44613,-8.27614,0.11229,10.19004,451.73183,-8584.40838,-2613.87220,-3366.34014,-4136.84902,-4875.15420,-5917.07057,-6.92290,0.05889,-6.77085,-7.07569,0.02583,0.00018,0.02616,0.02554,0.02668,0.00015,0.02696,0.02644,0.02781,0.00012,0.02804,0.02762,0.02816,0.00011,0.02837,0.02798,0.02868,0.00011,0.02887,0.02851,0.02787,0.00013,0.02811,0.02767,-1.77425,0.60031,0.03459,-3.28689,316.40968,1.58582,320.85379,312.35138,4.01404,1.15627,7.60918,2.40000,3.59261,0.79815,6.58773,2.37105,2.00632,0.48649,3.95287,1.16799,2013.50603,595.99281,3427.78955,571.91779,1993.40445,498.00246,3319.77271,549.85828,-1.26789,0.01290,-1.23994,-1.30390,0.42712,0.00655,0.44493,0.40997,-0.04715,0.09699,0.26525,-0.20881,-2.74995,0.07962,-2.58486,-3.07917,5.24104,0.18468,5.70013,4.80828,5.42206,0.22042,6.00331,4.89584,5.56736,0.23153,6.22625,4.90429,5.61229,0.25528,6.25615,4.95663,5.65665,0.24456,6.62832,5.01142,5.54599,0.29170,6.63658,4.77234,5.50757,0.16756,6.01179,5.08477,3.20144,0.09030,3.41163,2.98673,17.47533,1.33272,24.40905,15.02414,-6.41998,1.52879,-3.57862,-11.88230,-0.04317,0.04010,0.04671,-0.13201,1.22584,0.02061,1.28420,1.18613,3.57165,0.16541,4.24382,3.18457,-3.66811,0.37763,-3.28447,-5.94698
71,449.55436420440674,98400,-4641.13981,-5828.43383,-5.54236,0.09725,9.73975,439.61991,-6713.85363,-2463.50890,-3392.98832,-4115.85851,-4527.44161,-5757.97219,-6.90146,0.05924,-6.75604,-7.03735,0.02526,0.00017,0.02554,0.02496,0.02620,0.00014,0.02644,0.02597,0.02740,0.00012,0.02762,0.02721,0.02782,0.00009,0.02798,0.02765,0.02838,0.00008,0.02851,0.02825,0.02752,0.00008,0.02767,0.02737,-1.42730,0.49321,0.00718,-2.50440,318.90807,1.65408,323.11017,313.96518,4.07612,1.20328,8.34233,2.55108,4.37082,1.33476,10.09051,2.37900,2.04795,0.44093,4.38982,1.17288,2109.00402,629.17285,3684.21533,664.42340,2204.68758,656.38570,4336.78076,782.21167,-1.27133,0.01886,-1.22100,-1.31446,0.43176,0.00567,0.44960,0.41833,-0.04278,0.09668,0.38034,-0.22667,-2.72481,0.07279,-2.58084,-2.95636,5.33279,0.17637,5.87670,4.91164,5.49633,0.21221,5.97786,4.95494,5.61870,0.20926,6.31544,4.91534,5.69731,0.21658,6.29109,5.02091,5.77394,0.22701,6.45190,5.21798,5.71761,0.28402,6.49305,4.95744,5.60611,0.13703,6.00349,5.30695,3.25251,0.09909,3.52689,2.97787,17.92815,1.44102,24.91068,14.51833,-6.41672,1.53402,-3.49371,-12.13938,-0.03925,0.03491,0.04443,-0.13112,1.23578,0.01973,1.27701,1.18456,3.59237,0.19898,4.19610,3.25861,-3.74199,0.37805,-3.29254,-6.06775
72,463.639151096344,99600,-4329.72931,-5952.32974,-2.69453,0.00332,10.04435,453.54951,-6955.22142,-2363.85097,-3124.47577,-3888.80576,-4456.95294,-5821.77686,-6.87513,0.05531,-6.72545,-6.99073,0.02470,0.00015,0.02496,0.02445,0.02576,0.00012,0.02597,0.02555,0.02706,0.00009,0.02721,0.02690,0.02757,0.00005,0.02765,0.02748,0.02819,0.00003,0.02825,0.02813,0.02724,0.00008,0.02737,0.02712,-1.02577,0.54908,0.25018,-2.37005,321.51391,1.44109,325.55237,317.84280,4.49288,1.10827,9.22377,2.42274,4.73769,1.21604,9.66324,2.76967,2.09855,0.56403,4.68160,1.19757,2295.13814,515.76157,3965.18677,767.46509,2328.08144,585.55129,4107.58984,814.98346,-1.27696,0.01758,-1.23049,-1.31377,0.43866,0.00599,0.45577,0.42465,-0.04598,0.09674,0.36300,-0.20150,-2.72028,0.06649,-2.52925,-2.97700,5.44037,0.16959,5.91870,5.06042,5.59361,0.19549,6.16544,5.01225,5.73035,0.21061,6.30274,5.07566,5.86549,0.23434,6.42987,5.09793,5.90431,0.25994,6.57547,5.22636,5.77824,0.29872,6.66473,4.94053,5.71873,0.15211,6.07144,5.34534,3.27126,0.07861,3.48798,3.05004,18.13784,1.37250,24.29589,14.92220,-6.18938,1.52852,-3.55248,-12.27169,-0.02430,0.04124,0.07563,-0.12104,1.24659,0.01981,1.30212,1.18651,3.61057,0.19747,4.72262,3.19579,-3.69357,0.31435,-3.30085,-5.52445
73,460.8208501338959,100800,-4120.24727,-5723.79736,-6.79396,0.01385,10.20931,450.56332,-6878.66865,-2325.27919,-3081.89759,-3760.49968,-4436.91248,-5520.30572,-6.85517,0.06092,-6.70564,-7.04589,0.02426,0.00010,0.02445,0.02410,0.02539,0.00008,0.02555,0.02528,0.02678,0.00006,0.02690,0.02671,0.02744,0.00002,0.02748,0.02743,0.02814,0.00002,0.02817,0.02812,0.02706,0.00003,0.02712,0.02703,-0.47929,0.53871,1.19733,-2.04302,323.56615,1.51274,328.18045,319.69653,4.51543,1.40866,9.82120,2.35925,3.86862,1.03391,7.68827,2.68329,2.09212,0.43117,3.57979,1.21942,2274.69921,710.42222,4403.34375,337.98337,2186.11234,697.72903,4222.89795,769.34186,-1.28259,0.01377,-1.24768,-1.31393,0.44563,0.00578,0.46256,0.42848,-0.03395,0.11683,0.54796,-0.20821,-2.74209,0.06485,-2.61120,-2.92375,5.64821,0.17914,6.04293,5.20434,5.75397,0.19334,6.30323,5.21056,5.86156,0.22828,6.52680,5.34322,5.98291,0.23418,6.72249,5.35904,6.03886,0.22079,6.93600,5.29195,5.93335,0.26628,6.81297,5.14565,5.86981,0.14867,6.33415,5.43878,3.30981,0.08829,3.57400,3.11603,18.39061,1.53659,25.57565,15.28898,-6.08082,1.23604,-3.73500,-9.94648,-0.03134,0.03199,0.06339,-0.11092,1.25987,0.02012,1.31740,1.21443,3.60894,0.18449,4.40473,3.18252,-3.74920,0.40207,-3.31130,-6.45653
