task,v_mean,v_std
forward_5,5.009404505875841,0.08506855366406746
forward_10,9.610681246446426,0.528530485234995
backward_5,-5.014902765743029,0.052899626503907414
backward_10,-9.915343864817924,0.3116467649688759
