EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
848,3.4552524089813232,347600,-120.30314,-68.64728,1.23378,0.00162,2.35960,1.09397,1238.02369,-1241.64213,-0.17755,0.02380,-0.12075,-0.23333,0.03622,0.00019,0.03656,0.03598,0.04084,0.00015,0.04118,0.04067,-0.09764,0.50750,1.12520,-1.23249,2.08189,0.09853,2.33035,1.86049,1.64934,0.09141,1.92057,1.37422,1.67607,0.09502,1.92975,1.43168,5.15515,0.21730,5.72786,4.66534,23.30080,1.78167,31.51228,19.93732,24.04032,1.78638,29.35756,19.82051,-2.02018,0.02423,-1.97031,-2.07981,0.72890,0.01436,0.76438,0.68935,0.20987,0.22229,1.26337,-0.14468,-3.70393,0.07530,-3.49522,-3.92970,5.96669,0.19673,6.39378,5.47624,5.97335,0.18647,6.42384,5.59116,5.97002,0.15561,6.34412,5.62212,4.13067,0.08866,4.36891,3.87285,16.91859,1.62275,24.75319,14.70099,-6.50511,1.34476,-3.94647,-11.28231,-0.06867,0.00983,-0.04145,-0.09182,0.67108,0.00984,0.69749,0.64451,3.33051,0.45216,5.09429,2.40909,-3.68232,0.47327,-2.85584,-5.96444
849,7.067107439041138,348000,-153.79671,-55.45003,-1.32209,0.00164,2.57642,4.48900,905.36430,-1539.44495,-0.17654,0.02489,-0.10236,-0.24210,0.03602,0.00009,0.03616,0.03588,0.04083,0.00012,0.04106,0.04068,0.02661,0.53234,1.43838,-1.40598,2.11874,0.10606,2.39460,1.85890,1.64335,0.09332,1.89691,1.39981,1.68037,0.09914,2.03832,1.43766,5.19861,0.22225,6.03206,4.67771,23.25690,1.64771,28.34662,18.62344,24.49361,2.18921,34.21261,19.72459,-2.03180,0.02675,-1.95091,-2.09425,0.72588,0.01277,0.76616,0.69477,0.27062,0.22240,0.97127,-0.21925,-3.70945,0.07809,-3.52680,-4.01679,6.00366,0.19446,6.64002,5.48709,6.01279,0.19661,6.65203,5.44460,6.00823,0.16329,6.43938,5.56619,4.14284,0.08200,4.36608,3.94998,17.25656,2.08986,28.22182,14.58739,-6.62898,1.53200,-3.96422,-14.47840,-0.06768,0.01044,-0.03161,-0.09428,0.66594,0.01055,0.69177,0.63510,3.24313,0.40641,4.29657,2.50967,-3.72944,0.46597,-2.67395,-5.39430
850,5.938595294952393,348400,-172.58666,-21.08963,-1.87693,0.02431,2.76341,3.15083,1015.91896,-1506.67627,-0.17576,0.02477,-0.11106,-0.24430,0.03624,0.00004,0.03631,0.03615,0.04124,0.00019,0.04155,0.04098,0.07581,0.55659,1.48783,-0.97633,2.16341,0.10006,2.47542,1.83780,1.64085,0.09344,1.87806,1.40180,1.66808,0.08780,1.91490,1.47708,5.16966,0.21600,5.97780,4.71672,22.97709,1.65629,29.21345,18.73490,24.11400,2.00743,30.72675,19.56424,-2.03038,0.02694,-1.97375,-2.10111,0.72881,0.01257,0.76043,0.70054,0.23936,0.22502,1.20398,-0.14301,-3.70655,0.08344,-3.50451,-3.95646,6.00171,0.20388,6.50716,5.55479,6.04573,0.20668,6.63278,5.53920,6.02372,0.17110,6.46023,5.70199,4.13414,0.08505,4.33862,3.90570,16.82092,1.36300,23.47022,14.68283,-6.57234,1.36184,-4.19938,-12.28646,-0.06846,0.01042,-0.03848,-0.09653,0.67007,0.01070,0.70111,0.64223,3.27534,0.37833,4.78265,2.50280,-3.68667,0.41801,-2.91434,-6.16412
851,3.6143746376037598,348800,-169.17719,-42.55136,1.16025,0.00171,2.88967,0.72296,1186.80308,-1455.37463,-0.17530,0.02436,-0.10558,-0.23982,0.03607,0.00007,0.03625,0.03594,0.04146,0.00007,0.04157,0.04134,-0.03602,0.53839,1.52286,-1.39335,2.20658,0.09844,2.46747,1.90334,1.63646,0.09319,1.89318,1.39091,1.66728,0.10031,1.95537,1.42021,5.15470,0.21786,5.70040,4.61634,22.93309,1.58761,28.10308,19.41979,24.07975,1.97101,31.87169,19.76871,-2.02681,0.02743,-1.95448,-2.10049,0.71840,0.01298,0.75441,0.68189,0.28175,0.24486,1.39242,-0.12347,-3.69691,0.08776,-3.52814,-4.20382,5.98298,0.17777,6.46078,5.59700,5.99505,0.21520,6.50354,5.40239,5.98902,0.16599,6.46803,5.56994,4.09472,0.07965,4.39742,3.91366,16.91498,1.80033,27.87805,14.36813,-6.42173,1.32178,-4.11191,-11.47436,-0.06625,0.01036,-0.04200,-0.09987,0.66853,0.01019,0.69184,0.64246,3.28247,0.44275,4.98917,2.51822,-3.77541,0.46465,-2.90322,-5.26219
852,4.133262395858765,349200,-166.99438,-103.35544,-1.54690,0.00159,2.75300,1.37863,1244.01205,-1516.92791,-0.17692,0.02464,-0.09706,-0.23692,0.03595,0.00013,0.03619,0.03579,0.04149,0.00007,0.04164,0.04138,-0.03264,0.46371,1.22785,-1.26269,2.24808,0.10096,2.49693,1.99572,1.64927,0.08759,1.89606,1.44396,1.67915,0.09552,2.04008,1.44721,5.13307,0.20013,5.64517,4.54566,23.44162,1.69982,28.36747,19.57947,24.20306,2.29804,35.78923,19.48713,-2.02507,0.02373,-1.97189,-2.09550,0.73125,0.01313,0.76283,0.69858,0.27068,0.20968,1.05324,-0.08001,-3.70937,0.08589,-3.54810,-4.18661,5.98826,0.18763,6.53040,5.46210,5.99170,0.17003,6.44912,5.59483,5.98998,0.14226,6.37349,5.61196,4.16275,0.07600,4.31573,3.95778,17.14540,1.82845,28.10235,14.72054,-6.58703,1.45273,-4.09085,-12.10053,-0.07080,0.00999,-0.03888,-0.09686,0.67024,0.01056,0.70034,0.64049,3.26029,0.38244,4.47740,2.49504,-3.75096,0.45591,-2.87612,-5.47536
853,4.446821451187134,349600,-225.69547,-70.12044,-1.62683,0.00174,3.00208,1.44296,937.88177,-1528.51109,-0.17865,0.02868,-0.10658,-0.24987,0.03599,0.00011,0.03614,0.03575,0.04162,0.00017,0.04183,0.04129,-0.05207,0.60247,2.01499,-1.32668,2.28326,0.09290,2.52461,1.99878,1.64392,0.09081,1.96970,1.40482,1.66236,0.09384,1.93545,1.38334,5.17897,0.23472,5.91579,4.53991,22.97652,1.58229,29.96255,18.88752,24.02857,2.10614,29.91945,19.62951,-2.02449,0.03130,-1.96125,-2.13346,0.72960,0.01134,0.75985,0.70549,0.30008,0.22449,1.45050,-0.14958,-3.70726,0.08185,-3.53957,-4.04232,5.98168,0.21071,6.54134,5.54600,5.98634,0.22489,6.70044,5.52263,5.98401,0.18539,6.62089,5.59242,4.13903,0.07410,4.34292,3.96609,17.34900,2.18428,28.44352,14.80715,-6.52709,1.35645,-3.76036,-11.56621,-0.06614,0.01138,-0.03271,-0.09963,0.66901,0.00946,0.69571,0.64558,3.31834,0.43638,4.67016,2.52066,-3.73162,0.49406,-2.91346,-6.22475
854,4.631789922714233,350000,-195.29284,-53.02170,1.37058,0.00163,2.68841,1.94167,1200.71146,-1530.76583,-0.17348,0.02532,-0.10304,-0.25159,0.03562,0.00008,0.03579,0.03548,0.04122,0.00007,0.04134,0.04109,-0.03952,0.58827,1.59446,-1.94473,2.31138,0.09832,2.59063,2.07884,1.64127,0.09930,1.98797,1.36766,1.67388,0.09886,2.00341,1.34546,5.15451,0.22613,5.95495,4.57989,22.88120,1.67163,30.22672,19.54474,24.18317,1.91653,31.11583,18.77160,-2.02810,0.02984,-1.93173,-2.10656,0.72322,0.00873,0.74274,0.69462,0.29735,0.23618,1.52334,-0.16301,-3.69609,0.09098,-3.53507,-4.05346,5.98686,0.21439,6.60463,5.25898,5.98889,0.20697,6.64661,5.44389,5.98788,0.18028,6.49264,5.40662,4.10897,0.06972,4.26989,3.91783,17.19102,2.09865,29.23412,14.50671,-6.62092,1.54225,-3.83655,-13.26093,-0.06619,0.00926,-0.04030,-0.08712,0.66829,0.01019,0.69854,0.64261,3.32167,0.44584,5.14249,2.43010,-3.68903,0.45234,-2.85569,-5.10870
855,3.9851362705230713,350400,-172.29868,-92.22206,-1.59720,0.00169,3.01204,0.97136,1206.59282,-1467.40856,-0.17624,0.02405,-0.10602,-0.23259,0.03573,0.00009,0.03591,0.03555,0.04134,0.00014,0.04161,0.04111,0.12348,0.54791,1.53291,-1.45794,2.35221,0.09955,2.57940,2.06976,1.64608,0.09451,1.94972,1.41886,1.68751,0.09560,1.95759,1.42932,5.16102,0.22576,5.94263,4.55493,23.25035,1.72732,29.30987,19.72238,24.46980,2.22218,33.77414,19.92866,-2.03630,0.03023,-1.95945,-2.11362,0.73372,0.00964,0.76008,0.70984,0.27764,0.23361,1.26984,-0.18682,-3.69474,0.08692,-3.49341,-4.01395,6.03646,0.19611,6.59205,5.48880,6.03934,0.20765,6.61575,5.53209,6.03790,0.16830,6.46802,5.55455,4.18644,0.07355,4.34511,3.99451,17.29582,2.11468,27.45027,14.69005,-6.76376,1.32116,-3.94200,-10.85239,-0.07370,0.01163,-0.03380,-0.09764,0.66675,0.01140,0.69942,0.63584,3.21547,0.39250,4.69470,2.45945,-3.80279,0.50148,-2.90002,-5.60955
856,6.988866090774536,350800,-173.32180,-31.94070,-1.89311,0.00185,2.80773,4.17923,1235.14145,-1513.94413,-0.17437,0.02319,-0.11686,-0.24056,0.03608,0.00008,0.03639,0.03591,0.04146,0.00010,0.04162,0.04134,0.09351,0.50349,1.47615,-1.34586,2.39390,0.08973,2.66727,2.12005,1.63716,0.08835,1.91685,1.45527,1.67271,0.09764,2.03353,1.44424,5.17635,0.20013,5.63934,4.70939,22.90232,1.54192,27.47606,19.12850,24.15749,2.05887,30.91400,19.85283,-2.03163,0.02432,-1.95465,-2.09676,0.72353,0.01083,0.75088,0.69743,0.23469,0.19746,0.98322,-0.14772,-3.67779,0.07691,-3.51572,-3.99576,6.04781,0.18870,6.49663,5.46978,6.00887,0.18684,6.61792,5.45268,6.02834,0.15479,6.45657,5.58875,4.11199,0.07902,4.34704,3.91710,17.09687,1.83846,26.22571,14.86064,-6.35715,1.25487,-3.23512,-11.69699,-0.06947,0.00973,-0.04879,-0.09344,0.66926,0.01146,0.70147,0.64063,3.26354,0.43628,4.69885,2.59914,-3.67038,0.46353,-2.96057,-5.15606
857,8.088941097259521,351200,-195.54087,-51.09866,-1.33617,0.00171,2.73337,5.35374,864.99639,-1360.10298,-0.17352,0.02521,-0.10889,-0.24140,0.03629,0.00011,0.03649,0.03616,0.04147,0.00011,0.04168,0.04135,-0.03358,0.53967,1.24445,-1.38776,2.43682,0.09886,2.75592,2.15815,1.64643,0.10550,1.97299,1.38458,1.66509,0.09242,1.89529,1.42262,5.15467,0.21096,5.76964,4.54990,23.25280,2.14370,32.25666,19.13495,23.75966,1.90074,28.83225,19.10328,-2.02540,0.02786,-1.96269,-2.09013,0.72572,0.00819,0.75157,0.70418,0.28928,0.21000,1.35410,-0.08971,-3.68398,0.08188,-3.50345,-3.93976,5.99063,0.20306,6.52073,5.45751,5.98858,0.20881,6.63578,5.34861,5.98961,0.16614,6.38525,5.56991,4.13025,0.07026,4.33037,3.94886,17.06731,1.68802,24.70618,14.78139,-6.57122,1.30326,-3.86259,-10.64106,-0.07153,0.00986,-0.04509,-0.09556,0.66994,0.01032,0.70085,0.64489,3.30650,0.43820,4.86577,2.42930,-3.67758,0.38335,-2.83414,-5.15130
858,9.917740821838379,351600,-165.29893,-58.76922,-1.36502,0.00170,3.09452,6.82147,1216.73578,-1504.94568,-0.17878,0.02353,-0.12209,-0.26063,0.03649,0.00006,0.03656,0.03634,0.04136,0.00023,0.04162,0.04085,-0.11369,0.56103,1.36025,-1.64664,2.47397,0.08920,2.71386,2.25725,1.64099,0.09045,1.88902,1.41697,1.66525,0.10057,2.01265,1.40307,5.19516,0.23195,5.91256,4.70415,23.03292,1.68294,28.61687,19.09425,24.02903,2.03172,30.80711,19.44880,-2.02078,0.02628,-1.95457,-2.09630,0.73400,0.01004,0.76512,0.70255,0.30705,0.22451,1.24450,-0.07007,-3.70901,0.08235,-3.54046,-3.93868,5.99596,0.20026,6.56062,5.52834,5.93285,0.21108,6.47267,5.30650,5.96440,0.17284,6.41604,5.48906,4.16041,0.06952,4.33028,3.94040,16.94987,1.32334,23.20310,15.07979,-6.49080,1.24174,-4.15618,-10.30591,-0.06726,0.01132,-0.03580,-0.09493,0.66961,0.01146,0.69674,0.63939,3.28507,0.41840,5.00958,2.65263,-3.67386,0.42964,-2.90930,-4.79071
859,5.617173910140991,352000,-199.38767,-80.37994,-1.58563,0.00173,3.10454,2.51084,836.31394,-1507.25572,-0.18070,0.02367,-0.11465,-0.25249,0.03655,0.00012,0.03669,0.03633,0.04067,0.00007,0.04084,0.04053,-0.02301,0.50662,1.30893,-1.49189,2.51867,0.09893,2.82942,2.27197,1.64597,0.09292,1.89140,1.35129,1.67306,0.10368,1.99679,1.39144,5.16051,0.22481,5.78012,4.51720,23.19183,1.71493,28.40522,19.59575,24.07226,2.18921,30.54317,19.40847,-2.02396,0.02434,-1.96621,-2.09961,0.73159,0.01079,0.75774,0.70615,0.29996,0.23097,1.53691,-0.13853,-3.69043,0.09450,-3.50131,-4.29230,6.01170,0.17404,6.47523,5.57409,5.97349,0.19012,6.48138,5.49792,5.99259,0.15574,6.40212,5.54127,4.15782,0.08171,4.36873,3.92304,17.25459,2.22044,31.15053,14.75501,-6.49773,1.42710,-3.94462,-12.50330,-0.06607,0.01092,-0.03254,-0.09308,0.67252,0.01134,0.70445,0.64238,3.29496,0.44004,4.93031,2.53610,-3.73403,0.45409,-2.90915,-5.73600
860,9.975648164749146,352400,-216.07250,-12.67459,-1.09102,0.01222,3.01141,6.95194,921.96794,-1349.63202,-0.17426,0.02438,-0.10930,-0.23215,0.03661,0.00007,0.03669,0.03648,0.04066,0.00012,0.04085,0.04046,0.09609,0.52873,2.13657,-1.09149,2.54916,0.10631,2.80383,2.27809,1.66268,0.09185,1.98423,1.43647,1.68660,0.08413,1.94549,1.42106,5.18900,0.22651,5.94242,4.70736,23.26856,1.73218,29.26250,19.67768,24.38903,1.87657,30.36966,20.22986,-2.03365,0.02627,-1.97633,-2.12777,0.72562,0.01095,0.75675,0.69553,0.26683,0.22642,0.99737,-0.11049,-3.70188,0.08358,-3.52636,-4.01125,6.02577,0.19230,6.51360,5.50315,6.03334,0.20010,6.80463,5.49641,6.02956,0.16253,6.65911,5.66194,4.13638,0.08268,4.40315,3.91261,17.16612,1.76972,28.26027,14.84037,-6.62573,1.44215,-4.17520,-10.81916,-0.06646,0.01096,-0.03708,-0.09576,0.66880,0.01282,0.69797,0.63765,3.28590,0.44760,5.53883,2.54588,-3.67273,0.42160,-2.89864,-5.02155
861,10.16252851486206,352800,-220.13528,-75.56197,1.35072,0.00213,2.88230,7.27795,1185.53744,-1504.96787,-0.17645,0.02534,-0.09362,-0.23926,0.03673,0.00006,0.03683,0.03663,0.04086,0.00011,0.04102,0.04068,-0.00811,0.58116,1.60890,-1.30629,2.60392,0.10277,2.81440,2.23079,1.65643,0.08908,1.90200,1.38776,1.67118,0.09208,1.91982,1.45699,5.21328,0.22410,5.93436,4.71119,23.23351,1.62483,27.29779,19.81359,24.32014,1.95384,30.05409,19.76586,-2.03041,0.02932,-1.95651,-2.10670,0.72254,0.00948,0.74933,0.69359,0.27353,0.24699,1.16691,-0.08713,-3.68746,0.09565,-3.45903,-4.24534,6.00336,0.19683,6.67938,5.43849,5.99139,0.22578,6.80035,5.42693,5.99738,0.17905,6.49956,5.59611,4.11933,0.07743,4.34588,3.90835,16.95490,1.89646,29.13081,14.57647,-6.71283,1.41503,-3.91092,-11.00087,-0.06184,0.01027,-0.04037,-0.09353,0.66732,0.01071,0.70395,0.64190,3.33833,0.44666,5.16597,2.50068,-3.65657,0.41584,-3.01833,-5.45654
862,7.124154806137085,353200,-195.40102,-47.41290,-1.33207,0.00169,2.80809,4.31432,1230.21810,-1477.98210,-0.17627,0.02426,-0.11665,-0.24993,0.03683,0.00014,0.03711,0.03663,0.04070,0.00010,0.04089,0.04054,0.06675,0.48632,1.19922,-1.34616,2.63486,0.11588,2.91695,2.31044,1.64080,0.08717,1.90523,1.42103,1.66894,0.09410,1.98919,1.41567,5.18590,0.23565,5.69734,4.57908,23.16476,1.55560,27.38844,19.49323,24.16189,2.13048,32.06656,19.17130,-2.03146,0.02583,-1.95976,-2.08833,0.72877,0.00858,0.75314,0.70138,0.25266,0.21916,1.03559,-0.09349,-3.72264,0.08811,-3.54863,-4.00148,6.03030,0.17523,6.44919,5.49337,6.01045,0.18210,6.50085,5.48856,6.02038,0.14960,6.37055,5.58535,4.13928,0.07556,4.34651,3.94398,16.96257,1.61060,24.58477,14.80315,-6.61563,1.52911,-3.75728,-13.60424,-0.06639,0.01055,-0.04004,-0.09511,0.66906,0.01113,0.70577,0.64121,3.28141,0.42891,5.20035,2.51586,-3.59569,0.43938,-2.72495,-5.55223
863,9.176269292831421,353600,-221.12091,-58.88503,1.33160,0.00164,2.89579,6.27879,985.49167,-1530.90053,-0.17609,0.02482,-0.10504,-0.23907,0.03687,0.00016,0.03713,0.03664,0.04075,0.00007,0.04091,0.04061,-0.02057,0.48501,1.27769,-1.63008,2.67056,0.09347,2.93426,2.41552,1.64908,0.09494,1.97528,1.42374,1.67309,0.09888,1.97332,1.41539,5.14999,0.22193,5.86691,4.57547,23.43136,2.02504,29.79044,18.90966,23.93435,2.08733,30.39633,19.68887,-2.02965,0.02492,-1.95855,-2.08953,0.72457,0.00949,0.74677,0.70513,0.23174,0.21362,1.54158,-0.15336,-3.71044,0.07488,-3.55081,-4.15093,5.97927,0.17390,6.55714,5.46120,6.00845,0.18955,6.42831,5.53596,5.99386,0.14935,6.39132,5.49858,4.13796,0.07062,4.31051,3.95612,16.94900,1.54680,25.89090,14.82734,-6.31910,1.26179,-3.53338,-10.56077,-0.06611,0.00987,-0.03422,-0.09223,0.66568,0.01168,0.69497,0.64008,3.29787,0.49116,5.20196,2.34933,-3.61632,0.42714,-2.78294,-5.36471
864,12.548934936523438,354000,-189.24474,-64.74054,1.27762,0.00165,2.99953,9.54770,1188.90637,-1541.08644,-0.17613,0.02408,-0.11425,-0.24113,0.03666,0.00013,0.03689,0.03649,0.04086,0.00011,0.04110,0.04073,0.01879,0.58289,1.67036,-1.58782,2.69348,0.09927,2.97568,2.45297,1.64699,0.09841,2.01047,1.34011,1.67825,0.09583,1.92698,1.40315,5.22786,0.22815,5.96168,4.62764,23.28572,1.76691,30.05931,19.24793,24.11478,2.01638,30.42588,18.99134,-2.03188,0.02885,-1.93964,-2.10915,0.72435,0.01025,0.76799,0.69988,0.31390,0.26661,1.24157,-0.17375,-3.70232,0.07353,-3.53114,-3.95764,5.99723,0.21167,6.60106,5.41763,6.01456,0.20079,6.49038,5.52374,6.00589,0.17918,6.51187,5.51289,4.11439,0.08061,4.35619,3.88181,16.97132,1.45259,22.54120,14.53988,-6.56267,1.58203,-3.95587,-15.06775,-0.06479,0.01034,-0.04191,-0.09104,0.66652,0.01048,0.69862,0.63941,3.26395,0.47282,5.32886,2.51131,-3.70317,0.49005,-2.87203,-5.45817
865,6.389977693557739,354400,-190.24831,164.24446,1.14950,0.00164,3.12933,3.25896,1102.43366,-1540.13345,-0.17478,0.02517,-0.08909,-0.23263,0.03701,0.00006,0.03709,0.03682,0.04128,0.00005,0.04136,0.04111,0.00765,0.49348,1.52601,-1.40235,2.73240,0.10910,3.04251,2.37253,1.65341,0.10034,2.00120,1.39136,1.68421,0.10471,2.06175,1.43062,5.20855,0.22752,5.73616,4.58159,23.18063,1.63418,28.81327,19.78694,24.46234,2.13429,32.80005,19.99065,-2.03084,0.02597,-1.95581,-2.09770,0.72397,0.01025,0.75305,0.69850,0.32918,0.24721,1.26870,-0.08022,-3.71625,0.08746,-3.54182,-4.14042,5.99739,0.18675,6.48237,5.50399,6.00744,0.18408,6.50072,5.51193,6.00242,0.15217,6.47107,5.56717,4.12098,0.07887,4.31581,3.95202,16.82597,1.25030,22.62117,14.66344,-6.68199,1.41280,-3.91280,-10.92728,-0.06792,0.01004,-0.03954,-0.09485,0.66665,0.01042,0.70096,0.63986,3.21884,0.45699,4.87019,2.28910,-3.71993,0.45878,-2.92992,-5.24740
866,5.367594957351685,354800,-183.97394,-95.20390,1.18263,0.00166,2.57688,2.78902,1235.01550,-1491.70218,-0.17549,0.02511,-0.10225,-0.23475,0.03651,0.00020,0.03690,0.03630,0.04110,0.00010,0.04132,0.04098,-0.07422,0.48585,1.30005,-1.54426,2.77637,0.09722,3.04902,2.49604,1.66455,0.09391,2.00771,1.44674,1.67961,0.09986,1.95442,1.43069,5.20967,0.20475,6.05275,4.75793,23.37604,1.68138,29.23170,20.11337,24.00402,2.02420,32.06075,20.20350,-2.02751,0.02345,-1.96874,-2.09538,0.73103,0.00966,0.75647,0.70264,0.33650,0.27894,1.40874,-0.16006,-3.72807,0.08639,-3.54239,-4.05616,5.96701,0.19479,6.39907,5.46500,5.98761,0.17297,6.66288,5.57292,5.97731,0.14920,6.40439,5.52619,4.16567,0.06501,4.32966,3.93569,17.06932,1.73375,26.81539,14.95743,-6.67366,1.56097,-4.10370,-12.40604,-0.06664,0.00926,-0.03959,-0.08638,0.66631,0.01057,0.70005,0.63888,3.26075,0.42396,4.93521,2.49690,-3.67131,0.45433,-2.77042,-5.43414
867,8.36308741569519,355200,-161.43677,-86.19291,-1.80238,0.00179,3.26787,5.09337,1195.39240,-1217.78474,-0.17743,0.02392,-0.10165,-0.23598,0.03668,0.00009,0.03681,0.03645,0.04105,0.00011,0.04122,0.04088,0.02361,0.54028,1.40519,-1.55946,2.82104,0.09698,3.07894,2.58023,1.65785,0.09734,1.98293,1.44532,1.69120,0.10405,1.99847,1.40220,5.16632,0.20289,5.76024,4.53663,23.26611,1.67026,30.88127,20.06086,24.35887,2.19968,31.52018,19.67568,-2.03385,0.02506,-1.97231,-2.11072,0.72831,0.00929,0.75261,0.69984,0.25571,0.22132,1.46447,-0.13078,-3.70667,0.08545,-3.52197,-4.24344,6.02129,0.17915,6.43308,5.53997,5.99267,0.21627,6.54768,5.37326,6.00698,0.16665,6.43393,5.51946,4.15456,0.07408,4.39179,3.93512,16.97650,1.67361,24.36552,14.58664,-6.43931,1.34406,-3.92982,-11.38622,-0.06578,0.00994,-0.04427,-0.09570,0.66281,0.01115,0.68949,0.62695,3.24513,0.48182,4.99950,2.36507,-3.61026,0.43475,-2.74421,-5.56057
868,4.215047359466553,355600,-133.55843,-64.45951,-1.33758,0.00184,2.66810,1.54507,1207.99334,-1474.61880,-0.17700,0.02406,-0.11397,-0.23002,0.03681,0.00008,0.03692,0.03668,0.04098,0.00006,0.04109,0.04089,0.01084,0.44558,1.05392,-1.42138,2.83880,0.09165,3.14112,2.62700,1.64736,0.09965,1.94386,1.33170,1.68663,0.10070,1.94216,1.44184,5.19081,0.19796,5.76217,4.72953,23.15453,1.82509,29.50092,19.03383,24.14024,1.98308,32.30592,19.97690,-2.03402,0.02266,-1.95806,-2.09669,0.72012,0.01244,0.75375,0.68967,0.27654,0.22062,1.13134,-0.17193,-3.70841,0.10745,-3.49868,-4.43536,6.00464,0.16073,6.41519,5.45427,6.00195,0.18658,6.58869,5.53721,6.00330,0.13743,6.32749,5.56293,4.10383,0.07856,4.30213,3.89326,17.11934,1.93919,24.98480,14.55801,-6.52866,1.27371,-3.53913,-10.45510,-0.06942,0.00898,-0.03828,-0.09103,0.66298,0.01169,0.69290,0.63372,3.29484,0.50079,5.49843,2.52449,-3.65169,0.44162,-2.86859,-4.94037
869,5.853782892227173,356000,-129.74870,-92.69095,-1.69983,0.00169,2.97489,2.87716,1200.91611,-1514.99885,-0.17607,0.02414,-0.11277,-0.23051,0.03636,0.00020,0.03683,0.03608,0.04069,0.00016,0.04107,0.04045,-0.13448,0.55959,1.60403,-1.80850,2.88172,0.08946,3.08108,2.65741,1.65329,0.09469,1.97533,1.43218,1.67602,0.09550,1.94384,1.45326,5.20615,0.21234,5.87684,4.76752,23.08655,1.74037,29.27181,18.54450,24.13241,2.08561,30.11965,19.60865,-2.02750,0.02877,-1.95662,-2.11807,0.72742,0.01157,0.76200,0.69381,0.28461,0.21649,1.00901,-0.09790,-3.69583,0.07514,-3.54201,-3.97514,5.95594,0.19909,6.47220,5.54273,5.96145,0.20750,6.71168,5.27534,5.95869,0.17179,6.49389,5.44237,4.14698,0.07736,4.36686,3.92244,16.84545,1.53305,25.15234,14.53384,-6.61654,1.41231,-4.28057,-12.47011,-0.06503,0.01125,-0.03633,-0.09608,0.66181,0.01078,0.68906,0.63627,3.23900,0.40028,4.87445,2.42374,-3.60372,0.41186,-2.82780,-5.21985
870,7.144558906555176,356400,-121.59567,-71.73313,1.10100,0.00167,3.26600,3.87684,1177.56996,-1533.73940,-0.17303,0.02563,-0.09792,-0.23485,0.03627,0.00004,0.03637,0.03621,0.04042,0.00008,0.04058,0.04029,0.03664,0.51395,1.62196,-1.36589,2.91404,0.09895,3.25167,2.67683,1.64798,0.08933,1.90074,1.42257,1.68602,0.09672,1.97920,1.47064,5.16811,0.20884,5.83341,4.62593,23.15536,1.80106,31.43461,19.86529,24.36122,2.11394,35.20494,19.93824,-2.03427,0.02418,-1.97570,-2.09980,0.72635,0.00944,0.75339,0.69495,0.24727,0.21022,1.00067,-0.12404,-3.70041,0.08043,-3.55508,-4.06291,6.01481,0.18465,6.52158,5.59141,6.00751,0.20396,6.58621,5.43165,6.01116,0.15773,6.49706,5.57996,4.13756,0.07419,4.37571,3.91176,17.16419,2.00101,26.60191,14.81253,-6.61320,1.52781,-3.55926,-16.02772,-0.07003,0.00931,-0.04522,-0.09792,0.66456,0.01083,0.69113,0.63350,3.30529,0.45011,5.01095,2.56979,-3.59188,0.37290,-2.79400,-4.75324
