EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
505,3.294928550720215,210400,27.55430,-20.12322,-0.01875,0.00159,2.59034,0.70295,-13.24933,-33.16863,-0.12277,0.01384,-0.08422,-0.16240,0.03036,0.00014,0.03065,0.03021,0.03972,0.00010,0.03990,0.03959,-0.15514,0.79839,2.21404,-2.30212,7.09668,0.12726,7.48212,6.74054,0.74336,0.05224,0.92188,0.61454,0.77392,0.05559,0.96340,0.64896,4.12095,0.37549,5.70343,3.29647,15.92236,1.38949,20.30856,12.64238,16.70784,1.75563,22.95870,12.37390,-2.05902,0.03255,-1.96977,-2.15357,0.88973,0.01878,0.94327,0.84566,0.11544,0.35181,2.00000,-0.45250,-4.14363,0.11684,-4.03004,-5.61945,5.94440,0.25305,6.64238,5.32017,5.96395,0.25152,6.67523,5.31000,5.95417,0.23752,6.65880,5.31508,6.24752,0.11414,6.63747,5.99845,20.03254,2.05521,38.85248,18.05774,-7.00543,1.48289,-3.59923,-14.43357,-0.21897,0.01306,-0.18481,-0.25900,0.63805,0.01464,0.68285,0.60377,2.45208,0.68249,5.47798,1.36435,-4.06553,0.58388,-3.19748,-7.16507
506,3.3126094341278076,210800,18.83825,-1.12427,0.00229,0.03663,2.87528,0.40065,-53.97216,-42.85589,-0.12328,0.01347,-0.08672,-0.15959,0.03029,0.00005,0.03039,0.03021,0.03967,0.00003,0.03973,0.03959,0.01682,0.80690,2.34517,-1.92149,6.99839,0.12050,7.31127,6.68564,0.74335,0.04795,0.88697,0.59310,0.77042,0.05445,0.93973,0.63121,4.05386,0.33017,5.12394,3.41904,15.93410,1.42927,21.83537,12.92164,16.38996,1.66034,23.10009,12.94101,-2.06723,0.03261,-1.98109,-2.16148,0.89770,0.02049,0.95965,0.81699,0.11983,0.27752,1.62278,-0.37570,-4.18886,0.07016,-4.06930,-4.70199,6.00085,0.24901,6.61843,5.42374,6.00945,0.26675,6.85044,5.32082,6.00515,0.24036,6.70356,5.42414,6.28589,0.15177,6.61481,5.71503,20.18806,2.13956,34.62186,17.79520,-6.87956,1.34958,-4.45337,-12.54441,-0.22126,0.01211,-0.18575,-0.24894,0.63786,0.01540,0.67720,0.59719,2.40841,0.64160,5.33782,1.47989,-4.08009,0.46472,-3.10343,-6.23199
507,5.633754730224609,211200,-35.24236,1.13266,0.02501,0.00161,2.56361,3.06848,-8.93948,-6.84074,-0.12391,0.01496,-0.08942,-0.16641,0.03011,0.00008,0.03026,0.02995,0.03936,0.00016,0.03967,0.03918,-0.17037,0.77398,1.84831,-2.58973,6.94425,0.13409,7.33685,6.62438,0.73808,0.04773,0.86397,0.63335,0.76842,0.05480,0.92290,0.62115,4.06339,0.34348,5.21550,3.26339,16.07421,1.31912,20.23795,13.16388,16.26323,1.46188,20.47594,12.01943,-2.06037,0.02763,-1.97848,-2.13922,0.90519,0.01799,0.95772,0.84812,0.12600,0.29481,1.93607,-0.52952,-4.17819,0.04893,-4.08009,-4.54110,5.95433,0.23785,6.51475,5.05954,5.94407,0.26750,6.60338,5.25925,5.94920,0.23036,6.54988,5.23917,6.32541,0.12598,6.61303,5.90900,20.03383,1.48994,27.39578,17.80726,-6.84692,1.14907,-4.62077,-10.91525,-0.22159,0.01300,-0.18640,-0.25956,0.63375,0.01531,0.67291,0.58733,2.35152,0.63215,5.36368,1.42247,-4.11067,0.43789,-3.24129,-6.71028
508,3.3891639709472656,211600,-24.94564,-0.64121,-0.06447,0.00179,2.63026,0.75707,-6.49350,-6.70701,-0.12214,0.01468,-0.08147,-0.16149,0.02979,0.00012,0.02998,0.02963,0.03908,0.00006,0.03919,0.03898,-0.10288,0.81769,2.05759,-2.19641,6.84138,0.13282,7.21748,6.46455,0.73754,0.05102,0.88912,0.60787,0.77117,0.05153,0.90385,0.64029,4.13684,0.37634,5.31137,3.40892,15.97775,1.43853,21.09211,13.02838,16.48788,1.57133,23.45584,13.75440,-2.06015,0.03106,-1.97721,-2.14816,0.90317,0.01901,0.94901,0.84918,0.10783,0.34086,1.42099,-0.42311,-4.17459,0.11208,-4.03323,-5.35540,5.96108,0.25547,6.59314,5.18213,5.97866,0.27022,6.73597,5.30102,5.96987,0.24235,6.61342,5.34835,6.33384,0.11401,6.65094,6.05516,20.26269,1.66521,28.82043,17.92161,-6.98176,1.21607,-4.27231,-10.85706,-0.22540,0.01423,-0.18457,-0.27034,0.63879,0.01446,0.67542,0.59800,2.33306,0.59962,4.63174,1.34424,-4.03341,0.48276,-3.29087,-6.20770
509,4.855668544769287,212000,-18.21413,-1.66765,-0.00314,0.02734,2.76683,2.06144,-4.43253,-5.48206,-0.12140,0.01496,-0.08858,-0.15557,0.02951,0.00017,0.02972,0.02915,0.03880,0.00011,0.03904,0.03855,-0.23793,0.94134,3.15548,-2.74307,6.77646,0.15110,7.14508,6.20304,0.73226,0.05313,0.85740,0.59100,0.76898,0.05928,0.93006,0.64883,4.04543,0.32449,5.22338,3.27858,16.02934,1.41841,19.83470,13.35734,16.96771,2.12782,24.34125,12.82080,-2.05381,0.03618,-1.96289,-2.17698,0.90671,0.02177,0.97050,0.85266,0.09610,0.30406,1.13299,-0.49522,-4.15706,0.09363,-4.01694,-5.10507,5.92117,0.29330,6.95901,5.09502,5.93908,0.30486,6.90477,5.29281,5.93012,0.27827,6.93189,5.19392,6.35707,0.13050,6.72274,6.03501,20.22399,1.86041,31.73056,18.06903,-6.85236,1.22240,-4.47751,-11.55853,-0.22424,0.01259,-0.18829,-0.26392,0.63991,0.01538,0.68294,0.59073,2.39294,0.64306,4.90313,1.38361,-4.07337,0.48386,-3.29314,-6.29147
510,6.510108470916748,212400,-14.94840,-7.29825,-0.14752,0.00161,2.12976,4.37868,-5.87017,-7.89044,-0.12347,0.01432,-0.08708,-0.17041,0.02921,0.00006,0.02930,0.02911,0.03857,0.00005,0.03868,0.03846,0.12268,0.93538,2.53364,-2.46636,6.65451,0.14922,6.99685,6.10677,0.73069,0.04544,0.91988,0.62031,0.76109,0.05152,0.91317,0.64446,4.07101,0.35204,5.27997,3.26214,15.95583,1.47483,25.98723,13.56670,16.53237,1.69718,25.64653,12.92893,-2.06804,0.03505,-1.97343,-2.15805,0.91351,0.01896,0.96653,0.86748,0.05726,0.30253,1.27528,-0.47405,-4.15965,0.06833,-4.03826,-4.57351,6.03653,0.28712,6.74216,5.14831,6.03567,0.29750,7.04080,5.40839,6.03610,0.27578,6.74867,5.27835,6.41105,0.12845,6.72034,6.07767,20.17748,1.61026,27.17549,18.09590,-6.90487,1.39631,-4.27459,-12.46065,-0.22437,0.01456,-0.19357,-0.26981,0.64346,0.01512,0.68697,0.60917,2.27920,0.55649,4.43155,1.38914,-4.04857,0.43066,-3.29711,-6.03621
511,5.13957405090332,212800,-5.74673,-14.57084,-0.01400,0.00160,2.61892,2.51901,-1.99281,-2.81854,-0.11934,0.01340,-0.07950,-0.15444,0.02947,0.00009,0.02963,0.02931,0.03884,0.00007,0.03899,0.03869,0.09710,0.83330,2.52882,-2.24363,6.56088,0.15454,6.92399,6.13925,0.73547,0.04928,0.86725,0.60451,0.76940,0.05236,0.91521,0.64495,4.07440,0.34709,5.31791,3.27457,16.13081,1.51128,20.21356,12.55094,16.59976,1.66624,21.65585,12.58014,-2.06123,0.03084,-1.97473,-2.16316,0.91827,0.01597,0.97344,0.87414,0.07477,0.34825,1.49953,-0.50869,-4.18056,0.12552,-4.08707,-5.77984,6.02954,0.25481,6.66715,5.18621,6.02768,0.28030,6.92334,5.25081,6.02861,0.24661,6.75316,5.34300,6.42282,0.10101,6.69126,6.14323,20.44512,2.19107,34.85013,18.28564,-6.85987,1.36752,-4.35984,-12.45593,-0.23105,0.01314,-0.18995,-0.27557,0.64798,0.01446,0.68771,0.60718,2.29410,0.59785,4.38675,1.43996,-4.02612,0.52859,-3.21599,-7.43767
512,3.8948111534118652,213200,-5.21141,-12.14849,0.01621,0.00159,2.68071,1.21246,-5.63805,-4.78898,-0.12051,0.01412,-0.08206,-0.16502,0.02950,0.00003,0.02959,0.02943,0.03883,0.00008,0.03898,0.03869,-0.11132,0.88463,2.33589,-2.63384,6.49040,0.16175,7.01756,6.01619,0.74577,0.05060,0.89265,0.61444,0.77026,0.05435,0.91085,0.61716,4.01196,0.33339,5.12476,3.33387,16.20114,1.44298,22.34622,13.06001,16.62088,1.71890,23.38116,12.22377,-2.05097,0.03418,-1.95127,-2.15726,0.91335,0.02004,0.96339,0.85619,0.09971,0.36606,2.00000,-0.43174,-4.18140,0.03501,-4.10517,-4.26250,5.97453,0.28534,6.73082,5.16903,5.95906,0.27332,6.72493,5.21087,5.96679,0.26097,6.69130,5.22372,6.40182,0.11909,6.69593,6.14087,20.17365,1.93907,32.76505,17.83377,-6.86367,1.16752,-4.44044,-11.19576,-0.23010,0.01269,-0.19527,-0.26786,0.64530,0.01656,0.69067,0.60617,2.38679,0.66975,5.97322,1.41778,-4.03825,0.48750,-3.21092,-7.13208
513,4.668253183364868,213600,-4.83099,-11.25056,-0.12865,0.00161,2.75708,1.90950,-3.94327,-5.45304,-0.12190,0.01385,-0.07554,-0.16798,0.02942,0.00004,0.02948,0.02932,0.03870,0.00008,0.03883,0.03858,0.06880,0.86606,2.57094,-1.83218,6.37635,0.16079,6.78725,6.01633,0.74463,0.05362,0.89076,0.61781,0.77679,0.05584,0.91804,0.63587,4.07593,0.33641,5.03954,3.42835,16.23004,1.35127,21.29285,13.38455,16.75911,1.63707,23.06751,13.26642,-2.05870,0.03231,-1.98511,-2.15166,0.92187,0.01680,0.96497,0.86260,0.11371,0.32701,1.31155,-0.46670,-4.16918,0.14037,-4.00329,-5.82836,6.01587,0.25875,6.69681,5.33151,6.02506,0.29288,6.91002,5.40768,6.02046,0.25627,6.76428,5.45789,6.43980,0.10784,6.69878,6.12232,20.05406,1.76961,28.26669,18.15995,-7.10255,1.49233,-4.26306,-13.95527,-0.23262,0.01305,-0.19264,-0.26591,0.64732,0.01585,0.68666,0.59530,2.38086,0.61112,4.29645,1.36269,-3.95856,0.47499,-3.28700,-7.14113
514,5.036100149154663,214000,-4.19008,-5.64881,0.04167,0.00161,2.91646,2.11799,-1.83125,-1.67423,-0.12076,0.01347,-0.08245,-0.15491,0.02943,0.00009,0.02956,0.02932,0.03889,0.00013,0.03909,0.03873,0.03652,0.89159,2.33667,-2.29183,6.27882,0.17954,6.81595,5.76402,0.74511,0.05155,0.89797,0.61497,0.77529,0.05805,0.93303,0.63063,4.06111,0.31435,5.08604,3.34658,16.44454,1.67310,21.52764,12.60303,16.76484,1.77298,23.65341,13.40994,-2.05704,0.03123,-1.97246,-2.14805,0.92206,0.01821,0.96526,0.87948,0.19315,0.37448,2.00000,-0.45351,-4.17214,0.04327,-4.07448,-4.44304,5.99869,0.27092,6.73068,5.30975,6.02387,0.29377,6.89618,5.33794,6.01128,0.26376,6.69618,5.32384,6.43567,0.11069,6.72163,6.08187,20.43705,2.02674,29.84667,17.94891,-6.91754,1.36090,-4.67308,-13.81736,-0.23152,0.01377,-0.19596,-0.26557,0.64732,0.01672,0.70677,0.61130,2.37758,0.61769,5.55816,1.50458,-3.99929,0.44903,-3.24870,-5.70027
515,4.917011260986328,214400,-4.03359,-13.76869,-0.03623,0.00180,2.55018,2.36497,-5.85253,-6.34323,-0.12219,0.01409,-0.08477,-0.16628,0.02943,0.00005,0.02950,0.02933,0.03906,0.00004,0.03912,0.03893,-0.07412,0.88878,2.38962,-3.14254,6.18574,0.16411,6.65229,5.75017,0.73922,0.04913,0.87768,0.63093,0.77274,0.05399,0.93043,0.65353,4.04941,0.33535,5.49665,3.30779,16.23630,1.43816,20.91637,13.15718,16.61201,1.79156,24.12846,12.92645,-2.05210,0.03351,-1.94492,-2.13359,0.92352,0.01929,0.96307,0.85062,0.02868,0.28049,1.20050,-0.45061,-4.15449,0.04295,-4.04239,-4.35411,5.98425,0.27013,6.83044,5.08023,5.97139,0.29548,6.81384,5.06252,5.97782,0.26314,6.70081,5.07137,6.44721,0.11710,6.68740,6.11061,20.04306,1.53223,28.83433,18.14374,-7.11462,1.38732,-4.66645,-12.66676,-0.23387,0.01275,-0.19899,-0.25923,0.64318,0.01524,0.68932,0.60829,2.26622,0.52785,4.69041,1.41593,-3.90005,0.43206,-3.18061,-6.00323
516,2.5889241695404053,214800,-4.63698,-14.78271,-0.04560,0.00196,2.35761,0.22927,-5.46251,-5.38269,-0.12176,0.01407,-0.08299,-0.16205,0.02948,0.00009,0.02964,0.02937,0.03875,0.00006,0.03892,0.03864,0.02044,0.92785,2.58453,-2.33575,6.07819,0.17829,6.60616,5.66865,0.74997,0.05441,0.87706,0.60103,0.77698,0.05134,0.90713,0.64915,4.08016,0.33911,5.43840,3.39792,16.25665,1.45255,21.13720,13.24375,16.71703,1.56877,21.83603,13.40744,-2.05570,0.03340,-1.98356,-2.15262,0.92788,0.01870,0.97510,0.88051,0.04284,0.32400,1.36620,-0.48493,-4.19021,0.07223,-4.09111,-4.91456,6.03120,0.28662,6.76182,5.29290,5.97869,0.29291,6.76306,5.28177,6.00495,0.27400,6.76244,5.31124,6.45868,0.11889,6.80948,6.07502,19.80767,1.55870,35.02797,18.19818,-7.18027,1.34588,-4.48501,-12.47667,-0.23432,0.01397,-0.19931,-0.26628,0.64454,0.01691,0.68201,0.58930,2.30190,0.55758,4.29253,1.47511,-3.86066,0.45008,-3.28251,-7.07341
517,8.719672918319702,215200,-4.92147,-9.81229,-0.03977,0.00158,2.33816,6.37988,-6.54561,-6.72639,-0.12094,0.01336,-0.07985,-0.16856,0.02970,0.00010,0.02996,0.02957,0.03884,0.00015,0.03914,0.03866,0.21007,0.94716,2.90213,-2.28406,5.96380,0.19130,6.50576,5.51468,0.74985,0.05157,0.92011,0.63554,0.77654,0.05291,0.93796,0.66349,4.10545,0.33333,5.21901,3.31513,16.49630,1.63552,25.43045,13.59236,16.82474,1.93855,24.04832,13.61071,-2.06404,0.03412,-1.97960,-2.14801,0.92924,0.01881,0.97994,0.87654,0.02272,0.31807,1.68435,-0.52909,-4.20087,0.06515,-4.07144,-4.61698,6.06229,0.28818,6.89871,5.29982,6.06192,0.31664,6.81406,5.23290,6.06210,0.28065,6.85639,5.32536,6.45743,0.12281,6.76779,6.12340,20.09802,2.09545,39.31893,18.25790,-6.89638,1.35063,-4.80813,-12.10389,-0.23846,0.01409,-0.19251,-0.27762,0.64451,0.01574,0.69335,0.60623,2.20587,0.50843,4.14700,1.34622,-3.97386,0.59085,-3.16701,-7.99025
518,5.630624294281006,215600,-7.37366,-8.10851,0.01042,0.00153,2.92168,2.70736,-11.65522,-22.26294,-0.12050,0.01398,-0.07969,-0.14954,0.03017,0.00009,0.03028,0.02997,0.03939,0.00015,0.03956,0.03913,0.14175,0.85098,2.37194,-1.90613,5.83327,0.18539,6.41455,5.36636,0.75571,0.04969,0.90775,0.61661,0.78778,0.05043,0.90928,0.67592,4.13496,0.33427,5.20885,3.29014,16.43215,1.57143,20.83821,13.12562,16.81756,1.62200,21.71570,13.14261,-2.05405,0.03111,-1.97109,-2.13260,0.92617,0.01686,0.96500,0.87435,0.11192,0.32337,2.00000,-0.38568,-4.18913,0.05406,-4.07464,-4.55120,6.02993,0.26683,6.74691,5.38637,6.05517,0.28030,6.81054,5.32822,6.04255,0.25293,6.70339,5.43545,6.44802,0.10636,6.69716,6.15605,20.06909,1.73562,27.41459,17.97968,-6.94344,1.25536,-4.82100,-11.88475,-0.24422,0.01291,-0.21488,-0.28003,0.65011,0.01457,0.68989,0.61040,2.23767,0.59781,5.84193,1.37110,-4.02431,0.48030,-3.37960,-7.51569
519,7.013210296630859,216000,-8.41247,-22.20354,-0.07095,0.00170,3.08824,3.92322,-4.77966,-9.11395,-0.11760,0.01529,-0.08192,-0.15185,0.03011,0.00004,0.03019,0.03005,0.03966,0.00006,0.03975,0.03953,-0.00400,0.86119,2.55825,-1.94494,5.70996,0.18939,6.31938,5.19774,0.76680,0.04713,0.90462,0.65954,0.80015,0.05054,0.92140,0.66953,4.12715,0.31540,5.05445,3.50955,16.45431,1.38396,20.89432,13.58309,16.71157,1.37497,21.02511,13.67674,-2.04584,0.03075,-1.97779,-2.15052,0.93523,0.01641,0.98026,0.89429,0.11697,0.31810,1.47221,-0.41210,-4.19921,0.06882,-4.09902,-4.70816,5.97731,0.26443,6.76710,5.26438,6.02211,0.28524,6.77831,5.26588,5.99971,0.25634,6.75971,5.42861,6.49221,0.10384,6.74639,6.23183,20.14733,1.85232,28.46249,17.79666,-7.11739,1.42130,-4.70250,-12.41894,-0.24158,0.01529,-0.19575,-0.28502,0.64895,0.01561,0.68629,0.61104,2.36846,0.54828,4.32436,1.39980,-4.03111,0.55765,-3.22304,-7.07543
520,3.3559088706970215,216400,-7.77540,274.66017,-0.11653,0.00157,2.76345,0.59083,-2.77757,-3.04742,-0.11980,0.01435,-0.07976,-0.15550,0.02993,0.00005,0.03006,0.02985,0.03979,0.00006,0.03990,0.03970,0.02546,0.82353,2.14447,-2.01471,5.57895,0.19454,6.06366,5.02093,0.78774,0.05955,1.01027,0.66156,0.81908,0.06643,1.09861,0.65003,4.12776,0.32477,5.25960,3.36953,17.01248,1.68213,22.66367,13.61400,17.26495,1.77888,24.88148,12.84416,-2.04311,0.03093,-1.96558,-2.12674,0.93996,0.01845,0.98293,0.89707,0.06091,0.34896,1.64840,-0.50897,-4.22054,0.07174,-4.08910,-4.70054,5.99557,0.25633,6.66848,5.38079,6.02058,0.27295,6.66745,5.36103,6.00807,0.24497,6.63802,5.39980,6.50582,0.12065,6.86466,6.21826,20.11692,2.22244,38.37700,17.61508,-7.25089,1.42190,-4.68550,-12.34185,-0.24602,0.01179,-0.21837,-0.27741,0.65014,0.01298,0.68976,0.61699,2.36896,0.58936,5.32844,1.51261,-3.93491,0.53289,-3.23691,-7.77146
521,3.8960671424865723,216800,-10.09261,118.90132,1.80047,0.00158,2.46490,1.42954,-4.87354,-29.14379,-0.11787,0.01450,-0.06344,-0.15051,0.02990,0.00006,0.03002,0.02982,0.03988,0.00006,0.03998,0.03976,0.00599,0.81448,1.82297,-2.11541,5.46480,0.20266,5.96076,4.94783,0.78764,0.05085,0.92298,0.65376,0.81350,0.05609,1.01144,0.71074,4.07552,0.29005,4.94135,3.42152,16.39788,1.55791,22.67743,12.97367,17.14982,1.76512,23.28321,13.88934,-2.03873,0.03125,-1.96282,-2.12145,0.94147,0.01485,0.97961,0.90240,0.19043,0.53782,2.00000,-0.45580,-4.22847,0.08429,-4.06929,-4.75517,5.99243,0.25031,6.54664,5.28287,6.01192,0.27646,6.77056,5.37867,6.00217,0.24255,6.55086,5.37511,6.48270,0.10025,6.76051,6.20944,20.23841,2.33632,34.16637,18.16784,-7.28140,1.28130,-4.94799,-12.11926,-0.25148,0.01431,-0.20442,-0.29152,0.65038,0.01347,0.68578,0.61720,2.34335,0.58249,5.48011,1.44317,-4.13394,0.76233,-3.19586,-7.80768
522,4.936218023300171,217200,-11.51406,108.89291,-0.11903,0.00159,2.80701,2.12756,-0.81538,-26.67114,-0.11735,0.01442,-0.07191,-0.16470,0.03009,0.00009,0.03022,0.02991,0.04027,0.00015,0.04057,0.03999,0.12421,0.89716,2.04645,-2.52301,5.32914,0.20485,5.96017,4.60298,0.81986,0.06231,1.00702,0.67143,0.84996,0.07429,1.13920,0.68816,4.14932,0.34659,5.30219,3.43268,16.83952,1.55764,21.99068,12.53162,17.29628,1.83669,24.28366,13.80314,-2.04017,0.03466,-1.94303,-2.13024,0.94422,0.01849,0.98354,0.88918,0.02857,0.42794,2.00000,-0.56062,-4.20726,0.06085,-4.07966,-4.56254,6.01060,0.28142,6.69477,5.26949,6.06571,0.28796,6.74513,5.22444,6.03816,0.26731,6.60621,5.24696,6.48122,0.11979,6.79329,6.13577,20.15727,1.87639,31.78356,17.78963,-7.21840,1.30216,-5.02683,-13.25027,-0.26150,0.01517,-0.22321,-0.29104,0.64971,0.01461,0.68562,0.60600,2.28915,0.51960,4.07995,1.56472,-3.90746,0.64234,-3.17570,-7.50348
523,5.930981397628784,217600,-48.29771,-71.88380,1.64197,0.00159,2.73060,3.19870,1651.19237,-2052.94701,-0.11689,0.01336,-0.07996,-0.15102,0.03029,0.00013,0.03054,0.03003,0.04115,0.00030,0.04169,0.04057,0.39738,0.95213,2.68517,-1.94372,5.17254,0.21193,5.68052,4.61000,0.85219,0.06184,1.05028,0.70698,0.87946,0.06412,1.04119,0.73353,4.09772,0.28769,4.98809,3.49428,17.29417,1.49355,23.44822,13.66976,17.67630,1.77522,23.89994,14.36694,-2.03626,0.03733,-1.94035,-2.13102,0.95380,0.01885,1.00864,0.89479,0.04364,0.35206,1.32653,-0.50661,-4.18312,0.06192,-4.08256,-4.55951,6.09252,0.28561,6.86739,5.34915,6.14761,0.31857,6.89546,5.40456,6.12007,0.28557,6.79730,5.42095,6.49934,0.11628,6.82833,6.20149,20.02009,1.57615,27.11607,17.75847,-7.32380,1.32524,-4.19829,-11.46994,-0.27898,0.01206,-0.25076,-0.30735,0.65812,0.01282,0.68928,0.62540,2.29787,0.47044,4.33817,1.50215,-3.76446,0.43975,-3.17746,-7.18159
524,3.4632961750030518,218000,-83.18037,-90.19446,1.79858,0.00156,2.90760,0.55408,1665.99985,-2028.72005,-0.11885,0.01577,-0.07962,-0.16518,0.03086,0.00026,0.03143,0.03055,0.04225,0.00038,0.04298,0.04170,0.45531,0.92529,2.92596,-2.33067,5.07731,0.21840,5.90114,4.33386,0.86652,0.06637,1.13600,0.72346,0.90039,0.06726,1.09471,0.74081,4.09729,0.32415,5.38016,3.38576,16.92149,1.46693,21.56870,13.81269,17.29122,1.51886,22.08590,14.31100,-2.02467,0.03447,-1.91913,-2.11854,0.94759,0.01594,0.99006,0.89417,0.17744,0.41314,2.00000,-0.49351,-4.13066,0.04660,-3.98707,-4.36001,6.12931,0.30981,6.81421,5.03450,6.14591,0.28850,6.97197,5.32175,6.13761,0.27793,6.88152,5.31378,6.37361,0.12073,6.64456,6.05734,20.34164,2.15365,34.63009,17.78047,-7.22221,1.37713,-4.79770,-12.89473,-0.29688,0.01774,-0.25519,-0.34969,0.66443,0.01614,0.71034,0.61210,2.34711,0.55973,6.28134,1.54348,-3.88754,0.50513,-3.21602,-6.96844
525,5.391645908355713,218400,-126.14152,-65.94523,-1.58990,0.00158,2.57523,2.81479,1644.55210,-2079.98862,-0.11667,0.01467,-0.07123,-0.15596,0.03229,0.00056,0.03328,0.03143,0.04408,0.00074,0.04541,0.04299,0.96197,0.85906,3.40703,-1.58118,4.92028,0.22084,5.50234,4.33745,0.87966,0.06219,1.09332,0.71549,0.91141,0.06551,1.06644,0.75255,4.09774,0.34091,5.12504,3.30241,17.15867,1.55768,23.34166,13.76091,17.38553,1.66925,23.86899,13.90880,-2.03841,0.03335,-1.93856,-2.12119,0.92699,0.01902,0.98058,0.88375,0.10752,0.41420,2.00000,-0.46340,-4.11650,0.06702,-3.96427,-4.50066,6.29010,0.27273,7.01271,5.60445,6.29754,0.28887,7.18968,5.42629,6.29382,0.26259,7.04872,5.51565,6.12427,0.13265,6.53814,5.79449,20.02140,2.69254,39.04069,17.39937,-6.92946,1.23201,-4.33168,-11.05999,-0.31874,0.01591,-0.27441,-0.35798,0.66356,0.01345,0.70535,0.63067,2.33857,0.52608,4.17496,1.50421,-3.74875,0.57105,-3.11369,-8.61591
526,3.472910165786743,218800,-167.12539,-55.97490,1.69879,0.00158,2.45803,1.01326,1556.99809,-2000.85413,-0.11966,0.01374,-0.08769,-0.15535,0.03405,0.00048,0.03492,0.03329,0.04662,0.00062,0.04768,0.04542,0.84400,0.76207,2.96970,-1.50149,4.83213,0.20915,5.38683,4.24684,0.89243,0.06471,1.08235,0.73625,0.92220,0.06842,1.10051,0.75294,4.00625,0.27800,4.97738,3.39749,17.07414,1.32767,23.36791,13.44917,17.40114,1.80904,22.35073,13.33202,-2.03927,0.03062,-1.94736,-2.12526,0.91325,0.01602,0.95191,0.85923,0.10276,0.38990,1.63912,-0.55379,-4.12605,0.05689,-3.99237,-4.53333,6.25487,0.25159,6.98639,5.39453,6.26957,0.26792,7.00009,5.59442,6.26222,0.23690,6.92048,5.54076,6.01042,0.10630,6.34303,5.69936,19.90411,2.48723,35.23672,17.46256,-6.99981,1.36504,-4.34871,-14.08080,-0.32128,0.01469,-0.28574,-0.36442,0.65318,0.01207,0.68767,0.62402,2.30295,0.57301,4.13236,1.50795,-3.73132,0.57926,-3.06825,-6.25413
527,4.2628257274627686,219200,-204.06020,-90.89171,-2.18007,0.00167,2.57489,1.68621,1640.56796,-2037.40254,-0.11686,0.01336,-0.08447,-0.15108,0.03575,0.00049,0.03669,0.03493,0.04888,0.00061,0.04992,0.04769,0.82941,0.77058,3.02510,-0.91503,4.73200,0.20444,5.21163,4.07684,0.89727,0.06675,1.09490,0.74627,0.91949,0.06105,1.09006,0.77116,3.96953,0.28708,5.00216,3.38284,17.15519,1.60152,22.33798,13.47226,17.26975,1.51539,21.48316,13.61815,-2.05403,0.03386,-1.97693,-2.16046,0.88763,0.01747,0.92982,0.82885,0.06028,0.43717,2.00000,-0.53447,-4.09719,0.05215,-3.95272,-4.33077,6.26167,0.24517,6.95757,5.62143,6.26069,0.28183,7.09277,5.64942,6.26118,0.24370,6.95864,5.71669,5.86157,0.11264,6.15021,5.48785,19.55249,2.78814,34.97305,16.93916,-6.98157,1.29956,-4.10048,-11.72614,-0.31016,0.01325,-0.26898,-0.34535,0.64315,0.01240,0.67636,0.61115,2.45706,0.70145,4.62317,1.34230,-3.68022,0.64338,-3.06089,-6.99434
