EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,backward_eval_rewards,forward_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
10,5.048354625701904,12400,-1.20975,-79.08366,-0.36485,0.00175,2.46369,2.58286,-1.11924,-1.94570,-0.23298,0.01856,-0.17571,-0.28551,0.53279,0.00921,0.54882,0.51708,0.53282,0.00921,0.54884,0.51711,-6.33197,0.17264,-6.03624,-6.63686,-25.22353,0.36608,-24.37509,-25.96639,0.70451,0.12844,1.08922,0.50799,0.69012,0.12006,0.98108,0.49892,0.16413,0.02516,0.24064,0.10994,69.87149,23.02233,122.78831,17.98708,71.01203,21.80123,114.70212,29.92223,-0.12851,0.00495,-0.11878,-0.14282,0.01599,0.00180,0.02077,0.01223,-0.08562,0.00551,-0.07392,-0.09879,-0.18720,0.01251,-0.16295,-0.23277,-4.06145,0.01629,-4.01124,-4.10322,-4.05761,0.01761,-4.00364,-4.10943,-4.05953,0.01254,-4.01755,-4.09117,0.41211,0.01600,0.46954,0.38264,-2.59413,0.19171,-1.84296,-2.94701,-6.62582,0.66341,-5.49529,-9.16819,-0.00806,0.01235,0.01769,-0.04032,0.10046,0.00486,0.11483,0.09081,0.34129,0.03496,0.44308,0.26729,-0.47785,0.06501,-0.36421,-0.73899
11,4.447441101074219,12800,-1.81585,-94.72353,-0.69434,0.00159,2.50745,1.93834,-3.31420,-3.24316,-0.24355,0.01872,-0.20139,-0.29052,0.50183,0.00867,0.51692,0.48704,0.50186,0.00867,0.51695,0.48707,-6.92620,0.17162,-6.62342,-7.23096,-26.37640,0.33735,-25.65750,-26.98765,0.71376,0.11999,1.03138,0.51487,0.70734,0.12502,1.09911,0.48138,0.15895,0.02354,0.22150,0.10764,74.80037,22.34836,118.72244,30.82199,75.93574,23.92760,130.33066,21.14137,-0.12941,0.00309,-0.12304,-0.13699,0.01836,0.00210,0.02413,0.01499,-0.07770,0.00648,-0.06118,-0.09737,-0.19396,0.01308,-0.16880,-0.22943,-4.04790,0.01844,-4.00157,-4.09579,-4.04827,0.01761,-3.99738,-4.10493,-4.04808,0.01320,-4.01576,-4.08449,0.43733,0.01754,0.48587,0.39570,-2.42576,0.24542,-0.71733,-2.89116,-6.60989,0.64592,-5.54546,-8.90933,-0.00850,0.00938,0.01512,-0.03624,0.11334,0.00585,0.12486,0.10072,0.39133,0.03778,0.49835,0.30620,-0.50981,0.06578,-0.35887,-0.67802
12,3.3770570755004883,13200,-2.12169,-215.10585,-0.29311,0.00159,2.68653,0.68889,-2.59113,-2.66419,-0.24205,0.02022,-0.18975,-0.29987,0.47269,0.00816,0.48690,0.45876,0.47272,0.00816,0.48692,0.45879,-7.52124,0.17195,-7.22024,-7.82892,-27.40918,0.30938,-26.75329,-28.01499,0.72765,0.13750,1.15109,0.50043,0.71422,0.12668,1.04551,0.51972,0.16463,0.02260,0.24266,0.11995,79.44375,24.96812,143.14964,19.54408,80.01720,24.06068,131.94186,32.58204,-0.12993,0.00365,-0.12075,-0.13881,0.02018,0.00194,0.02452,0.01574,-0.07103,0.01090,-0.04103,-0.08992,-0.20035,0.01418,-0.17241,-0.25198,-4.04214,0.01764,-3.98451,-4.09613,-4.03758,0.01919,-3.98355,-4.08477,-4.03986,0.01350,-3.99627,-4.07560,0.45743,0.01627,0.51138,0.41930,-2.28752,0.26573,-1.14402,-2.72260,-6.79372,0.83844,-5.71074,-10.90271,-0.00868,0.01049,0.01544,-0.03433,0.12119,0.00446,0.13621,0.11158,0.42413,0.03773,0.56098,0.32493,-0.53466,0.05353,-0.40723,-0.68169
13,3.325641393661499,13600,-2.31056,-83.82589,-0.63648,0.00156,2.73468,0.58934,-2.64783,-3.23493,-0.24075,0.01894,-0.18052,-0.28949,0.44524,0.00769,0.45862,0.43212,0.44527,0.00769,0.45865,0.43216,-8.11244,0.16963,-7.81282,-8.41955,-28.35079,0.28522,-27.72163,-28.98160,0.72633,0.12736,1.03421,0.52840,0.72111,0.12672,1.11143,0.51892,0.16147,0.02259,0.24608,0.12212,83.35811,24.00022,134.56186,39.04755,84.10701,24.82365,142.87738,36.89558,-0.13088,0.00469,-0.11981,-0.14227,0.02230,0.00191,0.02744,0.01801,-0.06746,0.00925,-0.03855,-0.08385,-0.21571,0.01362,-0.18545,-0.25542,-4.03049,0.01967,-3.97196,-4.07880,-4.02624,0.01988,-3.96986,-4.07618,-4.02836,0.01495,-3.98480,-4.06682,0.48538,0.01991,0.54329,0.43226,-2.20336,0.26382,-1.01512,-2.72013,-6.75139,0.80784,-5.59375,-10.10270,-0.00214,0.01068,0.02176,-0.02453,0.13476,0.00631,0.14969,0.12143,0.50351,0.04134,0.63825,0.40168,-0.56815,0.07384,-0.43501,-0.83980
14,4.547605991363525,14000,-2.69848,-89.80859,-0.40098,0.02176,2.72832,1.79747,-2.08939,-4.13499,-0.24023,0.02020,-0.19043,-0.29074,0.41940,0.00724,0.43200,0.40704,0.41943,0.00724,0.43203,0.40708,-8.70443,0.17113,-8.41268,-9.02285,-29.19897,0.31582,-28.60592,-30.22429,0.73244,0.13451,1.04342,0.50767,0.73854,0.14685,1.34225,0.52259,0.16520,0.02537,0.27341,0.11917,86.59500,25.29601,136.81540,35.69330,88.40027,28.21411,169.37035,31.24925,-0.13260,0.00467,-0.12285,-0.14249,0.02479,0.00253,0.03083,0.01923,-0.05746,0.00958,-0.03738,-0.08204,-0.22603,0.01428,-0.18871,-0.26681,-4.02191,0.01919,-3.95608,-4.06459,-4.01721,0.02229,-3.95813,-4.07733,-4.01956,0.01529,-3.97956,-4.06089,0.50274,0.01758,0.54167,0.45935,-2.06819,0.27456,-1.19602,-2.56808,-6.71795,0.63569,-5.55174,-9.01209,-0.00660,0.00778,0.01299,-0.02524,0.14220,0.00464,0.15144,0.13074,0.53344,0.04662,0.64431,0.40204,-0.61349,0.07595,-0.45164,-0.83871
15,3.2590034008026123,14400,-3.05430,-141.28557,-0.87487,0.00161,2.55937,0.69796,-3.13837,-3.48479,-0.24109,0.01967,-0.18363,-0.30300,0.39506,0.00681,0.40692,0.38343,0.39510,0.00681,0.40696,0.38347,-9.28888,0.17272,-8.98981,-9.59711,-30.00324,0.34874,-29.40037,-30.90712,0.73292,0.14583,1.13560,0.51017,0.73832,0.14175,1.11226,0.50225,0.16947,0.02666,0.26279,0.12284,89.04646,27.00318,144.82759,39.57823,91.10257,27.41559,153.11394,34.99633,-0.13416,0.00619,-0.12084,-0.14999,0.02590,0.00205,0.03008,0.02170,-0.06634,0.00916,-0.04653,-0.08874,-0.22969,0.01883,-0.19051,-0.27860,-4.00578,0.01946,-3.94925,-4.06960,-4.00229,0.02279,-3.93675,-4.07864,-4.00403,0.01533,-3.95988,-4.05904,0.53116,0.02052,0.59356,0.47689,-1.96952,0.28314,-0.63593,-2.48872,-6.85789,0.74599,-5.61689,-9.32540,-0.00925,0.00948,0.00796,-0.03373,0.15477,0.00614,0.17667,0.14233,0.59013,0.05680,0.77001,0.46695,-0.67995,0.09127,-0.48262,-0.92624
16,3.388943672180176,14800,-3.19586,-66.60731,-0.00761,0.00211,2.66805,0.71873,-3.85885,-4.11414,-0.24590,0.01985,-0.18674,-0.29254,0.37215,0.00642,0.38332,0.36120,0.37219,0.00642,0.38336,0.36124,-9.87570,0.17170,-9.56203,-10.20557,-30.68374,0.37096,-30.09418,-31.64614,0.73511,0.14200,1.09808,0.49533,0.69297,0.14426,1.21884,0.46928,0.17004,0.02439,0.26293,0.12220,91.97979,27.07278,152.69525,40.83245,80.47954,32.33912,170.08945,19.35352,-0.13744,0.00602,-0.12510,-0.14880,0.02840,0.00283,0.03500,0.02347,-0.05903,0.01152,-0.03184,-0.08184,-0.23917,0.01968,-0.19898,-0.30939,-3.99645,0.02553,-3.91914,-4.07180,-3.98966,0.02435,-3.90996,-4.05911,-3.99306,0.01896,-3.93355,-4.04663,0.55974,0.02145,0.62163,0.51318,-1.75330,0.32113,-0.76985,-2.41206,-6.90634,0.80380,-5.66093,-11.31934,-0.00888,0.00971,0.01245,-0.03212,0.16600,0.00645,0.18565,0.15424,0.66400,0.08129,0.98208,0.51583,-0.71416,0.09010,-0.53087,-0.96893
17,3.618194103240967,15200,-3.58982,-188.57805,-0.13873,0.00159,2.91128,0.70527,-5.23940,-3.95552,-0.25049,0.02112,-0.19401,-0.29914,0.35057,0.00604,0.36109,0.34026,0.35061,0.00604,0.36113,0.34030,-10.45708,0.16737,-10.16530,-10.76601,-31.34733,0.43833,-30.59344,-32.21197,0.73933,0.15126,1.15465,0.46809,0.69880,0.15206,1.12307,0.48573,0.17567,0.02609,0.25792,0.12853,94.08370,28.30893,159.75124,31.77180,85.30923,33.01795,164.05779,20.32064,-0.14399,0.00653,-0.13130,-0.15882,0.03089,0.00218,0.03493,0.02543,-0.05867,0.01040,-0.02665,-0.07449,-0.25074,0.02252,-0.20101,-0.32069,-3.98155,0.02502,-3.90038,-4.05969,-3.97515,0.02515,-3.90513,-4.03729,-3.97835,0.01863,-3.92717,-4.03937,0.57293,0.02304,0.64547,0.52089,-1.66908,0.35720,-0.22639,-2.32404,-6.90496,0.75882,-5.78562,-10.51891,-0.00648,0.01138,0.02020,-0.03529,0.17277,0.00785,0.19630,0.15241,0.67686,0.08886,1.10238,0.53613,-0.76146,0.10167,-0.56203,-1.04842
18,4.926399230957031,15600,-4.47814,-141.95978,0.08769,0.00157,2.52778,2.39700,-8.99070,-5.77528,-0.24624,0.01882,-0.18914,-0.29178,0.33025,0.00569,0.34016,0.32054,0.33029,0.00569,0.34020,0.32058,-11.03949,0.16908,-10.74283,-11.34231,-31.86113,0.46055,-31.13646,-32.80701,0.73337,0.14867,1.10863,0.53600,0.74882,0.15255,1.21064,0.47969,0.17422,0.02718,0.28231,0.11179,95.20723,28.29466,157.56471,41.79443,99.72820,30.09602,165.63118,34.19334,-0.14691,0.00447,-0.13914,-0.15811,0.03334,0.00145,0.03667,0.02934,-0.05900,0.00659,-0.04256,-0.07290,-0.26333,0.01611,-0.23324,-0.32509,-3.96772,0.02527,-3.91256,-4.04286,-3.96496,0.02405,-3.89066,-4.02583,-3.96634,0.01892,-3.91296,-4.01167,0.59317,0.02164,0.65118,0.53639,-1.51618,0.35660,-0.17757,-2.17629,-6.88896,0.67262,-5.79011,-8.98726,-0.00775,0.01480,0.02525,-0.03947,0.18048,0.00645,0.19537,0.16712,0.69706,0.06969,0.94731,0.54813,-0.77520,0.10199,-0.51198,-1.08042
19,8.429388761520386,16000,-4.83514,-101.76364,-0.66782,0.00160,2.77611,5.65163,-6.72120,-3.07319,-0.24577,0.01958,-0.19922,-0.31228,0.31112,0.00536,0.32045,0.30198,0.31116,0.00536,0.32049,0.30202,-11.61314,0.16328,-11.31173,-11.92343,-32.27583,0.45160,-31.54555,-33.11995,0.72639,0.14631,1.14189,0.52179,0.74065,0.15933,1.21975,0.49637,0.17481,0.02456,0.27657,0.12676,96.53908,27.55221,157.14555,48.81175,99.77483,30.95246,169.82236,23.35796,-0.14949,0.00609,-0.13541,-0.16242,0.03521,0.00339,0.04399,0.02940,-0.05505,0.00992,-0.02788,-0.07986,-0.26819,0.01740,-0.23276,-0.31521,-3.95108,0.02953,-3.87817,-4.02306,-3.94546,0.02964,-3.84637,-4.02146,-3.94827,0.02406,-3.87427,-4.01514,0.62895,0.02877,0.70896,0.56115,-1.37738,0.38125,0.03071,-2.06847,-7.03768,0.70011,-5.81951,-9.45542,-0.00681,0.01559,0.03244,-0.04029,0.19449,0.00945,0.21010,0.17283,0.75606,0.08643,1.07198,0.58362,-0.82227,0.09520,-0.60314,-1.16070
