EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
289,465.4704990386963,360000,-1676.11432,-2599.21527,-0.85330,0.16233,9.87366,455.43443,-2959.34291,-937.33496,-875.60565,-1166.86338,-1246.17413,-1882.58539,-3.89370,0.13214,-3.50310,-4.19840,0.03900,0.00019,0.03921,0.03867,0.04979,0.00031,0.05024,0.04924,0.07314,0.00039,0.07380,0.07267,0.08985,0.00018,0.09013,0.08945,0.09484,0.00051,0.09554,0.09409,0.09868,0.00044,0.09930,0.09805,-0.12609,0.39537,1.02580,-1.12514,305.99365,4.09209,316.05725,292.66208,5.39674,2.46173,16.45684,2.88216,5.73448,2.51809,19.72983,2.71922,7.73205,3.50984,24.77070,2.08219,3088.03876,1117.68092,6830.08398,899.38318,3561.27892,1365.41557,9233.70312,966.24713,-1.14822,0.01460,-1.11044,-1.19216,0.45871,0.00704,0.47807,0.43821,0.14437,0.14933,0.83319,-0.13093,-3.23639,0.13175,-2.93480,-3.61829,5.96339,0.21811,6.59402,5.40365,5.93403,0.22123,6.58712,5.41027,5.94583,0.21140,6.61732,5.24960,5.98234,0.23095,6.63533,5.38159,5.93993,0.25546,6.59004,5.31202,5.95061,0.24801,6.65949,5.39514,5.95269,0.14923,6.37645,5.58933,3.36478,0.08907,3.56066,3.13500,23.97991,4.24410,35.25352,15.44909,-6.26572,1.38919,-4.00205,-10.33948,-0.13182,0.02917,-0.03773,-0.20684,1.31616,0.01571,1.35465,1.27171,4.21761,0.52634,6.03655,3.41665,-4.28191,0.48241,-3.43344,-6.76545
290,462.4474136829376,361200,-1398.70541,-2705.79271,-0.54572,0.02673,10.25391,452.16673,-2999.86238,-844.14031,-827.47004,-1167.59535,-1310.50579,-1975.09081,-3.87356,0.13471,-3.50360,-4.16390,0.03855,0.00006,0.03867,0.03846,0.04902,0.00015,0.04924,0.04867,0.07226,0.00018,0.07273,0.07198,0.08949,0.00023,0.08982,0.08912,0.09404,0.00024,0.09447,0.09370,0.09809,0.00016,0.09832,0.09776,-0.01779,0.38425,0.75259,-1.00802,305.11539,3.78239,314.95547,295.55731,4.62119,1.15656,10.08469,2.83485,5.38233,2.22850,17.99043,2.78253,8.22765,3.77229,27.68425,2.59092,3330.17055,1371.85404,10099.92285,834.26428,3727.54669,1831.66288,10450.23828,621.64282,-1.15300,0.01370,-1.12018,-1.18919,0.45856,0.00536,0.47267,0.44493,0.13352,0.15980,0.87253,-0.11623,-3.25107,0.14078,-2.97356,-3.83850,5.99173,0.19719,6.43119,5.51810,5.95890,0.21994,6.50625,5.26812,5.98838,0.22790,6.53693,5.31921,6.01111,0.23997,6.71385,5.28573,6.01806,0.22627,6.67618,5.45374,6.00202,0.23918,6.53323,5.46308,5.99503,0.14539,6.29096,5.62885,3.38118,0.09651,3.62956,3.10843,23.44912,3.91697,35.61995,16.92988,-6.30255,1.38040,-3.78998,-13.04322,-0.12976,0.02583,-0.05713,-0.20796,1.31871,0.01609,1.35860,1.27624,4.29169,0.55591,6.17221,3.42342,-4.18127,0.41241,-3.26988,-5.49678
291,451.08223724365234,362400,-1481.65038,-2684.97653,-1.04276,0.09319,10.02188,440.96711,-3230.57661,-687.44260,-822.32619,-1101.96919,-1416.81750,-2260.03945,-3.89211,0.13154,-3.53888,-4.14700,0.03844,0.00012,0.03863,0.03822,0.04875,0.00009,0.04893,0.04856,0.07292,0.00019,0.07319,0.07243,0.09004,0.00014,0.09029,0.08974,0.09475,0.00014,0.09499,0.09445,0.09834,0.00008,0.09855,0.09818,0.03962,0.38037,0.93017,-1.16844,305.18832,3.73792,314.31192,295.66135,4.78670,2.06146,16.99240,2.95549,5.28093,2.32439,13.42769,2.76694,7.38621,3.37433,29.50532,2.31669,3050.31233,1023.34214,6572.40039,907.53815,3275.62431,1183.49088,7858.02930,515.48657,-1.15340,0.01375,-1.11768,-1.19778,0.46023,0.00610,0.47379,0.44381,0.10986,0.15942,0.89823,-0.13467,-3.24440,0.12593,-2.97723,-3.72012,5.99224,0.20779,6.50737,5.46424,6.01835,0.21612,6.62862,5.46967,6.03216,0.22948,6.58991,5.41199,6.02367,0.24003,6.73271,5.23655,6.01091,0.22578,6.59066,5.41956,6.01728,0.23476,6.62122,5.36720,6.01577,0.14349,6.35837,5.56063,3.36262,0.08615,3.61007,3.15529,23.68050,3.63593,36.15717,16.99492,-6.41443,1.62424,-3.15081,-11.40568,-0.12637,0.02597,-0.03105,-0.19182,1.32068,0.01683,1.35773,1.26521,4.21447,0.43325,6.31341,3.43171,-4.18687,0.43047,-3.39950,-6.19322
292,458.64180874824524,363600,-1484.09037,-2616.18422,-0.78821,0.05079,10.02268,448.56827,-3052.66760,-888.39000,-888.98170,-1180.93843,-1322.54558,-2041.11170,-3.87824,0.11855,-3.59405,-4.19553,0.03826,0.00018,0.03847,0.03796,0.04886,0.00011,0.04902,0.04866,0.07286,0.00014,0.07311,0.07250,0.09008,0.00023,0.09038,0.08963,0.09505,0.00018,0.09538,0.09472,0.09882,0.00016,0.09908,0.09847,-0.03887,0.38157,0.97639,-1.22889,304.80070,3.80222,315.44708,293.71936,5.49007,2.51134,18.26614,2.77799,5.01553,1.90994,13.71419,2.61743,8.81058,7.81390,82.23270,2.54167,3219.71744,1009.83114,7500.21436,712.39740,3240.59769,1328.00714,7904.32617,611.44977,-1.14301,0.01530,-1.10379,-1.17282,0.45584,0.00479,0.47113,0.43877,0.12822,0.13174,0.58381,-0.10248,-3.19333,0.12261,-2.92474,-3.55004,5.95335,0.21761,6.52288,5.25697,5.99457,0.22392,6.60913,5.35301,5.96379,0.22188,6.57897,5.45710,5.97073,0.25061,6.56718,5.19749,6.03059,0.22286,6.59361,5.50272,6.01226,0.24095,6.66091,5.32794,5.98755,0.14241,6.37422,5.55964,3.36973,0.07885,3.57844,3.12367,24.00512,3.52056,33.15958,16.97741,-6.45569,1.40269,-3.21266,-11.46705,-0.13525,0.02675,-0.06085,-0.23293,1.32199,0.01347,1.35649,1.28823,4.13781,0.40841,5.56392,3.36222,-4.23618,0.48993,-3.47339,-5.93208
293,473.66878151893616,364800,-1429.63375,-2571.23835,-1.73185,0.16882,10.23810,463.13422,-2979.71291,-748.04201,-856.17998,-1076.50760,-1235.39945,-1966.91813,-3.86681,0.12655,-3.50268,-4.39787,0.03772,0.00014,0.03801,0.03745,0.04862,0.00017,0.04881,0.04821,0.07199,0.00020,0.07248,0.07164,0.08905,0.00024,0.08963,0.08879,0.09521,0.00021,0.09544,0.09466,0.09816,0.00038,0.09898,0.09758,-0.12271,0.34569,0.89078,-0.90622,304.42430,3.96940,315.99619,293.88162,6.32734,4.61334,32.74571,2.87724,4.59973,1.57823,15.31903,2.58297,8.19620,4.01699,25.51259,2.96377,3770.28558,1758.70049,9473.16895,825.24066,2972.91173,1033.90394,6504.00684,570.53735,-1.15076,0.01437,-1.11433,-1.18860,0.45771,0.00541,0.46958,0.44286,0.15049,0.17619,1.06675,-0.12221,-3.19471,0.10896,-2.95514,-3.51371,5.94357,0.20520,6.49747,5.42810,5.95185,0.20241,6.46134,5.39243,5.95947,0.21641,6.56452,5.41391,5.96573,0.23184,6.55235,5.29302,5.96164,0.23415,6.64555,5.34216,5.94557,0.22404,6.47087,5.38237,5.95464,0.13005,6.33039,5.64157,3.34466,0.09126,3.60016,3.11476,23.28195,3.61906,37.98416,15.88063,-6.32932,1.69221,-2.20248,-14.54749,-0.13066,0.02754,-0.05147,-0.20197,1.31496,0.01614,1.36097,1.26922,4.11599,0.46124,5.70790,3.43014,-4.29682,0.51394,-3.42910,-6.59760
294,458.07756519317627,366000,-1493.92087,-2569.07746,-3.18299,0.00339,10.01183,448.06229,-3127.95809,-800.14529,-797.92669,-1131.49505,-1244.68025,-2017.66902,-3.85704,0.12584,-3.47121,-4.29624,0.03754,0.00015,0.03774,0.03730,0.04839,0.00012,0.04858,0.04819,0.07181,0.00020,0.07217,0.07154,0.08924,0.00036,0.08973,0.08872,0.09510,0.00046,0.09568,0.09447,0.09783,0.00032,0.09836,0.09736,0.07010,0.37597,1.21112,-0.81854,303.51188,3.96330,317.86044,293.55966,4.69755,1.58111,11.54098,2.71727,4.71616,1.93253,15.42780,2.74038,8.50444,4.87602,39.25092,2.51235,2962.53895,866.87944,5530.41846,892.30627,3214.58493,1063.44332,6720.20605,680.08002,-1.15536,0.01182,-1.12267,-1.18161,0.45799,0.00514,0.47438,0.43669,0.15791,0.16334,0.79708,-0.13896,-3.21576,0.13447,-2.92481,-3.62804,6.01673,0.23480,6.63310,5.43199,6.02327,0.20937,6.67896,5.47869,6.01461,0.21366,6.46426,5.43908,6.04116,0.23024,6.56014,5.27312,6.05053,0.22599,6.72143,5.50496,6.01622,0.25706,6.83107,5.42350,6.02709,0.14096,6.44749,5.69087,3.36648,0.08460,3.57566,3.16617,23.48875,3.36216,33.56695,16.79004,-6.19748,1.56529,-3.22862,-12.72104,-0.12892,0.02539,-0.07281,-0.21269,1.31994,0.01630,1.37358,1.27971,4.25644,0.46385,6.43700,3.49121,-4.23948,0.44243,-3.33110,-5.59756
295,456.9824056625366,367200,-1651.55134,-2616.28839,-1.07747,0.04541,10.01791,446.91903,-3005.90172,-945.29104,-920.78085,-1208.21203,-1300.20867,-2057.85169,-3.86647,0.12349,-3.53084,-4.28431,0.03780,0.00011,0.03796,0.03750,0.04879,0.00026,0.04927,0.04845,0.07233,0.00026,0.07267,0.07178,0.09021,0.00024,0.09049,0.08974,0.09634,0.00044,0.09708,0.09567,0.09835,0.00045,0.09936,0.09793,0.11698,0.27955,0.79057,-0.51652,303.25248,3.70346,316.87210,292.45517,4.56554,1.39088,11.58533,2.95306,4.45961,1.27341,10.62305,2.83691,7.71777,4.73021,37.36159,2.47466,2701.76288,1017.05717,5381.60400,762.31122,3228.02747,1116.35754,7207.56641,1039.80127,-1.15262,0.01157,-1.12104,-1.18811,0.46077,0.00511,0.47946,0.44706,0.13906,0.14658,0.74376,-0.11803,-3.24367,0.12869,-2.99001,-3.61413,6.03058,0.21651,6.79733,5.51903,6.06066,0.20850,6.60756,5.58200,6.03219,0.18736,6.60400,5.23825,6.03344,0.19473,6.62337,5.55255,6.05329,0.20676,6.64660,5.52897,6.05538,0.21845,6.86161,5.48920,6.04426,0.10404,6.27542,5.81354,3.38679,0.09356,3.68118,3.17595,23.56475,3.86594,43.39579,15.92558,-6.24371,1.45984,-3.32255,-11.39957,-0.12780,0.02694,-0.05681,-0.19883,1.32434,0.01308,1.35634,1.29465,4.17875,0.51804,6.01462,3.42180,-4.25660,0.46623,-3.34086,-6.10615
296,455.83199763298035,368400,-1400.92678,-2645.98455,-0.79841,0.11090,10.28222,445.43881,-2867.43055,-765.31900,-840.42680,-1140.28029,-1286.98077,-1976.69476,-3.85445,0.11863,-3.52398,-4.16588,0.03794,0.00008,0.03810,0.03780,0.04925,0.00018,0.04940,0.04886,0.07259,0.00006,0.07271,0.07252,0.09109,0.00023,0.09138,0.09049,0.09702,0.00010,0.09721,0.09679,0.10012,0.00033,0.10081,0.09935,0.05621,0.35442,1.31002,-0.81000,302.75492,3.53190,311.58035,294.50031,4.28852,1.20212,9.39138,2.87714,4.65664,1.65074,12.54421,2.73794,7.65636,3.91650,27.49864,2.58584,2916.90698,773.07882,4911.35498,1004.87396,3402.18542,1428.02154,9425.88672,1007.54700,-1.15090,0.01266,-1.12405,-1.19190,0.45797,0.00685,0.47541,0.44167,0.13814,0.16994,0.83223,-0.10697,-3.21265,0.14406,-2.93344,-3.68453,6.02902,0.20091,6.66192,5.46343,5.97690,0.20130,6.67655,5.41640,6.01224,0.21765,6.51614,5.39971,6.03825,0.22347,6.71518,5.51429,6.01473,0.24307,6.59980,5.40536,6.06664,0.23569,6.75336,5.55228,6.02296,0.13525,6.47433,5.69998,3.35171,0.08668,3.65570,3.11886,23.20136,3.95378,38.69999,16.45458,-6.04252,1.41354,-3.43509,-12.04289,-0.13089,0.02746,-0.06825,-0.19819,1.32186,0.01473,1.37700,1.27870,4.18826,0.56665,6.35668,3.22611,-4.12983,0.43709,-3.29393,-6.29971
297,462.7872943878174,369600,-1569.79769,-2591.31049,-0.95113,0.11302,10.02343,452.54963,-2903.32675,-787.10870,-819.31265,-1078.99725,-1283.92703,-1928.87945,-3.84014,0.12187,-3.48947,-4.23033,0.03814,0.00003,0.03821,0.03810,0.04860,0.00012,0.04893,0.04844,0.07261,0.00008,0.07275,0.07245,0.09120,0.00020,0.09146,0.09086,0.09725,0.00008,0.09738,0.09711,0.10083,0.00011,0.10109,0.10063,-0.02604,0.34271,0.65823,-1.12020,302.16129,3.51603,313.26160,292.91934,5.04941,1.63984,10.83765,2.72445,5.15683,2.18194,16.79731,2.94003,8.93625,8.38912,109.58923,2.33435,3592.55438,1405.44228,8732.69043,1040.42896,3407.84914,1241.93506,7869.47412,1234.96301,-1.14736,0.01006,-1.12046,-1.17893,0.45881,0.00672,0.47205,0.44161,0.14714,0.15878,0.80989,-0.13485,-3.19318,0.12102,-2.93140,-3.63662,6.00767,0.18991,6.58474,5.47187,5.96803,0.22808,6.57143,5.27611,5.99917,0.20154,6.47844,5.28742,5.97400,0.21880,6.49878,5.28175,5.98838,0.22824,6.55971,5.36583,6.00286,0.24456,6.50836,5.03016,5.99002,0.12980,6.23085,5.58922,3.37388,0.08775,3.60241,3.11742,23.92883,4.01543,35.65023,16.73957,-6.24966,1.25769,-3.44559,-10.67574,-0.12814,0.02788,-0.05033,-0.20220,1.32165,0.01558,1.35308,1.27952,4.26883,0.52861,6.56334,3.31304,-4.25493,0.47998,-3.45469,-5.73874
298,465.22483110427856,370800,-1597.47919,-2523.54755,-0.81253,0.00328,10.09550,455.12599,-2949.75862,-1004.21031,-822.83705,-1150.96667,-1257.43381,-1886.34356,-3.83502,0.12951,-3.37342,-4.29032,0.03835,0.00009,0.03854,0.03810,0.04865,0.00008,0.04876,0.04851,0.07269,0.00008,0.07284,0.07241,0.09107,0.00012,0.09126,0.09083,0.09757,0.00026,0.09792,0.09713,0.10146,0.00020,0.10171,0.10102,-0.00480,0.32696,0.92655,-0.93285,301.84948,3.86081,311.38669,289.08707,4.26789,1.48227,11.02684,2.81082,5.26899,2.03930,14.12978,2.57531,8.19272,4.31969,30.03502,2.15678,2710.31257,885.76421,5220.95264,899.69513,3315.16298,1223.88437,8279.35938,882.09674,-1.14409,0.01124,-1.11704,-1.16816,0.45672,0.00561,0.46904,0.44191,0.15675,0.16246,1.05679,-0.09373,-3.20085,0.11375,-2.91417,-3.56385,5.97829,0.20998,6.51515,5.34421,5.99495,0.19133,6.49759,5.50281,5.98137,0.19602,6.50942,5.56748,6.00834,0.21101,6.59739,5.37772,6.02016,0.21485,6.58638,5.32789,6.01700,0.23682,6.72810,5.43390,6.00002,0.12428,6.34984,5.64519,3.36480,0.08345,3.58863,3.13938,24.09896,3.99270,36.13694,16.55203,-6.29472,1.62033,-3.43657,-12.46960,-0.12430,0.02011,-0.06925,-0.19224,1.32393,0.01445,1.35548,1.28205,4.24065,0.57149,7.32561,3.40515,-4.35604,0.53847,-3.41222,-6.23537
299,446.96797704696655,372000,-1485.51093,-2575.60336,-0.83695,0.11288,10.17810,436.67693,-2900.09018,-911.25850,-827.03933,-1116.25071,-1238.59292,-1934.10506,-3.82733,0.13401,-3.50078,-4.21406,0.03781,0.00011,0.03809,0.03770,0.04847,0.00008,0.04864,0.04835,0.07225,0.00009,0.07240,0.07207,0.09140,0.00019,0.09174,0.09105,0.09726,0.00021,0.09770,0.09681,0.10153,0.00016,0.10180,0.10096,-0.03571,0.40904,0.87854,-1.04519,301.38007,3.89565,311.97104,291.09976,5.02881,2.03419,15.88464,2.77759,4.77466,1.54129,11.71123,2.77649,7.81123,4.10763,42.76105,2.94729,3076.36026,1121.72381,6844.75684,936.77612,3294.83581,1226.45836,6929.79199,544.44476,-1.14932,0.01141,-1.12028,-1.18350,0.45646,0.00510,0.47001,0.44525,0.12863,0.14744,0.73802,-0.16693,-3.22122,0.12361,-2.95090,-3.60938,5.97659,0.20243,6.50326,5.46446,6.00768,0.20638,6.60234,5.56817,5.98442,0.23282,6.61319,5.36043,6.01014,0.22949,6.69400,5.31003,5.96400,0.26522,6.58421,5.30926,5.97347,0.24328,6.60504,5.38193,5.98605,0.15600,6.33424,5.59026,3.35718,0.09337,3.63442,3.09228,23.96370,3.95907,34.00612,16.78083,-6.13478,1.56317,-3.33064,-12.85080,-0.13087,0.02584,-0.07588,-0.21816,1.31868,0.01682,1.37830,1.27705,4.20452,0.49565,6.00002,3.27116,-4.29578,0.48861,-3.44036,-6.14213
300,439.541424036026,373200,-1427.86780,-2526.36966,-0.96733,0.02180,10.16324,429.35630,-2955.31985,-1011.43025,-839.61461,-1265.22737,-1299.15055,-1996.93953,-3.82592,0.13394,-3.48257,-4.19637,0.03777,0.00008,0.03791,0.03765,0.04862,0.00012,0.04880,0.04846,0.07163,0.00019,0.07209,0.07144,0.09134,0.00014,0.09165,0.09111,0.09621,0.00026,0.09680,0.09583,0.10051,0.00017,0.10094,0.10019,-0.02753,0.41286,1.09198,-1.01054,301.09488,4.14905,315.92404,290.42941,5.71108,2.46095,17.59045,2.93242,5.77851,3.33108,31.10243,2.76069,8.17225,3.87567,33.79295,2.70279,3886.49238,1877.72703,11537.40625,812.88013,3371.74805,1272.35739,10345.00000,591.23187,-1.14492,0.01800,-1.09574,-1.18466,0.45454,0.00533,0.47457,0.44229,0.14404,0.13083,0.68086,-0.07175,-3.24187,0.12410,-2.99908,-3.64346,5.99121,0.22115,6.60228,5.49051,6.01567,0.25412,6.67477,5.26706,5.96806,0.23575,6.83131,5.40321,6.01672,0.24241,6.75445,5.44278,5.97137,0.22184,6.62008,5.42124,5.96817,0.23949,6.80572,5.35901,5.98853,0.15376,6.40566,5.61877,3.39852,0.09141,3.70406,3.19631,24.99603,4.15703,38.41962,17.22314,-6.42782,1.69592,-3.36700,-17.93387,-0.13253,0.02516,-0.07125,-0.19659,1.32179,0.01600,1.37056,1.27709,4.29356,0.48057,5.79556,3.41646,-4.33694,0.54666,-3.30064,-7.03091
301,462.6257588863373,374400,-1614.02648,-2578.08196,-1.00133,0.03997,10.12449,452.46125,-2972.68465,-914.58496,-825.69866,-1044.37027,-1292.87449,-2032.95039,-3.81541,0.12911,-3.42909,-4.21621,0.03780,0.00006,0.03788,0.03768,0.04859,0.00012,0.04879,0.04840,0.07087,0.00030,0.07147,0.07045,0.09185,0.00019,0.09221,0.09163,0.09606,0.00010,0.09620,0.09568,0.09969,0.00011,0.10017,0.09944,-0.05080,0.42919,1.21423,-1.24315,300.33201,3.70324,310.03998,289.88681,4.81039,1.74682,12.20402,2.61297,5.13199,2.85360,20.08037,2.67572,7.24175,3.52234,23.31452,2.35699,3157.23306,1367.60134,10035.80078,770.03894,3923.64246,1790.73117,8901.11621,1166.67798,-1.15074,0.01310,-1.12291,-1.18307,0.45340,0.00554,0.46703,0.43965,0.12897,0.15169,0.70314,-0.14739,-3.21744,0.12607,-2.91959,-3.67874,5.99669,0.21434,6.56940,5.43116,5.96711,0.23549,6.56464,5.30298,5.95602,0.26034,6.62940,5.24180,6.01511,0.23346,6.87740,5.41140,5.97811,0.27176,6.72059,5.37132,5.97250,0.25405,6.64917,5.13770,5.98092,0.16270,6.46726,5.53845,3.40357,0.08614,3.64452,3.16184,25.25264,4.09697,36.46538,16.75230,-6.54707,1.64898,-3.62686,-12.46876,-0.13067,0.02958,-0.04887,-0.20904,1.31744,0.01826,1.36807,1.27893,4.34058,0.48305,5.72172,3.49298,-4.39606,0.50250,-3.41610,-6.32156
302,473.0525860786438,375600,-1585.66233,-2488.85824,-1.84955,0.03540,10.43264,462.50411,-2955.66880,-718.50244,-774.49264,-1108.78883,-1243.03176,-1931.93064,-3.80228,0.11540,-3.42608,-4.08069,0.03734,0.00019,0.03767,0.03699,0.04853,0.00010,0.04870,0.04834,0.07040,0.00016,0.07062,0.07009,0.09168,0.00032,0.09205,0.09111,0.09552,0.00011,0.09571,0.09531,0.09914,0.00013,0.09943,0.09891,-0.05936,0.34220,0.89314,-0.88737,300.01192,3.67438,311.21127,290.39203,4.93478,1.99412,11.85877,2.77920,4.87983,1.29043,9.08606,2.89001,7.73169,3.93275,27.14494,2.27042,3031.68124,990.39291,6035.03857,900.84320,3073.34754,862.84276,5399.29395,1046.42090,-1.14941,0.01288,-1.10819,-1.18111,0.45590,0.00634,0.47548,0.43746,0.14762,0.19397,0.97096,-0.13840,-3.22056,0.11232,-2.93980,-3.56782,5.93804,0.21995,6.46841,5.30196,6.02516,0.20269,6.56240,5.48864,5.97272,0.18531,6.51108,5.42126,5.95760,0.21097,6.57472,5.46085,5.99678,0.24900,6.92477,5.33149,5.97941,0.25215,6.62388,5.19836,5.97828,0.13042,6.36949,5.65929,3.37924,0.08674,3.64549,3.21403,24.20767,4.16680,39.90134,16.81467,-6.35941,1.53454,-3.10693,-14.44060,-0.12629,0.02799,-0.05508,-0.21182,1.31847,0.01469,1.36262,1.27521,4.27694,0.55425,6.68151,3.32747,-4.29808,0.52377,-3.23990,-6.34078
303,443.76916575431824,376800,-1592.06134,-2588.69059,-0.67246,0.00968,9.95251,433.80691,-3059.05206,-819.73892,-822.83089,-1128.39865,-1311.61866,-2008.09328,-3.81126,0.12166,-3.47059,-4.11338,0.03697,0.00009,0.03707,0.03674,0.04881,0.00006,0.04895,0.04870,0.07031,0.00016,0.07056,0.07007,0.09108,0.00010,0.09129,0.09090,0.09533,0.00011,0.09553,0.09511,0.09851,0.00018,0.09890,0.09814,-0.03005,0.34820,0.88983,-0.96252,299.65637,3.44000,309.97498,289.62701,4.92871,1.63752,11.18704,2.65795,4.45815,1.24623,11.25049,3.01133,8.35481,4.60662,37.24332,2.86200,2923.53861,948.96557,5269.01270,833.22418,3428.76247,1532.00279,9257.26855,782.86609,-1.15471,0.01195,-1.12299,-1.18426,0.45532,0.00620,0.47094,0.43709,0.14162,0.18622,0.80641,-0.17367,-3.20371,0.10640,-2.96969,-3.52935,5.96972,0.19546,6.49036,5.48663,6.00731,0.21250,6.62713,5.48848,5.99901,0.21858,6.56589,5.05839,5.99336,0.22402,6.58709,5.40635,5.99572,0.23231,6.54942,5.39590,5.96800,0.22825,6.53475,5.32201,5.98885,0.13120,6.33872,5.62387,3.39176,0.08055,3.63003,3.15751,23.95147,3.66550,36.07926,16.23219,-6.30681,1.58394,-3.31293,-13.22749,-0.13289,0.02656,-0.05334,-0.20588,1.31669,0.01357,1.35212,1.28573,4.23154,0.49934,6.33916,3.43629,-4.26270,0.55611,-3.39674,-6.78472
304,466.4302616119385,378000,-1377.28254,-2578.33134,-3.19072,0.05255,9.71496,456.66269,-3082.29878,-755.38491,-791.72861,-989.44996,-1302.43361,-2072.46782,-3.81878,0.12505,-3.47520,-4.13097,0.03671,0.00004,0.03682,0.03664,0.04873,0.00007,0.04882,0.04862,0.07001,0.00007,0.07013,0.06984,0.09095,0.00006,0.09109,0.09083,0.09558,0.00022,0.09594,0.09528,0.09813,0.00012,0.09843,0.09789,0.00041,0.36334,1.05138,-0.95178,299.64686,3.89780,310.91843,289.87332,4.23969,1.30602,10.20855,2.61843,5.43576,2.14427,17.15531,2.92100,7.47490,3.44031,22.57097,2.49449,2897.79530,1110.85789,8834.51465,939.23401,3375.30490,1122.32918,7423.57178,935.34320,-1.15587,0.01128,-1.12888,-1.18525,0.45797,0.00613,0.47540,0.44268,0.14938,0.17537,0.73514,-0.15126,-3.21720,0.10210,-2.96027,-3.51879,6.00694,0.20065,6.55962,5.47574,5.98221,0.20133,6.63159,5.47134,5.98992,0.22036,6.66690,5.43724,5.99981,0.22423,6.65905,5.41784,6.01890,0.23588,6.65257,5.48107,6.00684,0.23202,6.80591,5.36549,6.00077,0.13796,6.40374,5.63996,3.38615,0.08082,3.60013,3.16731,24.24685,4.05453,39.28105,17.08617,-6.36753,1.52395,-2.80388,-12.40247,-0.13643,0.02272,-0.08929,-0.19326,1.31606,0.01662,1.36190,1.27401,4.31604,0.56221,6.31028,3.43366,-4.27004,0.53085,-3.38300,-6.42224
