EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,forward_10_eval_rewards,forward_5_eval_rewards,forward_6_eval_rewards,forward_7_eval_rewards,forward_8_eval_rewards,forward_9_eval_rewards,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
84,451.3264741897583,114000,-3972.42834,-5317.27929,-4.42663,0.10034,10.35818,440.86789,-6461.52221,-1123.80186,-1771.54897,-4127.80270,-5451.90846,-5664.21280,-6.49476,0.08290,-6.29591,-6.70931,0.02839,0.00011,0.02856,0.02816,0.03221,0.00002,0.03226,0.03217,0.03577,0.00014,0.03597,0.03550,0.03426,0.00013,0.03455,0.03402,0.03413,0.00018,0.03443,0.03384,0.02927,0.00002,0.02931,0.02923,0.29681,0.76543,2.23971,-1.63678,344.22563,2.27709,349.75009,336.73636,7.00792,3.40655,32.41671,4.51811,6.81516,1.69696,13.49042,4.23696,2.63949,0.74849,5.83658,1.27632,2932.70641,1209.40023,8771.79492,642.87433,2919.10251,776.75738,4977.63525,1233.63721,-1.18350,0.01626,-1.14200,-1.21999,0.44478,0.00596,0.45944,0.43006,-0.02899,0.09236,0.31361,-0.21576,-2.94971,0.11012,-2.71083,-3.23599,6.11732,0.24390,6.74334,5.35672,6.00887,0.27367,6.60563,5.33765,6.11022,0.27505,6.82735,5.39805,6.14703,0.30835,7.01336,5.32339,6.15207,0.35331,7.03986,5.11538,5.98737,0.32959,6.92572,5.17927,6.08715,0.22307,6.65332,5.52309,4.04148,0.10270,4.27040,3.80706,20.71730,1.60622,29.25845,17.82872,-6.60370,1.29625,-3.46763,-10.49708,-0.10596,0.04997,0.04430,-0.23992,1.34076,0.02196,1.38663,1.29098,4.04084,0.46318,6.26180,3.45844,-3.86952,0.24511,-3.38017,-4.98045
85,462.4827604293823,115200,-3770.54174,-4756.37422,-1.31291,0.03797,10.21799,452.22674,-6311.43041,-1097.74168,-1775.87691,-4188.45742,-4117.50559,-5193.31952,-6.47772,0.07988,-6.26909,-6.65389,0.02871,0.00007,0.02883,0.02856,0.03242,0.00009,0.03257,0.03224,0.03616,0.00009,0.03629,0.03598,0.03477,0.00011,0.03497,0.03455,0.03467,0.00013,0.03490,0.03443,0.02937,0.00007,0.02949,0.02927,0.27548,0.70333,1.93549,-1.45905,346.03223,2.07800,352.30673,340.26349,8.18778,3.81887,35.31717,4.12050,7.23539,1.94143,15.41397,4.57056,2.77235,0.85385,6.11487,1.32724,3400.55693,1341.58755,9766.05859,836.27228,3045.43983,834.41004,5452.53076,859.88556,-1.17892,0.01670,-1.13087,-1.21878,0.44657,0.00629,0.46913,0.43182,-0.02113,0.08613,0.34553,-0.19224,-2.90940,0.10155,-2.69413,-3.20624,6.06287,0.26689,6.81469,5.46013,6.06727,0.23704,6.68947,5.35857,6.06472,0.25484,6.76345,5.33952,6.10146,0.30619,6.94537,5.26007,6.11713,0.29396,6.82705,5.34365,6.07055,0.33882,6.89614,5.13525,6.08067,0.20529,6.56565,5.57580,4.06268,0.11502,4.41894,3.78947,20.69587,2.16564,30.85485,17.27700,-6.79959,1.25760,-4.33558,-10.55252,-0.10290,0.04964,0.03631,-0.23276,1.34339,0.02029,1.39861,1.28843,4.08620,0.60508,7.03065,3.39763,-3.91570,0.33932,-3.38919,-6.15858
86,461.8091938495636,116400,-3432.20975,-4981.76073,-4.38450,0.10144,10.20104,451.42183,-6320.69798,-1098.01902,-1660.87229,-2452.62167,-4605.00137,-4811.37877,-6.46454,0.09292,-6.19849,-6.66368,0.02890,0.00006,0.02898,0.02881,0.03264,0.00005,0.03273,0.03255,0.03646,0.00007,0.03655,0.03629,0.03516,0.00007,0.03524,0.03498,0.03495,0.00004,0.03502,0.03489,0.02959,0.00005,0.02968,0.02949,0.12112,0.69718,1.61132,-2.11416,347.80024,2.47435,356.76654,340.76416,7.17305,1.74052,13.65765,4.34457,7.48398,1.69500,13.43521,4.57321,2.71833,0.80296,5.72850,1.36342,2983.54325,822.28141,6103.36328,1010.51953,3660.00740,1287.70189,7156.27197,677.52264,-1.19008,0.01927,-1.14981,-1.23828,0.44778,0.00783,0.47127,0.42681,-0.03487,0.08890,0.31800,-0.21494,-2.94697,0.09897,-2.73426,-3.19482,6.03780,0.22430,6.59376,5.40930,6.02032,0.24950,6.81720,5.20716,6.04846,0.28895,6.80911,4.78619,6.03985,0.29184,6.76148,5.24157,6.01616,0.30814,6.69193,5.10168,6.04956,0.32554,6.95643,4.94969,6.03536,0.20450,6.47301,5.37857,4.05149,0.10970,4.33170,3.78053,20.68644,2.02136,32.54805,16.97861,-6.80118,1.42793,-4.24576,-11.57923,-0.09269,0.05652,0.06632,-0.23040,1.33156,0.02334,1.38965,1.26374,4.02766,0.55149,6.89079,3.41258,-3.90245,0.23622,-3.34757,-4.72556
87,465.47168040275574,117600,-3462.26006,-5191.29254,-2.35394,0.00517,9.88556,455.54209,-6138.74762,-1070.32436,-1697.95960,-2754.95059,-3441.49574,-4836.40524,-6.42735,0.07913,-6.25005,-6.63357,0.02897,0.00004,0.02903,0.02890,0.03262,0.00006,0.03276,0.03255,0.03640,0.00005,0.03650,0.03634,0.03516,0.00009,0.03536,0.03507,0.03490,0.00007,0.03504,0.03481,0.02974,0.00012,0.03000,0.02963,0.07707,0.70464,1.83404,-1.77961,349.10652,2.23703,354.52615,342.88507,7.15615,1.72288,13.86291,4.66011,8.17802,3.01628,22.52814,4.91566,2.91106,0.97485,8.46825,1.52603,2903.46023,771.21110,4993.18359,1106.21216,3419.44794,1204.47192,7993.50537,1076.67834,-1.19415,0.01821,-1.14276,-1.23840,0.45134,0.00685,0.46610,0.43167,-0.00529,0.09154,0.33534,-0.21759,-2.98018,0.10879,-2.66391,-3.28035,6.01417,0.22565,6.61629,5.31853,6.01813,0.28008,6.84369,5.15119,5.96546,0.28491,6.75224,5.13937,6.03876,0.27901,6.78004,5.39731,6.01003,0.29543,6.75799,5.28875,6.08564,0.32645,7.13312,5.29852,6.02203,0.20656,6.53587,5.47547,4.02981,0.11269,4.31408,3.75576,21.06856,2.11204,28.61787,16.91698,-6.94923,1.52279,-4.35953,-12.92393,-0.09223,0.05030,0.01003,-0.23938,1.32930,0.02389,1.38303,1.27186,4.04344,0.51192,6.68188,3.43165,-3.95983,0.27365,-3.35000,-5.28941
88,457.3326573371887,118800,-2983.59992,-4623.10905,-1.34588,0.02451,10.07526,447.23284,-6362.98311,-1146.50438,-1643.18743,-2846.64684,-3874.74151,-4997.20561,-6.38911,0.08845,-6.07941,-6.60501,0.02905,0.00006,0.02922,0.02899,0.03285,0.00004,0.03293,0.03274,0.03641,0.00005,0.03651,0.03631,0.03545,0.00005,0.03554,0.03534,0.03516,0.00007,0.03527,0.03501,0.03024,0.00013,0.03047,0.02999,0.22679,0.75809,2.14071,-1.67513,349.95359,2.47391,355.32379,342.45270,7.79550,2.07787,15.50401,4.64412,8.36924,2.27863,16.15229,5.05497,2.76170,0.87378,8.07650,1.48016,3020.62633,907.54673,5532.17432,665.88611,3491.37814,1255.10385,7753.26904,845.36542,-1.20069,0.01977,-1.14462,-1.24535,0.45316,0.00831,0.47778,0.43530,-0.02455,0.09409,0.23782,-0.19680,-2.97059,0.10012,-2.69610,-3.29749,6.05968,0.24301,6.82148,5.45431,6.04778,0.26125,6.83123,5.33969,6.04036,0.28729,6.87806,5.19817,6.04377,0.32533,6.94014,5.07815,6.06713,0.31550,6.92591,5.20262,6.13754,0.35074,7.17652,5.24127,6.06604,0.22269,6.63167,5.50415,4.06723,0.09974,4.32444,3.84429,21.06918,2.07869,30.39147,17.15916,-6.84108,1.39837,-4.09456,-10.81396,-0.10617,0.06269,0.02196,-0.29282,1.32913,0.02453,1.39067,1.26729,4.02180,0.45007,5.72668,3.40957,-3.90286,0.24973,-3.37305,-5.14716
89,452.54529452323914,120000,-3125.93187,-4975.68657,-9.13920,0.08855,10.04506,442.41164,-6259.80687,-1183.00766,-1675.96176,-2631.52407,-4018.89627,-4856.57783,-6.36987,0.08526,-6.04958,-6.61100,0.02959,0.00019,0.02985,0.02922,0.03307,0.00009,0.03320,0.03293,0.03653,0.00003,0.03659,0.03646,0.03573,0.00011,0.03590,0.03549,0.03554,0.00014,0.03574,0.03527,0.03077,0.00018,0.03108,0.03048,0.25706,0.82678,2.60576,-2.33607,351.36703,2.42664,357.05029,342.72406,7.36329,1.62502,14.74161,4.28908,7.86714,2.16458,15.50691,4.71316,3.01745,0.93433,5.93816,1.48506,2820.13015,757.32170,5047.27100,870.13507,3081.75446,898.06763,5484.81738,809.97485,-1.20116,0.01843,-1.15447,-1.24384,0.45779,0.00749,0.47776,0.43786,0.00306,0.10618,0.37519,-0.20705,-3.00827,0.10717,-2.72001,-3.28768,6.12785,0.26070,6.80041,5.52077,6.04560,0.27990,6.87305,5.31139,5.97768,0.31345,6.95344,5.11998,6.06356,0.34358,6.97270,5.12304,6.08881,0.31946,6.86760,5.18226,6.14410,0.36510,7.29712,5.24834,6.07460,0.24369,6.76871,5.30777,4.02884,0.11948,4.42769,3.70676,21.08319,2.02229,29.94339,17.19272,-6.81763,1.42539,-3.94896,-12.37645,-0.09598,0.04722,0.01836,-0.21780,1.33027,0.02421,1.39649,1.26763,4.01942,0.41183,6.01958,3.49780,-3.99640,0.24829,-3.49633,-4.91060
90,466.4317035675049,121200,-3342.26145,-4813.59237,-1.59264,0.02659,10.29048,456.11458,-7094.27690,-1098.08483,-1522.30450,-2537.66739,-3609.76417,-4422.84411,-6.36277,0.08478,-6.11442,-6.62833,0.03007,0.00012,0.03023,0.02985,0.03334,0.00008,0.03348,0.03320,0.03653,0.00010,0.03675,0.03641,0.03608,0.00015,0.03626,0.03586,0.03605,0.00021,0.03641,0.03574,0.03128,0.00014,0.03149,0.03108,0.30265,0.61028,1.95813,-1.06287,353.63500,2.51723,361.19818,344.15796,7.66503,1.99336,14.91813,4.58507,8.84612,2.07122,14.86930,5.10725,2.85294,0.96980,6.49326,1.32078,3009.49914,871.17299,5600.01123,1015.18652,3316.54341,831.68106,5350.79492,1076.08386,-1.18930,0.02006,-1.13438,-1.23131,0.45671,0.00639,0.47191,0.43944,0.01231,0.10758,0.33403,-0.17719,-3.06924,0.12691,-2.81127,-3.47584,6.08530,0.20936,6.74429,5.55138,6.05539,0.21775,6.69798,5.44546,6.06703,0.24073,6.66709,5.49758,6.08587,0.29534,6.82989,5.35540,6.13915,0.29103,6.97680,5.38797,6.10363,0.30283,7.23928,5.33514,6.08939,0.18051,6.57773,5.68666,4.10640,0.10371,4.37394,3.86994,21.38048,2.01984,28.42940,18.15986,-6.83223,1.32607,-3.94924,-11.59758,-0.08109,0.04586,0.02681,-0.19102,1.34075,0.02130,1.39092,1.29315,4.08974,0.35400,5.87432,3.56272,-4.01804,0.25466,-3.46338,-4.74327
91,457.043741941452,122400,-3710.32761,-4681.19668,-2.85958,0.04307,9.85126,447.14934,-6207.24366,-1036.17692,-1603.95161,-2866.80305,-4032.45215,-6203.77548,-6.32659,0.09622,-6.03146,-6.57548,0.03067,0.00022,0.03106,0.03024,0.03395,0.00022,0.03432,0.03349,0.03723,0.00021,0.03752,0.03676,0.03650,0.00008,0.03665,0.03626,0.03681,0.00020,0.03714,0.03642,0.03186,0.00022,0.03222,0.03149,0.43312,0.68858,2.21999,-1.27133,354.07422,2.69079,359.92780,347.12781,7.60790,1.59309,12.27612,4.72529,7.69854,1.63300,14.20204,4.96296,2.90446,1.09011,10.71369,1.43126,3018.02895,798.38056,4804.79297,938.63147,3090.63689,924.24656,7005.85547,1058.43713,-1.20075,0.01374,-1.16129,-1.23037,0.45958,0.00713,0.47749,0.43880,-0.01239,0.09797,0.35285,-0.19344,-3.04455,0.09964,-2.77205,-3.37584,6.15278,0.22079,6.72834,5.48102,6.14170,0.25166,6.90943,5.51427,6.12079,0.28855,6.86403,5.48844,6.06900,0.29640,6.98594,5.29580,6.12629,0.29815,6.84141,5.37688,6.15761,0.33883,7.05244,5.28024,6.12803,0.20469,6.65854,5.62518,4.07361,0.09554,4.30619,3.82301,21.41004,1.84079,28.45004,17.39009,-6.93727,1.40732,-4.14993,-14.68138,-0.09560,0.05964,0.08801,-0.23081,1.33665,0.01979,1.38871,1.28552,4.01542,0.37035,5.83720,3.44942,-4.00570,0.24553,-3.49074,-5.07066
92,447.1078772544861,123600,-3521.00234,-4314.17287,-4.25682,0.02216,9.91444,437.17119,-6044.34789,-1113.23682,-1652.82508,-2744.88967,-3700.82889,-4902.74736,-6.30786,0.09333,-6.07249,-6.55776,0.03147,0.00021,0.03180,0.03106,0.03478,0.00022,0.03513,0.03433,0.03789,0.00018,0.03816,0.03753,0.03696,0.00018,0.03727,0.03666,0.03733,0.00009,0.03750,0.03714,0.03246,0.00014,0.03269,0.03221,0.34296,0.78103,2.52352,-1.80581,355.46298,2.61430,363.19830,349.50958,8.03626,3.76156,44.14155,4.82300,8.06255,2.13304,17.60513,5.13946,2.92961,0.94993,6.08695,1.52520,3161.70526,1376.61946,12285.11719,819.70056,3019.48790,977.31975,6195.33203,760.08490,-1.18992,0.02037,-1.12618,-1.24073,0.45996,0.00646,0.47998,0.44677,0.03012,0.11289,0.44921,-0.18611,-3.02422,0.11007,-2.76756,-3.36516,6.12697,0.25743,6.83392,5.45444,6.12166,0.25742,6.95754,5.37874,6.09753,0.29149,6.94413,5.41945,6.09924,0.33304,7.14796,5.26411,6.06271,0.32534,6.84911,5.07853,6.10401,0.33027,7.03357,5.24012,6.10202,0.23333,6.75189,5.45983,4.08527,0.11095,4.42657,3.84669,21.32124,2.17788,30.41304,17.16035,-6.82923,1.35966,-4.32657,-12.06011,-0.08081,0.05945,0.06014,-0.24475,1.33936,0.02668,1.42434,1.26656,4.12976,0.45577,6.49554,3.44653,-4.00464,0.24476,-3.52846,-4.84452
93,439.8118951320648,124800,-3539.53314,-4696.28560,-4.49852,0.05293,9.95450,429.80441,-5922.93540,-1061.12243,-1614.78654,-2617.54154,-3955.77970,-5417.94403,-6.28091,0.08546,-6.04482,-6.55719,0.03216,0.00017,0.03249,0.03181,0.03544,0.00018,0.03581,0.03513,0.03844,0.00013,0.03872,0.03816,0.03766,0.00021,0.03801,0.03727,0.03780,0.00014,0.03801,0.03751,0.03306,0.00017,0.03331,0.03270,0.36933,0.68061,3.14279,-1.27341,356.61867,2.50960,363.06305,346.80579,8.69718,3.59973,37.17070,5.13332,8.08953,1.84915,17.24890,5.58804,2.88838,0.95096,7.66758,1.25354,3466.64964,1359.06963,11069.07617,1085.59924,3317.58365,1165.14644,7979.75684,1063.99854,-1.18775,0.01712,-1.13961,-1.23269,0.45879,0.00632,0.47728,0.44371,0.03762,0.12364,0.63352,-0.18986,-3.04737,0.09332,-2.82952,-3.30581,6.11687,0.22064,6.98159,5.53688,6.10885,0.24849,6.91849,5.51900,6.09263,0.28960,6.84627,5.33676,6.13444,0.26698,6.96869,5.49746,6.08465,0.29966,6.89826,5.17325,6.12619,0.33781,7.26201,5.30146,6.11060,0.20435,6.93918,5.61879,4.09256,0.10681,4.44636,3.81202,21.18201,1.76670,28.50491,17.90070,-6.86763,1.25824,-4.41709,-12.15308,-0.08390,0.05527,0.08117,-0.21661,1.34112,0.01967,1.40664,1.27768,4.04087,0.47469,6.52375,3.45432,-3.94176,0.21559,-3.48095,-4.68701
94,451.7018759250641,126000,-3250.91879,-4450.03724,-6.25503,0.04790,9.94957,441.70435,-6235.84831,-1125.37374,-1623.18042,-2962.32372,-4532.32194,-5318.74520,-6.25418,0.09862,-5.97093,-6.52641,0.03287,0.00023,0.03327,0.03250,0.03631,0.00027,0.03675,0.03582,0.03928,0.00028,0.03972,0.03873,0.03832,0.00018,0.03868,0.03802,0.03838,0.00024,0.03883,0.03801,0.03363,0.00023,0.03406,0.03332,0.41730,0.63080,1.84743,-1.36223,357.71106,2.73350,364.57065,351.26923,8.80444,2.32004,15.80195,5.24543,8.51095,2.22871,17.83179,5.62121,3.00862,1.01090,8.09395,1.69189,3305.94226,919.79235,5590.18408,1268.23828,3451.68796,1314.66063,8813.23047,1233.79224,-1.18329,0.01343,-1.15498,-1.21596,0.46007,0.00808,0.48325,0.43788,0.02968,0.10432,0.37747,-0.16520,-2.97658,0.10780,-2.76125,-3.36693,6.11717,0.23678,6.70253,5.56378,6.12824,0.26271,6.87102,5.32534,6.13435,0.28395,6.96923,5.36981,6.09488,0.27431,6.74786,5.43507,6.13066,0.27737,6.76956,5.37592,6.14976,0.29796,6.85984,5.38254,6.12584,0.19052,6.55725,5.58879,4.08839,0.11047,4.42722,3.79511,21.46369,2.02196,30.16928,17.97859,-6.97798,1.39699,-4.27009,-12.94416,-0.08172,0.04037,0.01678,-0.21686,1.34601,0.02098,1.39628,1.29003,4.04163,0.41319,6.13257,3.49573,-3.99165,0.23315,-3.52649,-4.68271
95,466.97131299972534,127200,-3483.49409,-4331.18102,-2.68540,0.15932,10.19256,456.57264,-6026.13779,-1063.50279,-1428.96632,-2138.12768,-3544.11059,-4493.99812,-6.23760,0.09011,-5.94006,-6.48498,0.03368,0.00025,0.03421,0.03327,0.03694,0.00014,0.03723,0.03674,0.03997,0.00018,0.04028,0.03971,0.03882,0.00013,0.03903,0.03861,0.03922,0.00024,0.03960,0.03883,0.03430,0.00014,0.03457,0.03406,0.29374,0.70681,2.12784,-1.47344,358.98377,2.53327,366.82654,352.61792,8.93174,2.32077,22.20666,5.24361,9.66776,4.45248,44.33319,5.00800,3.18861,1.27048,13.42964,1.56787,3915.69374,1523.57639,11943.39258,1129.07410,3862.52746,1621.13883,10915.39160,1098.61731,-1.18080,0.01735,-1.14255,-1.22395,0.46383,0.00696,0.48307,0.44529,0.05855,0.13932,0.69093,-0.17328,-3.03559,0.10695,-2.77116,-3.31809,6.14277,0.24479,6.93868,5.45793,6.05879,0.25253,6.69856,5.39265,6.07485,0.26299,6.69975,5.41659,6.04892,0.29918,7.14700,5.41773,6.11334,0.28992,6.84648,5.45262,6.09411,0.33961,6.95085,5.27983,6.08880,0.21455,6.64786,5.55418,4.07358,0.11545,4.40234,3.77218,21.33194,1.75473,27.21083,17.48575,-7.23162,1.67923,-3.92409,-13.29382,-0.08384,0.05208,0.08253,-0.20249,1.34152,0.02005,1.39980,1.30138,4.02241,0.35866,5.89879,3.51968,-3.99715,0.24664,-3.48925,-4.71958
96,473.05006074905396,128400,-3753.01485,-4857.92752,-8.06764,0.00329,9.87847,463.16825,-6317.23626,-1228.54267,-1551.51942,-2729.23059,-3873.25614,-6337.15065,-6.21192,0.09139,-5.96647,-6.44399,0.03469,0.00021,0.03505,0.03422,0.03751,0.00021,0.03786,0.03722,0.04062,0.00017,0.04084,0.04028,0.03935,0.00017,0.03955,0.03903,0.04020,0.00038,0.04083,0.03961,0.03509,0.00029,0.03546,0.03457,0.38601,0.71257,2.17871,-1.27278,359.89998,2.69996,367.82156,353.77704,9.29179,2.58900,20.13624,5.41639,8.48847,1.98153,17.53747,5.57203,2.97592,0.92192,6.36417,1.50994,3772.87057,1405.67048,9063.40430,985.31787,3792.82288,1407.01184,8512.56738,1126.64050,-1.17354,0.01603,-1.13405,-1.20868,0.46138,0.00719,0.48207,0.44111,0.04653,0.12444,0.71440,-0.15549,-3.05097,0.10696,-2.77729,-3.34147,6.12223,0.27360,6.93408,5.37629,6.08971,0.26021,6.76622,5.31581,6.07876,0.27725,6.81669,5.42435,6.07634,0.32316,6.99526,5.26453,6.18505,0.30906,6.96461,5.41319,6.15384,0.33192,6.86761,5.25568,6.11765,0.21766,6.66405,5.61249,4.10432,0.10505,4.43800,3.80353,21.21559,1.77617,27.18781,17.48066,-7.05781,1.45152,-4.16182,-13.38312,-0.07969,0.05968,0.09149,-0.21796,1.34846,0.02299,1.41455,1.30057,4.03964,0.37691,6.10003,3.43337,-3.95568,0.24208,-3.48271,-4.75779
97,451.6794068813324,129600,-3305.74089,-4238.65779,-3.91818,0.03460,10.01605,441.62870,-6758.98174,-1080.98110,-1787.88750,-2692.47989,-3847.50446,-5043.13089,-6.18494,0.09815,-5.94902,-6.46543,0.03553,0.00023,0.03587,0.03506,0.03818,0.00015,0.03835,0.03786,0.04123,0.00018,0.04152,0.04085,0.03969,0.00012,0.03991,0.03954,0.04132,0.00028,0.04184,0.04083,0.03573,0.00014,0.03588,0.03546,0.29421,0.74792,2.44975,-1.50294,360.78980,2.85682,369.32895,353.44751,8.84565,2.08961,16.33891,5.53271,8.65581,2.04576,16.88796,5.62675,3.20245,1.36540,14.21775,1.59638,3354.41392,1003.53978,6491.78711,1287.21033,3479.47919,942.21749,6005.05273,1408.27380,-1.17410,0.02206,-1.12154,-1.21429,0.46291,0.00718,0.48268,0.44752,0.04410,0.12698,0.65533,-0.16748,-2.99855,0.10374,-2.74369,-3.32412,6.11339,0.25865,6.88404,5.30849,6.06452,0.25393,6.59295,5.48637,6.08254,0.28236,6.81449,5.32440,6.05556,0.30575,6.89909,5.27694,6.14681,0.34183,6.96772,5.32334,6.07952,0.35191,6.86800,5.17048,6.09039,0.22968,6.75080,5.53771,4.12763,0.09762,4.40370,3.81317,21.37606,1.79621,27.71016,17.07937,-7.12294,1.38677,-4.25600,-12.00099,-0.06968,0.06788,0.11703,-0.23744,1.34446,0.02262,1.39583,1.28753,4.00616,0.35970,5.68603,3.41318,-3.96792,0.21751,-3.46819,-4.59935
98,458.8093888759613,130800,-3170.25347,-4355.70686,-6.51313,0.09171,10.56223,448.15539,-5935.37780,-972.42204,-1372.81493,-2383.39604,-4177.10536,-5101.91459,-6.17024,0.08985,-5.93426,-6.38314,0.03628,0.00023,0.03679,0.03587,0.03885,0.00027,0.03934,0.03835,0.04185,0.00018,0.04228,0.04152,0.04013,0.00014,0.04045,0.03991,0.04249,0.00032,0.04299,0.04185,0.03620,0.00017,0.03658,0.03589,0.39204,0.76765,2.29953,-1.95690,362.10758,2.59525,368.42181,354.83508,8.62921,1.95027,16.67363,5.40272,9.20582,2.22363,16.40538,5.61213,3.11462,1.18218,11.92373,1.55387,3130.40369,925.81607,5471.52051,912.04315,3443.16072,970.23233,5893.63232,1316.42761,-1.16466,0.01673,-1.11772,-1.20670,0.46130,0.00582,0.47571,0.44688,0.04252,0.10940,0.40094,-0.13585,-2.97357,0.09360,-2.73989,-3.24473,6.12878,0.23516,6.70360,5.43599,6.12888,0.27891,6.91574,5.35560,6.10713,0.30081,6.86114,5.37057,6.08024,0.32580,7.00443,5.09930,6.15741,0.31873,7.01876,5.22306,6.12386,0.35323,7.22294,5.32859,6.12105,0.23731,6.70956,5.39305,4.11860,0.13199,4.44763,3.79725,21.65722,1.85434,26.79615,17.42330,-7.06345,1.29545,-4.53147,-10.87401,-0.06094,0.05186,0.06482,-0.15297,1.35423,0.02747,1.41646,1.27455,4.04257,0.34341,5.37734,3.51053,-3.97982,0.22796,-3.34518,-4.62661
99,465.15591835975647,132000,-3012.13445,-4570.99002,-6.54648,0.05634,9.71854,455.38098,-6109.35154,-1017.24006,-1551.79551,-2693.52180,-3837.16160,-5081.72638,-6.13103,0.09068,-5.87620,-6.39038,0.03717,0.00022,0.03755,0.03680,0.03976,0.00024,0.04023,0.03934,0.04279,0.00032,0.04341,0.04229,0.04088,0.00024,0.04132,0.04045,0.04354,0.00030,0.04407,0.04299,0.03711,0.00027,0.03760,0.03658,0.40133,0.68922,2.04580,-1.48274,362.32670,2.73817,368.65677,355.62039,9.95869,4.37111,37.59490,5.95483,9.13693,2.58942,20.90684,6.00550,3.22627,1.08988,8.10794,1.43718,3834.06005,1555.10524,10090.35352,1159.78748,3397.45942,1108.47252,7925.09326,1194.79773,-1.16973,0.01949,-1.12668,-1.21515,0.46420,0.00672,0.48072,0.44667,0.04737,0.12352,0.68107,-0.14431,-2.97885,0.09295,-2.70220,-3.23691,6.08856,0.21954,6.62554,5.34828,6.10528,0.25985,6.70912,5.42656,6.12728,0.28425,6.82116,5.52810,6.11139,0.30288,7.06333,5.34270,6.14399,0.29381,7.27930,5.35647,6.17242,0.33626,7.18556,5.45948,6.12482,0.21422,6.63578,5.54255,4.08774,0.11438,4.42403,3.77797,21.44920,1.85418,28.86786,18.08649,-6.98887,1.44244,-4.58401,-13.03646,-0.08003,0.04967,0.02891,-0.24910,1.34962,0.02195,1.39944,1.29472,4.03204,0.38388,5.64231,3.49040,-3.96940,0.24657,-3.35869,-4.90078
